address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Железнодорожный;Армавирская ул.;д.17,район Железнодорожный,Армавирская ул.,д.17,"56.864895,60.578053",71.0,3250000,45774
Свердловская область;Екатеринбург;район Железнодорожный;Конотопская ул.;д.5,район Железнодорожный,Конотопская ул.,д.5,"56.866298,60.575951",79.0,3320000,42025
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.81,район Орджоникидзевский,просп. Космонавтов,д.81,"56.917563,60.610257",73.5,3399000,46244
Свердловская область;Екатеринбург;район Орджоникидзевский;Черниговский пер.;д.11,район Орджоникидзевский,Черниговский пер.,д.11,"56.886563,60.569258",85.5,3400000,39766
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Начдива Онуфриева;д.28,Юго-Западный мкр,ул. Начдива Онуфриева,д.28,"56.801085,60.551562",63.2,3440000,54430
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Симферопольская;д.19,Вторчермет мкр,ул. Симферопольская,д.19,"56.772798,60.585976",75.0,3420000,45600
Свердловская область;Екатеринбург;район Железнодорожный;Ангарская ул.;д.52к2,район Железнодорожный,Ангарская ул.,д.52к2,"56.886681,60.513644",69.0,3400000,49275
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Предельная ул.;д.7,район Ленинский,Предельная ул.,д.7,"56.763194,60.570911",80.2,3400000,42394
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.4,район Верх-Исетский,ул. Металлургов,д.4,"56.826729,60.555936",58.0,3499000,60327
Свердловская область;Екатеринбург;район Ленинский;ул. Серафимы Дерябиной;д.53,район Ленинский,ул. Серафимы Дерябиной,д.53,"56.805343,60.543342",58.0,3465000,59741
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Александровская;д.3,Пионерский мкр,ул. Александровская,д.3,"56.869294,60.656027",61.0,3499000,57360
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Черепанова;д.18,район Верх-Исетский,ул. Черепанова,д.18,"56.856491,60.565459",79.0,3499000,44291
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Пехотинцев;д.9,Новая Сортировка мкр,ул. Пехотинцев,д.9,"56.869205,60.556233",63.3,3490000,55134
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Электриков;д.22,Эльмаш мкр,ул. Электриков,д.22,"56.884266,60.619825",63.7,3499000,54929
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Начдива Онуфриева;д.38,Юго-Западный мкр,ул. Начдива Онуфриева,д.38,"56.799576,60.555595",63.0,3550000,56349
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.218к2,район Чкаловский,ул. Белинского,д.218к2,"56.801750,60.626544",62.0,3550000,57258
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.35,Вторчермет мкр,ул. Санаторная,д.35,"56.767249,60.600349",64.0,3600000,56250
Свердловская область;Екатеринбург;с. Горный Щит;район Чкаловский;Колхозная ул.;д.19,район Чкаловский,Колхозная ул.,д.19,"56.689783,60.511569",78.1,3600000,46094
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.59А,район Орджоникидзевский,просп. Космонавтов,д.59А,"56.907672,60.612000",77.0,3600000,46753
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.60,район Чкаловский,Селькоровская ул.,д.60,"56.761368,60.611497",64.0,3600000,56250
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Июльская;д.39К2,Пионерский мкр,ул. Июльская,д.39К2,"56.858484,60.633380",64.0,3600000,56250
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.63,Старая Сортировка мкр,ул. Кунарская,д.63,"56.884532,60.500941",78.5,3648000,46471
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Победы;д.30,район Орджоникидзевский,ул. Победы,д.30,"56.898785,60.603161",73.0,3600000,49315
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Восстания;д.124,район Орджоникидзевский,ул. Восстания,д.124,"56.910085,60.584790",64.0,3600000,56250
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;проезд Решетникова;д.3,Юго-Западный мкр,проезд Решетникова,д.3,"56.796910,60.572789",63.2,3650000,57753
