address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",57.5,4545840,79085
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья;д.26,район Ленинский,ул. Краснолесья,д.26,"56.783870,60.544815",57.2,4500000,78671
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",69.0,4570000,66231
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,район Чкаловский,ул. 8 Марта,"56.792054,60.610382",62.3,4584400,73550
Свердловская область;Екатеринбург;район Верх-Исетский;Суходольская ул.,Екатеринбург,район Верх-Исетский,Суходольская ул.,"56.791054,60.486782",74.0,4590000,62027
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля,Екатеринбург,район Верх-Исетский,ул. Крауля,"56.834138,60.523987",70.6,4587700,65000
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11к1,район Железнодорожный,просп. Космонавтов,д.11к1,"56.866854,60.608111",52.6,4586720,87200
Свердловская область;Екатеринбург;район Чкаловский;Широкий пер.;д.2А,район Чкаловский,Широкий пер.,д.2А,"56.783041,60.651293",72.9,4589550,63000
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля,Екатеринбург,район Верх-Исетский,ул. Крауля,"56.834138,60.523987",70.3,4570150,65000
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.,Екатеринбург,район Верх-Исетский,Заводская ул.,"56.822018,60.551685",67.1,4562800,68000
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского,Екатеринбург,район Чкаловский,ул. Крестинского,"56.789841,60.617988",64.8,4599380,71000
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",68.5,4577400,66872
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,район Чкаловский,Миасская ул.,"56.785682,60.651716",61.8,4597920,74400
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,район Чкаловский,Миасская ул.,"56.785682,60.651716",61.4,4568160,74400
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.,Екатеринбург,район Верх-Исетский,Заводская ул.,"56.822203,60.550899",67.6,4596800,68000
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",60.7,4606000,75918
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;пер. Цветочный;д.15,Эльмаш мкр,пер. Цветочный,д.15,"56.899478,60.624814",60.3,4609125,76500
Свердловская область;Екатеринбург;район Верх-Исетский;Суходольская ул.,Екатеринбург,район Верх-Исетский,Суходольская ул.,"56.791054,60.486782",75.3,4630000,61487
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",74.7,4640000,62115
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",73.7,4630000,62822
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Калинина;д.8,район Орджоникидзевский,ул. Калинина,д.8,"56.890368,60.607607",53.9,4600000,85343
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.97,район Кировский,ул. Блюхера,д.97,"56.865080,60.666497",73.3,4638952,63287
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,район Чкаловский,Миасская ул.,"56.785682,60.651716",63.3,4646220,73400
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",64.7,4630000,71561
Свердловская область;Екатеринбург;район Верх-Исетский;Суходольская ул.,Екатеринбург,район Верх-Исетский,Суходольская ул.,"56.791054,60.486782",79.6,4690000,58919
