address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.787558,60.507216",34.4,2095960,61000
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",36.2,2063400,56999
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Ракетная;д.20,Кольцово мкр,ул. Ракетная,д.20,"56.761600,60.810806",30.1,2050000,68106
Свердловская область;Екатеринбург;район Верх-Исетский;Ленинградская ул.;д.30,район Верх-Исетский,Ленинградская ул.,д.30,"56.817592,60.548031",31.0,2050000,66129
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Бахчиванджи;д.12,Кольцово мкр,ул. Бахчиванджи,д.12,"56.760406,60.818487",36.8,2075000,56385
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",45.8,2142546,46811
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Черняховского;д.40,Химмаш мкр,ул. Черняховского,д.40,"56.752605,60.706656",33.4,2100000,62874
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.789156,60.489504",35.5,2124096,59799
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.90,район Орджоникидзевский,просп. Космонавтов,д.90,"56.907706,60.613851",31.3,2100000,67092
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Бородина;д.11А,Химмаш мкр,ул. Бородина,д.11А,"56.752106,60.695822",32.1,2100000,65420
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.,Екатеринбург,район Железнодорожный,Техническая ул.,"56.880923,60.503423",32.2,2160122,67084
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.788986,60.500455",31.3,2191000,70000
Свердловская область;Екатеринбург;район Чкаловский;Рощинская ул.;д.21к3,район Чкаловский,Рощинская ул.,д.21к3,"56.783066,60.665585",25.0,2150000,86000
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.793596,60.477819",35.5,2183720,61599
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",37.2,2176200,58499
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",37.7,2167750,57499
Свердловская область;Екатеринбург;район Железнодорожный;Конотопская ул.;д.5,район Железнодорожный,Конотопская ул.,д.5,"56.866298,60.575951",35.0,2170000,62000
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.35/2,район Верх-Исетский,ул. Евгения Савкова,д.35/2,"56.789372,60.488976",31.0,2190000,70645
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",39.2,2234400,56999
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.788986,60.500455",31.5,2206400,70000
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.789953,60.488517",40.3,2247624,55800
Свердловская область;Екатеринбург;район Железнодорожный;Конотопская ул.;д.5,район Железнодорожный,Конотопская ул.,д.5,"56.866298,60.575951",36.0,2200000,61111
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Мостовая ул.;д.49,район Ленинский,Мостовая ул.,д.49,"56.766065,60.553448",47.0,2200000,46808
Свердловская область;Екатеринбург;район Верх-Исетский;Широкая Речка мкр;ул. Тенистая,район Верх-Исетский,Широкая Речка мкр,ул. Тенистая,"56.800570,60.501143",37.2,2286570,61500
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.32,Елизавет мкр,ул. Бисертская,д.32,"56.746959,60.617183",37.5,2250000,60000
