address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.785231,60.537205",111.0,6500000,58558
Свердловская область;Екатеринбург;район Железнодорожный;Вокзальный мкр;ул. Гражданская;д.4,Вокзальный мкр,ул. Гражданская,д.4,"56.852765,60.586003",101.0,6500000,64356
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.;д.32/1,район Верх-Исетский,Заводская ул.,д.32/1,"56.834245,60.552307",88.7,6850000,77226
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.44к3,район Верх-Исетский,ул. Токарей,д.44к3,"56.833787,60.559395",105.0,6900000,65714
Свердловская область;Екатеринбург;район Железнодорожный;ул. Якова Свердлова;д.14,район Железнодорожный,ул. Якова Свердлова,д.14,"56.849886,60.606844",90.0,6980000,77555
Свердловская область;Екатеринбург;район Октябрьский;Онежская ул.;д.10,район Октябрьский,Онежская ул.,д.10,"56.800079,60.638644",128.0,6950000,54296
Свердловская область;Екатеринбург;район Чкаловский;ул. Николая Островского;д.2,район Чкаловский,ул. Николая Островского,д.2,"56.799182,60.597380",102.9,7100000,68999
Свердловская область;Екатеринбург;район Чкаловский;ул. Николая Островского;д.2,район Чкаловский,ул. Николая Островского,д.2,"56.799182,60.597380",102.8,7100000,69066
Свердловская область;Екатеринбург;район Чкаловский;ул. Николая Островского;д.2,район Чкаловский,ул. Николая Островского,д.2,"56.799182,60.597380",103.0,7200000,69902
Свердловская область;Екатеринбург;район Ленинский;ул. Попова;д.3,район Ленинский,ул. Попова,д.3,"56.835032,60.593675",89.0,7500000,84269
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Уральских Рабочих;д.17,район Орджоникидзевский,ул. Уральских Рабочих,д.17,"56.891229,60.608694",122.0,7600000,62295
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Пальмиро Тольятти;д.28А,район Верх-Исетский,ул. Пальмиро Тольятти,д.28А,"56.822060,60.577065",97.0,7650000,78865
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.59к1,район Чкаловский,ул. Крестинского,д.59к1,"56.794090,60.634063",116.7,7800000,66838
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.8к10,район Октябрьский,ул. Белинского,д.8к10,"56.834156,60.614192",113.0,7990000,70707
Свердловская область;Екатеринбург;район Кировский;ул. Мамина-Сибиряка;д.54,район Кировский,ул. Мамина-Сибиряка,д.54,"56.844161,60.615782",91.4,7950000,86980
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.783165,60.648427",126.2,7950000,62995
Свердловская область;Екатеринбург;район Октябрьский;ул. Народной воли;д.115,район Октябрьский,ул. Народной воли,д.115,"56.829547,60.639596",111.5,7999000,71739
Свердловская область;Екатеринбург;район Чкаловский;ул. Академика Шварца;д.8к1,район Чкаловский,ул. Академика Шварца,д.8к1,"56.795564,60.617615",104.0,8050000,77403
Свердловская область;Екатеринбург;район Октябрьский;Свой Круг ЖК,Екатеринбург,район Октябрьский,Свой Круг ЖК,"56.828335,60.644519",101.3,8200000,80955
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Парниковая;д.3,Эльмаш мкр,ул. Парниковая,д.3,"56.907942,60.615845",96.0,8400000,87500
Свердловская область;Екатеринбург;пос. Лиственный;район Верх-Исетский;бул. Петра Кожемяко;д.7,район Верх-Исетский,бул. Петра Кожемяко,д.7,"56.801814,60.491581",101.5,8500000,83743
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Антона Валека;д.18,район Верх-Исетский,ул. Антона Валека,д.18,"56.839242,60.587575",102.2,8500000,83170
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Флотская;д.41,Пионерский мкр,ул. Флотская,д.41,"56.849403,60.633955",98.6,8550000,86713
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.3,район Чкаловский,ул. Гастелло,д.3,"56.784787,60.646990",149.0,8590000,57651
Свердловская область;Екатеринбург;район Ленинский;ул. 8 Марта;д.57,район Ленинский,ул. 8 Марта,д.57,"56.821134,60.606143",115.0,8600000,74782
