address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Чкаловский;ул. Щербакова;д.5к3,район Чкаловский,ул. Щербакова,д.5к3,"56.787366,60.646406",58.4,3350000,57363
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. 22-го Партсъезда;д.20,район Орджоникидзевский,ул. 22-го Партсъезда,д.20,"56.889562,60.573076",57.0,3399000,59631
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Таганская;д.9,Эльмаш мкр,ул. Таганская,д.9,"56.897600,60.639543",55.0,3390000,61636
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Ольховская;д.27к1,Новая Сортировка мкр,ул. Ольховская,д.27к1,"56.860772,60.556116",59.0,3350000,56779
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Бахчиванджи;д.12,Кольцово мкр,ул. Бахчиванджи,д.12,"56.760406,60.818487",85.7,3400000,39673
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.23,Юго-Западный мкр,ул. Академика Бардина,д.23,"56.803554,60.557643",57.1,3400000,59544
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова;д.63,Пионерский мкр,ул. Сулимова,д.63,"56.861313,60.629984",63.0,3400000,53968
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.15,район Кировский,Советская ул.,д.15,"56.852987,60.630892",53.4,3400000,63670
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриса Лумумбы;д.38,район Чкаловский,ул. Патриса Лумумбы,д.38,"56.766381,60.602343",60.3,3400000,56384
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Фрезеровщиков;д.27,Эльмаш мкр,ул. Фрезеровщиков,д.27,"56.902024,60.622511",53.0,3400000,64150
Свердловская область;Екатеринбург;район Железнодорожный;Ангарская ул.;д.52к2,район Железнодорожный,Ангарская ул.,д.52к2,"56.886681,60.513644",69.0,3400000,49275
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.49,район Октябрьский,Латвийская ул.,д.49,"56.796092,60.763744",70.1,3449000,49201
Свердловская область;Екатеринбург;район Верх-Исетский;Красноуральская ул.;д.11,район Верх-Исетский,Красноуральская ул.,д.11,"56.836643,60.556862",60.0,3400000,56666
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Кобозева;д.71,Эльмаш мкр,ул. Кобозева,д.71,"56.899331,60.630461",62.0,3400000,54838
Свердловская область;Екатеринбург;район Железнодорожный;ул. Бебеля;д.154,район Железнодорожный,ул. Бебеля,д.154,"56.867331,60.551085",64.0,3400000,53125
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.79,район Железнодорожный,Техническая ул.,д.79,"56.872624,60.519168",77.0,3400000,44155
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Ольховская;д.27к1,Новая Сортировка мкр,ул. Ольховская,д.27к1,"56.860772,60.556116",59.5,3400000,57142
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Мира;д.50,Втузгородок мкр,ул. Мира,д.50,"56.833004,60.653925",58.4,3400000,58219
Свердловская область;Екатеринбург;пос. Исток;район Октябрьский;ул. Главная;д.30,район Октябрьский,ул. Главная,д.30,"56.779437,60.878683",64.0,3400000,53125
Свердловская область;Екатеринбург;район Кировский;Бережная ул.;д.18,район Кировский,Бережная ул.,д.18,"56.904413,60.718558",61.0,3400000,55737
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Пехотинцев;д.7,Новая Сортировка мкр,ул. Пехотинцев,д.7,"56.869584,60.555415",57.3,3400000,59336
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.45,район Октябрьский,Латвийская ул.,д.45,"56.795944,60.765037",65.0,3400000,52307
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Лобкова;д.34,Эльмаш мкр,ул. Лобкова,д.34,"56.897104,60.632733",62.0,3400000,54838
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Бакинских Комиссаров;д.64,район Орджоникидзевский,ул. Бакинских Комиссаров,д.64,"56.906084,60.589659",58.0,3400000,58620
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.181,район Октябрьский,ул. Белинского,д.181,"56.796856,60.638033",65.8,3400000,51671
