address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.816544,60.634694",134.9,14790000,109636
Свердловская область;Екатеринбург;район Ленинский;ул. Декабристов;д.75,район Ленинский,ул. Декабристов,д.75,"56.822597,60.607230",140.0,17500000,125000
Свердловская область;Екатеринбург;район Ленинский;ул. Шейнкмана;д.30,район Ленинский,ул. Шейнкмана,д.30,"56.833954,60.585751",40.0,3599000,89975
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Боровая;д.19,Пионерский мкр,ул. Боровая,д.19,"56.861599,60.646316",52.2,3690000,70689
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.61,район Октябрьский,ул. Белинского,д.61,"56.830088,60.617148",84.6,9500000,112293
Свердловская область;Екатеринбург;пос. Северка;район Железнодорожный;ул. Горняков;д.30,район Железнодорожный,ул. Горняков,д.30,"56.872319,60.291607",47.0,2400000,51063
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Очеретина;д.5,район Верх-Исетский,ул. Очеретина,д.5,"56.799641,60.521181",58.0,2450000,42241
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.49,район Железнодорожный,Техническая ул.,д.49,"56.867296,60.528169",44.7,2670000,59731
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Сыромолотова;д.24,ЖБИ мкр,ул. Сыромолотова,д.24,"56.834614,60.686578",43.0,3000000,69767
Свердловская область;Екатеринбург;район Ленинский;ул. 8 Марта;д.128,район Ленинский,ул. 8 Марта,д.128,"56.811635,60.608578",42.0,3400000,80952
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Сыромолотова;д.20,ЖБИ мкр,ул. Сыромолотова,д.20,"56.834363,60.679886",48.0,3550000,73958
Свердловская область;Екатеринбург;район Кировский;ул. Гагарина;д.33,район Кировский,ул. Гагарина,д.33,"56.842310,60.646280",55.2,3700000,67028
Свердловская область;Екатеринбург;район Кировский;просп. Ленина;д.103,район Кировский,просп. Ленина,д.103,"56.843550,60.646388",51.0,4100000,80392
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Серафимы Дерябиной;д.37,район Верх-Исетский,ул. Серафимы Дерябиной,д.37,"56.814503,60.553295",91.0,8000000,87912
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.787969,60.471385",31.6,1848000,58481
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.787969,60.471385",33.0,1952000,59151
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.2А,Елизавет мкр,ул. Бисертская,д.2А,"56.739949,60.608676",42.0,2140000,50952
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Колхозников;д.85,Елизавет мкр,ул. Колхозников,д.85,"56.753858,60.617022",42.4,2170000,51179
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Расточная;д.35А,Старая Сортировка мкр,ул. Расточная,д.35А,"56.880578,60.515593",45.2,2300000,50884
Свердловская область;Екатеринбург;район Орджоникидзевский;Черноярская ул.;д.24А,район Орджоникидзевский,Черноярская ул.,д.24А,"56.911628,60.609359",42.4,2390000,56367
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Бакинских Комиссаров;д.32,район Орджоникидзевский,ул. Бакинских Комиссаров,д.32,"56.899287,60.580613",53.0,2400000,45283
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.22,Елизавет мкр,ул. Бисертская,д.22,"56.744264,60.615153",44.0,2400000,54545
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Агрономическая;д.30,Вторчермет мкр,ул. Агрономическая,д.30,"56.775205,60.605640",40.0,2470000,61750
Свердловская область;Екатеринбург;район Железнодорожный;ул. Бебеля;д.148,район Железнодорожный,ул. Бебеля,д.148,"56.864625,60.551391",36.2,2500000,69060
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.57,район Орджоникидзевский,просп. Космонавтов,д.57,"56.907313,60.612818",44.0,2550000,57954
