address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",106.3,7467762,70245
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова,Екатеринбург,район Ленинский,ул. Чкалова,"56.810832,60.577397",91.6,7590000,82860
Свердловская область;Екатеринбург;район Ленинский;ул. Большакова,Екатеринбург,район Ленинский,ул. Большакова,"56.815957,60.593574",83.4,7506000,90000
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова,Екатеринбург,район Ленинский,ул. Чкалова,"56.810832,60.577397",91.2,7590000,83223
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова,Екатеринбург,район Ленинский,ул. Чкалова,"56.810832,60.577397",92.8,7590000,81788
Свердловская область;Екатеринбург;район Чкаловский;ул. Академика Шварца;д.8к1,район Чкаловский,ул. Академика Шварца,д.8к1,"56.795564,60.617615",84.2,7550000,89667
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",116.5,7560000,64892
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",92.0,7515000,81675
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",108.8,7609300,69951
Свердловская область;Екатеринбург;район Ленинский;ул. Большакова,Екатеринбург,район Ленинский,ул. Большакова,"56.815957,60.593574",85.6,7613950,89000
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,Пионерский мкр,ул. Данилы Зверева,"56.863410,60.652391",102.8,7654000,74455
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800320,60.591347",93.4,7750540,83000
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",123.6,7901640,63913
Свердловская область;Екатеринбург;район Ленинский;ул. Ткачей,Екатеринбург,район Ленинский,ул. Ткачей,"56.816274,60.629100",113.5,7930000,69867
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800320,60.591347",94.5,7935480,84000
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Громова;д.30,Юго-Западный мкр,ул. Громова,д.30,"56.809802,60.570157",85.6,7950000,92873
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,Пионерский мкр,ул. Данилы Зверева,"56.863410,60.652391",102.4,8023000,78349
Свердловская область;Екатеринбург;район Ленинский;ул. Большакова,Екатеринбург,район Ленинский,ул. Большакова,"56.815957,60.593574",87.5,8134710,93000
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.814963,60.633988",95.2,8130000,85363
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800298,60.592213",108.2,8112750,75000
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",103.8,8150000,78516
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",119.8,8384000,69994
Свердловская область;Екатеринбург;район Ленинский;Машинная ул.;д.3а,район Ленинский,Машинная ул.,д.3а,"56.812660,60.631368",125.4,8330400,66430
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",129.7,8460000,65227
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.816496,60.633040",116.9,8540000,73028
