address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Уральская;д.57к2,Пионерский мкр,ул. Уральская,д.57к2,"56.858597,60.630982",116.6,8200000,70325
