address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Орджоникидзевский;Симбирский пер.,Екатеринбург,район Орджоникидзевский,Симбирский пер.,"56.896561,60.582612",44.2,3503040,79236
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,Пионерский мкр,ул. Сулимова,"56.859832,60.650756",49.0,3584093,73100
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.785161,60.521739",55.3,3550000,64195
Свердловская область;Екатеринбург;район Октябрьский;ул. Большакова;д.22к4,район Октябрьский,ул. Большакова,д.22к4,"56.821622,60.629023",48.0,3580000,74583
Свердловская область;Екатеринбург;район Железнодорожный;Вокзальный мкр;пер. Выездной;д.2,Вокзальный мкр,пер. Выездной,д.2,"56.856043,60.582185",46.6,3600000,77253
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",64.5,3670592,56934
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. 40-летия Комсомола,район Кировский,ЖБИ мкр,ул. 40-летия Комсомола,"56.827675,60.692830",57.2,3663360,64000
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,район Октябрьский,Луганская ул.,"56.807962,60.638341",52.8,3770634,71400
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова;д.252,район Ленинский,ул. Чкалова,д.252,"56.780349,60.533065",60.2,3800000,63122
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Зои Космодемьянской;д.44/2,Химмаш мкр,ул. Зои Космодемьянской,д.44/2,"56.750914,60.705849",54.0,3800000,70370
Свердловская область;Екатеринбург;район Чкаловский;Рощинская ул.;д.65,район Чкаловский,Рощинская ул.,д.65,"56.777272,60.676742",57.0,3850000,67543
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,район Чкаловский,ул. Счастливая,"56.749519,60.564728",52.9,3865500,73071
Свердловская область;Екатеринбург;район Кировский;Генеральская ул.;д.12,район Кировский,Генеральская ул.,д.12,"56.843437,60.635994",55.0,3850000,70000
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.31,Академический мкр,просп. Академика Сахарова,д.31,"56.773504,60.536362",56.0,3900000,69642
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.,Екатеринбург,район Верх-Исетский,Заводская ул.,"56.822203,60.550899",57.5,4025000,70000
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.;д.75,район Верх-Исетский,Заводская ул.,д.75,"56.823991,60.552244",56.0,4025000,71875
Свердловская область;Екатеринбург;район Орджоникидзевский;бул. Культуры;д.5,район Орджоникидзевский,бул. Культуры,д.5,"56.887443,60.586219",56.4,4150000,73581
Свердловская область;Екатеринбург;район Верх-Исетский;Опалихинская ул.,Екатеринбург,район Верх-Исетский,Опалихинская ул.,"56.852402,60.562387",55.8,4190000,75156
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",59.0,4230900,71710
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",64.4,4220000,65527
Свердловская область;Екатеринбург;район Ленинский;ул. Шейнкмана;д.130,район Ленинский,ул. Шейнкмана,д.130,"56.818134,60.589776",53.2,4299000,80808
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",59.6,4371000,73302
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.;д.22,район Чкаловский,Миасская ул.,д.22,"56.786289,60.651010",59.5,4350000,73170
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,Пионерский мкр,ул. Данилы Зверева,"56.863410,60.652391",60.8,4513000,74226
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Ирбитская,район Кировский,Пионерский мкр,ул. Ирбитская,"56.861891,60.656715",74.2,4644000,62570
