address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина;д.31,район Верх-Исетский,ул. Рябинина,д.31,"56.794564,60.507769",59.5,4100000,68907
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",69.2,4113000,59479
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",69.0,4113000,59608
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;пер. Асбестовский;д.3к3,Пионерский мкр,пер. Асбестовский,д.3к3,"56.848734,60.631709",54.0,4239999,78518
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Шевелева;д.1,район Верх-Исетский,ул. Шевелева,д.1,"56.842300,60.575448",62.6,4399999,70287
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",59.0,4400000,74576
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.36,район Чкаловский,Селькоровская ул.,д.36,"56.763135,60.612207",55.0,4460000,81090
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Мира;д.8,Втузгородок мкр,ул. Мира,д.8,"56.850447,60.647017",58.0,4470000,77068
Свердловская область;Екатеринбург;район Чкаловский;Дорожная ул.;д.15,район Чкаловский,Дорожная ул.,д.15,"56.774564,60.592902",60.0,4500000,75000
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.7,район Верх-Исетский,ул. Евгения Савкова,д.7,"56.794992,60.493620",71.3,4500000,63113
Свердловская область;Екатеринбург;район Чкаловский;Дорожная ул.;д.15,район Чкаловский,Дорожная ул.,д.15,"56.774564,60.592902",58.5,4550000,77777
Свердловская область;Екатеринбург;район Чкаловский;Дорожная ул.;д.17,район Чкаловский,Дорожная ул.,д.17,"56.774096,60.592004",59.0,4590000,77796
Свердловская область;Екатеринбург;район Кировский;Кузнечная ул.;д.82,район Кировский,Кузнечная ул.,д.82,"56.847267,60.620130",48.0,4650000,96875
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Боровая;д.24,Пионерский мкр,ул. Боровая,д.24,"56.863031,60.649244",60.2,4700000,78073
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Разливная ул.;д.50,район Ленинский,Разливная ул.,д.50,"56.766105,60.544384",71.0,4750000,66901
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",68.5,4750000,69393
Свердловская область;Екатеринбург;район Чкаловский;Ботанический мкр;ул. Родонитовая;д.9,Ботанический мкр,ул. Родонитовая,д.9,"56.793173,60.620732",76.0,5250000,69078
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская;д.88,Юго-Западный мкр,ул. Волгоградская,д.88,"56.805988,60.579131",68.0,5300000,77941
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Ясная;д.22Б,Юго-Западный мкр,ул. Ясная,д.22Б,"56.817513,60.571855",71.0,5300000,74647
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Ясная;д.22Б,Юго-Западный мкр,ул. Ясная,д.22Б,"56.817513,60.571855",71.0,5300000,74647
Свердловская область;Екатеринбург;район Октябрьский;Переходный пер.,Екатеринбург,район Октябрьский,Переходный пер.,"56.804308,60.629861",65.6,5355000,81631
Свердловская область;Екатеринбург;район Октябрьский;Переходный пер.,Екатеринбург,район Октябрьский,Переходный пер.,"56.804308,60.629861",72.2,5400000,74833
Свердловская область;Екатеринбург;район Железнодорожный;ул. Азина,Екатеринбург,район Железнодорожный,ул. Азина,"56.852918,60.608843",71.1,5560000,78155
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Кулибина;д.1А,Втузгородок мкр,ул. Кулибина,д.1А,"56.855777,60.655811",58.0,5500000,94827
Свердловская область;Екатеринбург;район Железнодорожный;Восточная ул.;д.30,район Железнодорожный,Восточная ул.,д.30,"56.850437,60.622268",70.7,5750000,81329
