address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",41.0,2250000,54878
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Красных Борцов;д.19,район Орджоникидзевский,ул. Красных Борцов,д.19,"56.892281,60.603610",25.5,2300000,90196
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784827,60.522172",38.2,2380000,62303
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Колхозников;д.10,Елизавет мкр,ул. Колхозников,д.10,"56.745744,60.612306",37.5,2395000,63866
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",37.0,2377500,64256
Свердловская область;Екатеринбург;район Чкаловский;ул. Олега Кошевого;д.44,район Чкаловский,ул. Олега Кошевого,д.44,"56.778026,60.640001",37.4,2490000,66577
Свердловская область;Екатеринбург;район Верх-Исетский;Встречный пер.;д.3к2,район Верх-Исетский,Встречный пер.,д.3к2,"56.820996,60.565512",36.0,2450000,68055
Свердловская область;Екатеринбург;район Чкаловский;ул. Чемпионов,Екатеринбург,район Чкаловский,ул. Чемпионов,"56.749057,60.567153",39.2,2505600,64000
Свердловская область;Екатеринбург;район Железнодорожный;Автомагистральная ул.;д.25,район Железнодорожный,Автомагистральная ул.,д.25,"56.872737,60.558074",41.2,2549000,61868
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.34,Старая Сортировка мкр,ул. Кунарская,д.34,"56.884389,60.502900",41.0,2500000,60975
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11,район Железнодорожный,просп. Космонавтов,д.11,"56.867523,60.609503",35.7,2577540,72200
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Черепанова;д.4,район Верх-Исетский,ул. Черепанова,д.4,"56.856948,60.556394",33.0,2550000,77272
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова;д.252,район Ленинский,ул. Чкалова,д.252,"56.780349,60.533065",34.0,2550000,75000
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,район Октябрьский,Луганская ул.,"56.807962,60.638341",33.3,2648145,79500
Свердловская область;Екатеринбург;район Октябрьский;ул. Декабристов;д.2,район Октябрьский,ул. Декабристов,д.2,"56.826286,60.637189",32.2,2600000,80745
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина;д.19,район Верх-Исетский,ул. Рябинина,д.19,"56.797211,60.512449",38.1,2630000,69028
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.31,Академический мкр,просп. Академика Сахарова,д.31,"56.773504,60.536362",36.1,2650000,73407
Свердловская область;Екатеринбург;район Железнодорожный;Таватуйская ул.,Екатеринбург,район Железнодорожный,Таватуйская ул.,"56.876964,60.524675",39.8,2689650,67579
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",44.4,2702927,60917
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,район Чкаловский,ул. Счастливая,"56.749519,60.564728",37.9,2702700,71311
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",38.6,2705400,70142
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина;д.29,район Верх-Исетский,ул. Рябинина,д.29,"56.795436,60.509350",38.0,2700000,71052
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",38.2,2763000,72424
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",36.5,2750000,75342
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.;д.22,район Чкаловский,Миасская ул.,д.22,"56.786289,60.651010",34.9,2790000,80011
