address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова;д.241,район Ленинский,ул. Чкалова,д.241,"56.783204,60.540979",92.0,6300000,68478
Свердловская область;Екатеринбург;район Железнодорожный;Билимбаевская ул.;д.7,район Железнодорожный,Билимбаевская ул.,д.7,"56.879963,60.520291",124.6,6340000,50882
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Вилонова;д.22,Пионерский мкр,ул. Вилонова,д.22,"56.864866,60.644816",83.4,6450000,77338
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Уральская;д.55,Пионерский мкр,ул. Уральская,д.55,"56.859438,60.629221",76.0,6400000,84210
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья;д.10,район Ленинский,ул. Краснолесья,д.10,"56.778317,60.549289",111.0,6500000,58558
Свердловская область;Екатеринбург;район Верх-Исетский;Верх-Исетский бул.;д.20,район Верх-Исетский,Верх-Исетский бул.,д.20,"56.840035,60.570453",94.3,6500000,68928
Свердловская область;Екатеринбург;район Чкаловский;Ботанический мкр;ул. Родонитовая;д.6,Ботанический мкр,ул. Родонитовая,д.6,"56.791354,60.619465",111.0,6500000,58558
Свердловская область;Екатеринбург;район Железнодорожный;ул. Шевченко;д.21,район Железнодорожный,ул. Шевченко,д.21,"56.849226,60.618765",76.2,6500000,85301
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Викулова;д.63к2,район Верх-Исетский,ул. Викулова,д.63к2,"56.820794,60.540135",113.6,6600000,58098
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта;д.185к4,район Чкаловский,ул. 8 Марта,д.185к4,"56.794948,60.610949",78.0,6600000,84615
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова;д.6,Пионерский мкр,ул. Сулимова,д.6,"56.861269,60.649729",110.3,6600000,59836
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.64,район Верх-Исетский,ул. Токарей,д.64,"56.827650,60.556368",74.2,6650000,89622
Свердловская область;Екатеринбург;район Ленинский;ул. Степана Разина;д.41,район Ленинский,ул. Степана Разина,д.41,"56.816474,60.610949",96.0,6750000,70312
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Калинина;д.8,район Орджоникидзевский,ул. Калинина,д.8,"56.890368,60.607607",118.0,6799999,57627
Свердловская область;Екатеринбург;район Ленинский;Университетский пер.;д.11,район Ленинский,Университетский пер.,д.11,"56.823636,60.600592",110.0,6800000,61818
Свердловская область;Екатеринбург;район Ленинский;ул. Цвиллинга,Екатеринбург,район Ленинский,ул. Цвиллинга,"56.815608,60.624726",93.0,6835500,73500
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.44к3,район Верх-Исетский,ул. Токарей,д.44к3,"56.833787,60.559395",105.0,6900000,65714
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Индустрии;д.37,район Орджоникидзевский,ул. Индустрии,д.37,"56.898795,60.596567",94.0,6900000,73404
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.16Б,район Верх-Исетский,ул. Металлургов,д.16Б,"56.826665,60.550295",116.1,7100000,61154
Свердловская область;Екатеринбург;район Октябрьский;ул. Бажова;д.164,район Октябрьский,ул. Бажова,д.164,"56.830561,60.629499",78.2,7100000,90792
Свердловская область;Екатеринбург;район Ленинский;просп. Ленина;д.36,район Ленинский,просп. Ленина,д.36,"56.838573,60.609135",106.1,7100000,66918
Свердловская область;Екатеринбург;район Железнодорожный;Надеждинская ул.;д.22б,район Железнодорожный,Надеждинская ул.,д.22б,"56.871193,60.543602",108.0,7100000,65740
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Баумана;д.35,Эльмаш мкр,ул. Баумана,д.35,"56.894479,60.633174",104.0,7150000,68750
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Хмелева;д.10,район Орджоникидзевский,ул. Хмелева,д.10,"56.887654,60.581386",155.0,7200000,46451
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.;д.32/1,район Верх-Исетский,Заводская ул.,д.32/1,"56.834245,60.552307",89.3,7200000,80627
