address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Кировский;ул. Маяковского;д.2а,район Кировский,ул. Маяковского,д.2а,"56.861648,60.616932",101.9,6500000,63788
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.152,район Железнодорожный,Техническая ул.,д.152,"56.882294,60.502585",64.0,3140000,49062
Свердловская область;Екатеринбург;район Орджоникидзевский;Донбасская ул.;д.16,район Орджоникидзевский,Донбасская ул.,д.16,"56.888972,60.568728",56.0,2650000,47321
Свердловская область;Екатеринбург;район Октябрьский;ул. Тверитина;д.13,район Октябрьский,ул. Тверитина,д.13,"56.822336,60.633030",58.0,4250000,73275
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.19,Вторчермет мкр,ул. Санаторная,д.19,"56.767890,60.605550",74.0,5100000,68918
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.18,Старая Сортировка мкр,ул. Кунарская,д.18,"56.881773,60.507463",53.6,2600000,48507
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Панельная;д.11,ЖБИ мкр,ул. Панельная,д.11,"56.833540,60.690306",53.5,2750000,51401
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",53.8,2985900,55500
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Шефская;д.91к1,Эльмаш мкр,ул. Шефская,д.91к1,"56.905583,60.619771",57.6,2980000,51736
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",71.6,3445403,48100
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Ферганская;д.6,Вторчермет мкр,ул. Ферганская,д.6,"56.772798,60.610617",56.2,3520000,62633
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.54,район Октябрьский,Латвийская ул.,д.54,"56.798063,60.764417",68.1,3550000,52129
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.789953,60.488517",69.3,3760275,54300
Свердловская область;Екатеринбург;район Железнодорожный;Автомагистральная ул.;д.11,район Железнодорожный,Автомагистральная ул.,д.11,"56.869407,60.562665",58.0,3750000,64655
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.1,Юго-Западный мкр,ул. Академика Бардина,д.1,"56.809300,60.547798",58.9,3750000,63667
Свердловская область;Екатеринбург;район Октябрьский;Синие Камни мкр;бул. Есенина;д.16,Синие Камни мкр,бул. Есенина,д.16,"56.824552,60.677469",63.0,3800000,60317
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Белореченская;д.32,Юго-Западный мкр,ул. Белореченская,д.32,"56.815956,60.560653",59.9,3800000,63439
Свердловская область;Екатеринбург;район Верх-Исетский;Ленинградская ул.;д.34к2,район Верх-Исетский,Ленинградская ул.,д.34к2,"56.816848,60.546405",64.0,3900000,60937
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.41,район Кировский,Советская ул.,д.41,"56.855679,60.638887",58.2,3900000,67010
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,район Октябрьский,Луганская ул.,"56.807962,60.638341",56.5,3999492,70800
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Академическая;д.11А,Втузгородок мкр,ул. Академическая,д.11А,"56.851933,60.649146",66.0,3980000,60303
Свердловская область;Екатеринбург;район Чкаловский;ул. Чемпионов,Екатеринбург,район Чкаловский,ул. Чемпионов,"56.748928,60.566289",63.2,3991712,63200
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.56/2,район Октябрьский,Латвийская ул.,д.56/2,"56.798906,60.764929",61.4,4052400,66000
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",73.1,4066751,55602
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.57,район Верх-Исетский,ул. Крауля,д.57,"56.830118,60.553700",73.6,4100000,55706
