address,district,street,house_number,coords,area,full_price,weighted_price
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Расточная;д.13,Старая Сортировка мкр,ул. Расточная,д.13,"56.875344,60.509053",81.0,3750000,46296
Свердловская область;Екатеринбург;район Чкаловский;Военная ул.;д.3,район Чкаловский,Военная ул.,д.3,"56.781232,60.607895",98.3,3777000,38423
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;пер. Малахитовый;д.6,Вторчермет мкр,пер. Малахитовый,д.6,"56.766603,60.600349",64.0,3790000,59218
Свердловская область;Екатеринбург;район Чкаловский;Рощинская ул.;д.48,район Чкаловский,Рощинская ул.,д.48,"56.780492,60.677254",76.8,3750000,48828
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.39,Юго-Западный мкр,ул. Академика Бардина,д.39,"56.798620,60.570884",63.4,3800000,59936
Свердловская область;Екатеринбург;район Октябрьский;ул. Саввы Белых,Екатеринбург,район Октябрьский,ул. Саввы Белых,"56.801839,60.635410",62.0,3800000,61290
Свердловская область;Екатеринбург;район Верх-Исетский;Ленинградская ул.;д.34к1,район Верх-Исетский,Ленинградская ул.,д.34к1,"56.817060,60.547043",61.0,3870000,63442
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Фрезеровщиков;д.41,Эльмаш мкр,ул. Фрезеровщиков,д.41,"56.905057,60.627900",64.3,3850000,59875
Свердловская область;Екатеринбург;район Октябрьский;Лечебный мкр;ул. Каменотесов;д.2к2,Лечебный мкр,ул. Каменотесов,д.2к2,"56.807531,60.712800",73.7,3850000,52238
Свердловская область;Екатеринбург;район Чкаловский;Окружная ул.;д.8,район Чкаловский,Окружная ул.,д.8,"56.756498,60.604832",80.0,3950000,49375
Свердловская область;Екатеринбург;район Октябрьский;Синие Камни мкр;ул. Анны Бычковой,район Октябрьский,Синие Камни мкр,ул. Анны Бычковой,"56.828143,60.673050",85.0,3980000,46823
Свердловская область;Екатеринбург;район Октябрьский;Восточная ул.;д.84,район Октябрьский,Восточная ул.,д.84,"56.833348,60.633865",72.0,4000000,55555
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.6,район Кировский,ул. Владимира Высоцкого,д.6,"56.838834,60.674451",78.3,4000000,51085
Свердловская область;Екатеринбург;район Железнодорожный;ул. Минометчиков;д.58,район Железнодорожный,ул. Минометчиков,д.58,"56.869933,60.519896",80.0,4050000,50625
Свердловская область;Екатеринбург;район Октябрьский;Восточная ул.;д.84,район Октябрьский,Восточная ул.,д.84,"56.833348,60.633865",72.2,4130000,57202
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Шаумяна;д.107,Юго-Западный мкр,ул. Шаумяна,д.107,"56.817405,60.558299",64.4,4112765,63862
Свердловская область;Екатеринбург;район Чкаловский;ул. Дарвина;д.2,район Чкаловский,ул. Дарвина,д.2,"56.782948,60.663447",78.0,4200000,53846
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.68,район Железнодорожный,Техническая ул.,д.68,"56.874444,60.519626",77.0,4200000,54545
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. 40-летия Комсомола;д.31,ЖБИ мкр,ул. 40-летия Комсомола,д.31,"56.831423,60.694609",80.0,4200000,52500
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Ильича;д.71,район Орджоникидзевский,ул. Ильича,д.71,"56.900471,60.611668",65.5,4200000,64122
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Готвальда;д.19,район Верх-Исетский,ул. Готвальда,д.19,"56.852878,60.570354",73.0,4300000,58904
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Белореченская;д.29,Юго-Западный мкр,ул. Белореченская,д.29,"56.812892,60.559422",65.8,4300000,65349
Свердловская область;Екатеринбург;район Верх-Исетский;Опалихинская ул.;д.19,район Верх-Исетский,Опалихинская ул.,д.19,"56.849295,60.562764",76.8,4390000,57161
Свердловская область;Екатеринбург;район Орджоникидзевский;Стахановская ул.;д.24к2,район Орджоникидзевский,Стахановская ул.,д.24к2,"56.894135,60.599594",82.0,4390000,53536
Свердловская область;Екатеринбург;район Железнодорожный;ул. Минометчиков;д.58,район Железнодорожный,ул. Минометчиков,д.58,"56.869933,60.519896",81.5,4350000,53374
