address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Предельная ул.;д.7,район Ленинский,Предельная ул.,д.7,"56.763194,60.570911",80.2,3400000,42394,56.763194,60.570911
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.4,район Верх-Исетский,ул. Металлургов,д.4,"56.826729,60.555936",58.0,3499000,60327,56.826729,60.555936
Свердловская область;Екатеринбург;район Ленинский;ул. Серафимы Дерябиной;д.53,район Ленинский,ул. Серафимы Дерябиной,д.53,"56.805343,60.543342",58.0,3465000,59741,56.805343,60.543342
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Александровская;д.3,Пионерский мкр,ул. Александровская,д.3,"56.869294,60.656027",61.0,3499000,57360,56.869294,60.656027
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Черепанова;д.18,район Верх-Исетский,ул. Черепанова,д.18,"56.856491,60.565459",79.0,3499000,44291,56.856491,60.565459
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Пехотинцев;д.9,Новая Сортировка мкр,ул. Пехотинцев,д.9,"56.869205,60.556233",63.3,3490000,55134,56.869205,60.556233
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Электриков;д.22,Эльмаш мкр,ул. Электриков,д.22,"56.884266,60.619825",63.7,3499000,54929,56.884266,60.619825
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Начдива Онуфриева;д.38,Юго-Западный мкр,ул. Начдива Онуфриева,д.38,"56.799576,60.555595",63.0,3550000,56349,56.799576,60.555595
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.218к2,район Чкаловский,ул. Белинского,д.218к2,"56.801750,60.626544",62.0,3550000,57258,56.801750,60.626544
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.35,Вторчермет мкр,ул. Санаторная,д.35,"56.767249,60.600349",64.0,3600000,56250,56.767249,60.600349
Свердловская область;Екатеринбург;с. Горный Щит;район Чкаловский;Колхозная ул.;д.19,район Чкаловский,Колхозная ул.,д.19,"56.689783,60.511569",78.1,3600000,46094,56.689783,60.511569
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.59А,район Орджоникидзевский,просп. Космонавтов,д.59А,"56.907672,60.612000",77.0,3600000,46753,56.907672,60.612000
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.60,район Чкаловский,Селькоровская ул.,д.60,"56.761368,60.611497",64.0,3600000,56250,56.761368,60.611497
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Июльская;д.39К2,Пионерский мкр,ул. Июльская,д.39К2,"56.858484,60.633380",64.0,3600000,56250,56.858484,60.633380
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.63,Старая Сортировка мкр,ул. Кунарская,д.63,"56.884532,60.500941",78.5,3648000,46471,56.884532,60.500941
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Победы;д.30,район Орджоникидзевский,ул. Победы,д.30,"56.898785,60.603161",73.0,3600000,49315,56.898785,60.603161
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Восстания;д.124,район Орджоникидзевский,ул. Восстания,д.124,"56.910085,60.584790",64.0,3600000,56250,56.910085,60.584790
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;проезд Решетникова;д.3,Юго-Западный мкр,проезд Решетникова,д.3,"56.796910,60.572789",63.2,3650000,57753,56.796910,60.572789
Свердловская область;Екатеринбург;район Чкаловский;Светлый мкр;д.4,район Чкаловский,Светлый мкр,д.4,"56.777928,60.704015",28.0,2290000,81785,56.777928,60.704015
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",39.6,2296800,58000,56.794280,60.473254
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Ферганская;д.10,Вторчермет мкр,ул. Ферганская,д.10,"56.772655,60.609611",33.0,2250000,68181,56.772655,60.609611
Свердловская область;Екатеринбург;район Чкаловский;ул. Чемпионов;д.3,район Чкаловский,ул. Чемпионов,д.3,"56.748015,60.569779",40.2,2295000,57089,56.748015,60.569779
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.51,район Орджоникидзевский,просп. Космонавтов,д.51,"56.905470,60.613087",31.3,2270000,72523,56.905470,60.613087
Свердловская область;Екатеринбург;район Октябрьский;ул. Декабристов;д.4,район Октябрьский,ул. Декабристов,д.4,"56.826212,60.636488",26.0,2290000,88076,56.826212,60.636488
Свердловская область;Екатеринбург;район Верх-Исетский;Хрустальногорская ул.;д.77,район Верх-Исетский,Хрустальногорская ул.,д.77,"56.799734,60.490449",35.0,2340000,66857,56.799734,60.490449
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",39.8,2390000,60050,56.790369,60.487700
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Братская;д.27к2,Вторчермет мкр,ул. Братская,д.27к2,"56.776488,60.596675",40.0,2370000,59250,56.776488,60.596675
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.794223,60.498068",42.6,2385600,56000,56.794223,60.498068
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Братская;д.27к3,Вторчермет мкр,ул. Братская,д.27к3,"56.776083,60.596289",43.0,2385000,55465,56.776083,60.596289
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",47.6,2363837,49650,56.723457,60.635786
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Машиностроителей;д.49,район Орджоникидзевский,ул. Машиностроителей,д.49,"56.884320,60.575780",31.1,2380000,76527,56.884320,60.575780
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",43.8,2430000,55479,56.790369,60.487700
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,район Чкаловский,ул. 8 Марта,"56.792054,60.610382",29.3,2434390,83000,56.792054,60.610382
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.787558,60.507216",41.8,2423820,58000,56.787558,60.507216
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.26,Елизавет мкр,ул. Бисертская,д.26,"56.745068,60.615099",33.7,2400000,71216,56.745068,60.615099
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",37.3,2420000,64879,56.790369,60.487700
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Таежная;д.11,Старая Сортировка мкр,ул. Таежная,д.11,"56.874233,60.520821",35.8,2400000,67039,56.874233,60.520821
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Яскина,район Октябрьский,Компрессорный мкр,ул. Яскина,"56.795517,60.762536",42.0,2438000,58006,56.795517,60.762536
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.90,район Орджоникидзевский,просп. Космонавтов,д.90,"56.907706,60.613851",30.9,2420000,78317,56.907706,60.613851
Свердловская область;Екатеринбург;район Железнодорожный;Таватуйская ул.;д.1Г,район Железнодорожный,Таватуйская ул.,д.1Г,"56.867562,60.540809",37.1,2400000,64690,56.867562,60.540809
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",38.9,2450000,62982,56.790369,60.487700
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Авиаторов;д.1А,Кольцово мкр,ул. Авиаторов,д.1А,"56.761931,60.814723",40.0,2490000,62250,56.761931,60.814723
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Смазчиков;д.4,Пионерский мкр,ул. Смазчиков,д.4,"56.858838,60.621954",28.3,2460000,86925,56.858838,60.621954
Свердловская область;Екатеринбург;район Октябрьский;Переходный пер.;д.9,район Октябрьский,Переходный пер.,д.9,"56.804155,60.630475",46.4,4338000,93551,56.804155,60.630475
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Шевелева;д.1,район Верх-Исетский,ул. Шевелева,д.1,"56.842300,60.575448",62.6,4399999,70298,56.842300,60.575448
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800602,60.593028",45.3,4399999,97151,56.800602,60.593028
Свердловская область;Екатеринбург;район Ленинский;ул. Большакова,Екатеринбург,район Ленинский,ул. Большакова,"56.815957,60.593574",40.8,4445020,109000,56.815957,60.593574
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800602,60.593028",45.3,4400000,97151,56.800602,60.593028
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Юго-Западный мкр,ул. Волгоградская,"56.800298,60.592213",46.2,4500000,97423,56.800298,60.592213
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.30,район Октябрьский,ул. Белинского,д.30,"56.833102,60.614444",41.1,4600000,111922,56.833102,60.614444
Свердловская область;Екатеринбург;район Ленинский;ул. Сакко и Ванцетти;д.102,район Ленинский,ул. Сакко и Ванцетти,д.102,"56.826803,60.590638",40.0,4640000,116000,56.826803,60.590638
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,Юго-Западный мкр,ул. Шаумяна,"56.808243,60.588460",54.6,4630000,84798,56.808243,60.588460
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.816544,60.634694",46.6,4660000,100000,56.816544,60.634694
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",65.7,4650000,70776,56.790369,60.487700
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",72.1,4700000,65187,56.790369,60.487700
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,Юго-Западный мкр,ул. Шаумяна,"56.808243,60.588460",61.7,4750000,76985,56.808243,60.588460
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.814963,60.633988",48.5,4770000,98391,56.814963,60.633988
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",69.0,4836300,70091,56.843608,60.674976
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,Пионерский мкр,ул. Данилы Зверева,"56.863410,60.652391",59.7,4811000,80586,56.863410,60.652391
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Цветоносная;д.17/1,район Верх-Исетский,ул. Цветоносная,д.17/1,"56.791142,60.478242",82.8,4856220,58650,56.791142,60.478242
Свердловская область;Екатеринбург;район Ленинский;ул. Ткачей,Екатеринбург,район Ленинский,ул. Ткачей,"56.816274,60.629100",63.1,4850000,76886,56.816274,60.629100
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.816544,60.634694",48.7,4930000,101232,56.816544,60.634694
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.814963,60.633988",53.2,4900000,92157,56.814963,60.633988
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.814963,60.633988",52.4,4910000,93791,56.814963,60.633988
Свердловская область;Екатеринбург;район Ленинский;ул. Ткачей,Екатеринбург,район Ленинский,ул. Ткачей,"56.816274,60.629100",62.3,5020000,80616,56.816274,60.629100
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,район Октябрьский,ул. Ткачей,"56.816544,60.634694",50.4,5090000,100992,56.816544,60.634694
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.177Ак3,район Октябрьский,ул. Белинского,д.177Ак3,"56.798226,60.639659",52.4,5100000,97328,56.798226,60.639659
Свердловская область;Екатеринбург;район Кировский;просп. Ленина;д.99А,район Кировский,просп. Ленина,д.99А,"56.843865,60.642435",48.9,5183100,105928,56.843865,60.642435
Свердловская область;Екатеринбург;район Кировский;ул. Маяковского;д.2а,район Кировский,ул. Маяковского,д.2а,"56.861648,60.616932",101.9,6500000,63788,56.861648,60.616932
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.152,район Железнодорожный,Техническая ул.,д.152,"56.882294,60.502585",64.0,3140000,49062,56.882294,60.502585
Свердловская область;Екатеринбург;район Орджоникидзевский;Донбасская ул.;д.16,район Орджоникидзевский,Донбасская ул.,д.16,"56.888972,60.568728",56.0,2650000,47321,56.888972,60.568728
Свердловская область;Екатеринбург;район Октябрьский;ул. Тверитина;д.13,район Октябрьский,ул. Тверитина,д.13,"56.822336,60.633030",58.0,4250000,73275,56.822336,60.633030
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.19,Вторчермет мкр,ул. Санаторная,д.19,"56.767890,60.605550",74.0,5100000,68918,56.767890,60.605550
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.18,Старая Сортировка мкр,ул. Кунарская,д.18,"56.881773,60.507463",53.6,2600000,48507,56.881773,60.507463
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Панельная;д.11,ЖБИ мкр,ул. Панельная,д.11,"56.833540,60.690306",53.5,2750000,51401,56.833540,60.690306
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,район Верх-Исетский,ул. Широкореченская,"56.794280,60.473254",53.8,2985900,55500,56.794280,60.473254
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Шефская;д.91к1,Эльмаш мкр,ул. Шефская,д.91к1,"56.905583,60.619771",57.6,2980000,51736,56.905583,60.619771
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",71.6,3445403,48100,56.723457,60.635786
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Ферганская;д.6,Вторчермет мкр,ул. Ферганская,д.6,"56.772798,60.610617",56.2,3520000,62633,56.772798,60.610617
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.54,район Октябрьский,Латвийская ул.,д.54,"56.798063,60.764417",68.1,3550000,52129,56.798063,60.764417
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.789953,60.488517",69.3,3760275,54300,56.789953,60.488517
Свердловская область;Екатеринбург;район Железнодорожный;Автомагистральная ул.;д.11,район Железнодорожный,Автомагистральная ул.,д.11,"56.869407,60.562665",58.0,3750000,64655,56.869407,60.562665
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.1,Юго-Западный мкр,ул. Академика Бардина,д.1,"56.809300,60.547798",58.9,3750000,63667,56.809300,60.547798
Свердловская область;Екатеринбург;район Октябрьский;Синие Камни мкр;бул. Есенина;д.16,Синие Камни мкр,бул. Есенина,д.16,"56.824552,60.677469",63.0,3800000,60317,56.824552,60.677469
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Белореченская;д.32,Юго-Западный мкр,ул. Белореченская,д.32,"56.815956,60.560653",59.9,3800000,63439,56.815956,60.560653
Свердловская область;Екатеринбург;район Верх-Исетский;Ленинградская ул.;д.34к2,район Верх-Исетский,Ленинградская ул.,д.34к2,"56.816848,60.546405",64.0,3900000,60937,56.816848,60.546405
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.41,район Кировский,Советская ул.,д.41,"56.855679,60.638887",58.2,3900000,67010,56.855679,60.638887
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,район Октябрьский,Луганская ул.,"56.807962,60.638341",56.5,3999492,70800,56.807962,60.638341
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Академическая;д.11А,Втузгородок мкр,ул. Академическая,д.11А,"56.851933,60.649146",66.0,3980000,60303,56.851933,60.649146
Свердловская область;Екатеринбург;район Чкаловский;ул. Чемпионов,Екатеринбург,район Чкаловский,ул. Чемпионов,"56.748928,60.566289",63.2,3991712,63200,56.748928,60.566289
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.56/2,район Октябрьский,Латвийская ул.,д.56/2,"56.798906,60.764929",61.4,4052400,66000,56.798906,60.764929
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",73.1,4066751,55602,56.781006,60.673269
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.57,район Верх-Исетский,ул. Крауля,д.57,"56.830118,60.553700",73.6,4100000,55706,56.830118,60.553700
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Бородина;д.15Б,Химмаш мкр,ул. Бородина,д.15Б,"56.752348,60.699361",40.0,2100000,52500,56.752348,60.699361
Свердловская область;Екатеринбург;район Ленинский;ул. Отто Шмидта;д.70,район Ленинский,ул. Отто Шмидта,д.70,"56.811015,60.605658",44.0,2465000,56022,56.811015,60.605658
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриса Лумумбы;д.23,район Чкаловский,ул. Патриса Лумумбы,д.23,"56.776261,60.599873",43.0,2540000,59069,56.776261,60.599873
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Солнечная;д.43А,Пионерский мкр,ул. Солнечная,д.43А,"56.850811,60.626589",41.2,2999000,72791,56.850811,60.626589
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Маневровая;д.12,Старая Сортировка мкр,ул. Маневровая,д.12,"56.871576,60.515494",48.0,3180000,66250,56.871576,60.515494
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Альпинистов;д.18,Химмаш мкр,ул. Альпинистов,д.18,"56.756163,60.702775",50.0,3199000,63980,56.756163,60.702775
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.72,район Верх-Исетский,ул. Крауля,д.72,"56.831620,60.547861",43.0,3300000,76744,56.831620,60.547861
Свердловская область;Екатеринбург;район Верх-Исетский;Хрустальногорская ул.;д.84,район Верх-Исетский,Хрустальногорская ул.,д.84,"56.795604,60.496207",56.0,3840000,68571,56.795604,60.496207
Свердловская область;Екатеринбург;район Кировский;просп. Ленина;д.62к2,район Кировский,просп. Ленина,д.62к2,"56.841965,60.638474",56.0,3999999,71428,56.841965,60.638474
Свердловская область;Екатеринбург;район Железнодорожный;ул. Якова Свердлова;д.11,район Железнодорожный,ул. Якова Свердлова,д.11,"56.852027,60.604706",59.0,4300000,72881,56.852027,60.604706
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.40,район Верх-Исетский,ул. Токарей,д.40,"56.834540,60.560823",61.0,6000000,98360,56.834540,60.560823
Свердловская область;Екатеринбург;район Ленинский;ул. Народной воли;д.25,район Ленинский,ул. Народной воли,д.25,"56.824198,60.593908",87.0,7750000,89080,56.824198,60.593908
Свердловская область;Екатеринбург;район Ленинский;ул. Вайнера;д.60,район Ленинский,ул. Вайнера,д.60,"56.828365,60.596801",120.0,11900000,99166,56.828365,60.596801
Свердловская область;Екатеринбург;пос. Полеводство;район Чкаловский;Комсомольская ул.;д.3,район Чкаловский,Комсомольская ул.,д.3,"56.707392,60.558245",45.0,1880000,41777,56.707392,60.558245
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Расточная;д.43к1,Старая Сортировка мкр,ул. Расточная,д.43к1,"56.882953,60.519564",40.9,2199999,53789,56.882953,60.519564
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.68,район Чкаловский,Селькоровская ул.,д.68,"56.758960,60.610608",45.0,2380000,52888,56.758960,60.610608
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.3,район Октябрьский,Латвийская ул.,д.3,"56.786878,60.781485",47.9,2390000,49895,56.786878,60.781485
Свердловская область;Екатеринбург;район Железнодорожный;Билимбаевская ул.;д.41,район Железнодорожный,Билимбаевская ул.,д.41,"56.885471,60.504643",43.2,2440000,56481,56.885471,60.504643
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Камчатская;д.47,Пионерский мкр,ул. Камчатская,д.47,"56.870376,60.655389",41.0,2595000,63292,56.870376,60.655389
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Хмелева;д.4,район Орджоникидзевский,ул. Хмелева,д.4,"56.886966,60.584117",40.0,2570000,64250,56.886966,60.584117
Свердловская область;Екатеринбург;район Октябрьский;Лечебный мкр;ул. Курганская;д.4,Лечебный мкр,ул. Курганская,д.4,"56.805964,60.719241",48.0,2590000,53958,56.805964,60.719241
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Народного Фронта;д.85к2,район Орджоникидзевский,ул. Народного Фронта,д.85к2,"56.910635,60.586596",43.1,2550000,59164,56.910635,60.586596
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Палисадная;д.12,Вторчермет мкр,ул. Палисадная,д.12,"56.773494,60.593127",42.7,2600000,60889,56.773494,60.593127
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Пехотинцев;д.12,Новая Сортировка мкр,ул. Пехотинцев,д.12,"56.867223,60.556691",42.6,2650000,62206,56.867223,60.556691
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Яскина,район Октябрьский,Компрессорный мкр,ул. Яскина,"56.796737,60.760116",51.8,2693000,51998,56.796737,60.760116
Свердловская область;Екатеринбург;район Чкаловский;ул. Прониной;д.121,район Чкаловский,ул. Прониной,д.121,"56.772788,60.663932",80.7,4000000,49566,56.772788,60.663932
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Маневровая;д.25,Старая Сортировка мкр,ул. Маневровая,д.25,"56.876741,60.519860",103.9,4000000,38498,56.876741,60.519860
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.55,район Кировский,ул. Блюхера,д.55,"56.856136,60.645992",64.0,4000000,62500,56.856136,60.645992
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.56к2,район Верх-Исетский,ул. Токарей,д.56к2,"56.828724,60.558299",73.0,4099000,56150,56.828724,60.558299
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Бахчиванджи;д.12,Кольцово мкр,ул. Бахчиванджи,д.12,"56.760406,60.818487",89.0,4050000,45505,56.760406,60.818487
Свердловская область;Екатеринбург;район Октябрьский;Птицефабрика мкр;ул. Варшавская;д.2Б,Птицефабрика мкр,ул. Варшавская,д.2Б,"56.786587,60.730353",77.2,4050000,52461,56.786587,60.730353
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Расточная;д.13,Старая Сортировка мкр,ул. Расточная,д.13,"56.875344,60.509053",80.0,4050000,50625,56.875344,60.509053
Свердловская область;Екатеринбург;район Октябрьский;ул. Мичурина;д.171,район Октябрьский,ул. Мичурина,д.171,"56.828315,60.634404",65.0,4050000,62307,56.828315,60.634404
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;бул. Сиреневый;д.21,ЖБИ мкр,бул. Сиреневый,д.21,"56.828823,60.684899",64.0,4100000,64062,56.828823,60.684899
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Шаумяна;д.107,Юго-Западный мкр,ул. Шаумяна,д.107,"56.817405,60.558299",64.4,4112000,63850,56.817405,60.558299
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Бакинских Комиссаров;д.58,район Орджоникидзевский,ул. Бакинских Комиссаров,д.58,"56.904738,60.587728",73.8,4100000,55555,56.904738,60.587728
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.59,район Октябрьский,Латвийская ул.,д.59,"56.797615,60.760842",77.1,4100000,53177,56.797615,60.760842
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Новгородцевой;д.17,ЖБИ мкр,ул. Новгородцевой,д.17,"56.832423,60.676652",80.0,4170000,52125,56.832423,60.676652
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.42,район Верх-Исетский,ул. Металлургов,д.42,"56.828222,60.534377",72.6,4190000,57713,56.828222,60.534377
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.6,район Кировский,ул. Владимира Высоцкого,д.6,"56.838834,60.674451",79.0,4198000,53139,56.838834,60.674451
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. 40-летия Комсомола;д.29,ЖБИ мкр,ул. 40-летия Комсомола,д.29,"56.832861,60.694789",78.0,4150000,53205,56.832861,60.694789
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Шаумяна;д.107,Юго-Западный мкр,ул. Шаумяна,д.107,"56.817405,60.558299",63.8,4150000,65047,56.817405,60.558299
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Расточная;д.15к1,Старая Сортировка мкр,ул. Расточная,д.15к1,"56.877046,60.508972",71.0,4200000,59154,56.877046,60.508972
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Новгородцевой;д.7,ЖБИ мкр,ул. Новгородцевой,д.7,"56.836288,60.670858",77.3,4200000,54333,56.836288,60.670858
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Ломоносова;д.59,район Орджоникидзевский,ул. Ломоносова,д.59,"56.904064,60.592031",75.1,4200000,55925,56.904064,60.592031
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Сыромолотова;д.7,ЖБИ мкр,ул. Сыромолотова,д.7,"56.840621,60.680605",78.7,4200000,53367,56.840621,60.680605
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Лесная;д.39,Новая Сортировка мкр,ул. Лесная,д.39,"56.869486,60.546405",76.0,4200000,55263,56.869486,60.546405
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. 40-летия Комсомола;д.31,ЖБИ мкр,ул. 40-летия Комсомола,д.31,"56.831423,60.694609",80.0,4200000,52500,56.831423,60.694609
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Бахчиванджи;д.1Б,Кольцово мкр,ул. Бахчиванджи,д.1Б,"56.759301,60.820436",79.6,4200000,52763,56.759301,60.820436
Свердловская область;Екатеринбург;район Орджоникидзевский;Стахановская ул.;д.29,район Орджоникидзевский,Стахановская ул.,д.29,"56.894508,60.597295",74.0,4200000,56756,56.894508,60.597295
