address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Москва;район Западное Дегунино;Дмитровское ш.;д.71к2с4,район Западное Дегунино,Дмитровское ш.,д.71к2с4,"55.854960,37.559036",31.9,5763869,180685,55.854960,37.559036
Москва;район Дмитровский;Лобненская ул.;д.13А,район Дмитровский,Лобненская ул.,д.13А,"55.889265,37.528207",35.8,5841550,163400,55.889265,37.528207
Москва;район Лефортово;Красноказарменная ул.;д.14Ак2,район Лефортово,Красноказарменная ул.,д.14Ак2,"55.753225,37.706973",23.0,5849000,254304,55.753225,37.706973
Москва;район Лосиноостровский;Тайнинская ул.;д.11,район Лосиноостровский,Тайнинская ул.,д.11,"55.883376,37.682214",40.3,5806746,144266,55.883376,37.682214
Москва;Сосенское поселение;район Сосенское;бул. Веласкеса;д.6,район Сосенское,бул. Веласкеса,д.6,"55.592256,37.459361",40.0,5800000,145000,55.592256,37.459361
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.1к1,район Сосенское,бул. Скандинавский,д.1к1,"55.568354,37.495761",42.0,5800000,138095,55.568354,37.495761
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к1,район Сосенское,бул. Скандинавский,д.4к1,"55.567097,37.496713",42.0,5800000,138095,55.567097,37.496713
Москва;район Рязанский;2-я Институтская ул.;д.6С12,район Рязанский,2-я Институтская ул.,д.6С12,"55.723919,37.777117",35.7,5833380,163400,55.723919,37.777117
Москва;район Митино;Муравская ул.;д.38к1,район Митино,Муравская ул.,д.38к1,"55.864283,37.372404",36.2,5800000,160220,55.864283,37.372404
Москва;район Митино;Муравская ул.;д.38к1,район Митино,Муравская ул.,д.38к1,"55.864283,37.372404",36.2,5800000,160220,55.864283,37.372404
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.5к1",район Московский,"Киевское шоссе, 23-й км",д.5к1,"55.614170,37.412415",39.5,5861800,148400,55.614170,37.412415
Москва;район Солнцево;Производственная ул.;д.12к2,район Солнцево,Производственная ул.,д.12к2,"55.643053,37.391107",38.7,5890000,152196,55.643053,37.391107
Москва;район Кунцево;Молодогвардейская ул.;д.24,район Кунцево,Молодогвардейская ул.,д.24,"55.735307,37.420132",62.2,12900000,207395,55.735307,37.420132
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",64.0,8450000,132031,55.557592,37.554690
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",64.0,8450000,132031,55.557592,37.554690
Москва;район Черемушки;Херсонская ул.;д.43,район Черемушки,Херсонская ул.,д.43,"55.659231,37.560835",60.0,19750000,329166,55.659231,37.560835
Москва;район Орехово-Борисово Северное;Шипиловская ул.;д.8к1,район Орехово-Борисово Северное,Шипиловская ул.,д.8к1,"55.617068,37.700541",50.2,11500000,229083,55.617068,37.700541
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",42.3,6810300,161000,55.789644,37.810045
Москва;район Обручевский;Ленинский просп.;д.99,район Обручевский,Ленинский просп.,д.99,"55.668630,37.518758",50.8,18034000,355000,55.668630,37.518758
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",73.7,14371500,195000,55.693622,37.469189
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",225.0,134706000,598693,55.747115,37.539078
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",72.5,11454000,157986,55.557592,37.554690
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",72.5,11454000,157986,55.557592,37.554690
Москва;район Обручевский;Ленинский просп.;д.99,район Обручевский,Ленинский просп.,д.99,"55.668630,37.518758",51.0,14940450,292950,55.668630,37.518758
Москва;район Обручевский;Ленинский просп.;д.99,район Обручевский,Ленинский просп.,д.99,"55.668630,37.518758",51.1,16096500,315000,55.668630,37.518758
Москва;район Обручевский;Ленинский просп.;д.99,район Обручевский,Ленинский просп.,д.99,"55.668630,37.518758",50.8,18034000,355000,55.668630,37.518758
Москва;район Обручевский;Ленинский просп.;д.99,район Обручевский,Ленинский просп.,д.99,"55.668630,37.518758",50.6,16445000,325000,55.668630,37.518758
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",62.6,8451000,135000,55.557592,37.554690
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",58.9,6653344,112960,55.702784,37.946625
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",59.2,7442760,125722,55.704017,37.940921
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",63.0,7918900,125696,55.698782,37.930887
Москва;район Некрасовка;ул. Вертолетчиков;д.4к9,район Некрасовка,ул. Вертолетчиков,д.4к9,"55.704022,37.948000",55.8,6475120,116041,55.704022,37.948000
Москва;район Некрасовка;ул. Вертолетчиков;д.4к8,район Некрасовка,ул. Вертолетчиков,д.4к8,"55.703261,37.947838",55.8,6475000,116039,55.703261,37.947838
Москва;район Некрасовка;ул. Вертолетчиков;д.4к7,район Некрасовка,ул. Вертолетчиков,д.4к7,"55.703951,37.946886",55.8,6475100,116041,55.703951,37.946886
Москва;район Лефортово;ул. Золоторожский Вал;д.11С9,район Лефортово,ул. Золоторожский Вал,д.11С9,"55.754578,37.694953",54.3,9994000,184051,55.754578,37.694953
Москва;район Беговой;Верхняя ул.;д.34С20,район Беговой,Верхняя ул.,д.34С20,"55.779221,37.575908",87.5,32200000,368000,55.779221,37.575908
Москва;район Раменки;Минская ул.;д.2кА,район Раменки,Минская ул.,д.2кА,"55.716372,37.503729",96.7,37174000,384426,55.716372,37.503729
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",39.2,6083360,155187,55.703185,37.931713
Москва;район Люблино;Люблинская ул.;д.76А,район Люблино,Люблинская ул.,д.76А,"55.661913,37.729556",39.4,6134580,155700,55.661913,37.729556
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",37.2,6135568,164934,55.643526,37.389292
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к2,район Сосенское,бул. Скандинавский,д.4к2,"55.566679,37.495923",43.0,6100000,141860,55.566679,37.495923
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",39.5,6129725,155182,55.703185,37.931713
Москва;район Ростокино;ул. 1-я Леонова,unknown,unknown,unknown,"55.845192,37.639211",27.6,6123214,221935,55.845192,37.639211
Москва;район Соколиная гора;Вольная ул.;д.28к3,район Соколиная гора,Вольная ул.,д.28к3,"55.776381,37.736878",36.3,6178260,170200,55.776381,37.736878
Москва;район Южное Бутово;ул. Поляны,unknown,unknown,unknown,"55.553871,37.554841",38.9,6165650,158500,55.553871,37.554841
Москва;район Лосиноостровский;Янтарный проезд,unknown,unknown,unknown,"55.870461,37.687328",38.7,6188800,159917,55.870461,37.687328
Москва;район Марьино;Белореченская ул.;д.37К2,район Марьино,Белореченская ул.,д.37К2,"55.665055,37.772460",37.6,6192000,164680,55.665055,37.772460
Москва;район Южное Медведково;Полярная ул.;д.25к3,район Южное Медведково,Полярная ул.,д.25к3,"55.883518,37.636003",36.5,6161200,168800,55.883518,37.636003
Москва;район Дмитровский;Дмитровское ш.;д.107к2Б,район Дмитровский,Дмитровское ш.,д.107к2Б,"55.880717,37.542141",29.9,6173874,206484,55.880717,37.542141
Москва;район Солнцево;Производственная ул.,unknown,unknown,unknown,"55.643526,37.389292",39.4,6166986,156522,55.643526,37.389292
Москва;район Таганский;Нижегородская ул.;д.32С3,район Таганский,Нижегородская ул.,д.32С3,"55.736995,37.690489",29.8,6192827,207743,55.736995,37.690489
Москва;район Митино;Муравская ул.;д.42к2,район Митино,Муравская ул.,д.42к2,"55.859610,37.372422",41.0,6150000,150000,55.859610,37.372422
Москва;район Рязанский;Рязанский просп.;д.вл26,район Рязанский,Рязанский просп.,д.вл26,"55.717107,37.768244",32.5,6256250,192500,55.717107,37.768244
Москва;район Рязанский;Рязанский просп.;д.вл26,район Рязанский,Рязанский просп.,д.вл26,"55.717107,37.768244",33.9,6288450,185500,55.717107,37.768244
Москва;район Северный;Дмитровское ш.;д.169к1,район Северный,Дмитровское ш.,д.169к1,"55.930357,37.545078",38.1,6210000,162992,55.930357,37.545078
Москва;район Люблино;Ставропольский проезд;д.3,район Люблино,Ставропольский проезд,д.3,"55.676565,37.799418",38.1,6200000,162729,55.676565,37.799418
Москва;район Лосиноостровский;Тайнинская ул.;д.11,район Лосиноостровский,Тайнинская ул.,д.11,"55.883376,37.682214",46.7,6271893,134388,55.883376,37.682214
Москва;район Выхино-Жулебино;ул. Академика Скрябина;д.7К2,район Выхино-Жулебино,ул. Академика Скрябина,д.7К2,"55.713111,37.798268",35.0,6200000,177142,55.713111,37.798268
Москва;район Гольяново;Амурская ул.;д.вл3,район Гольяново,Амурская ул.,д.вл3,"55.808478,37.758797",38.8,6250000,161082,55.808478,37.758797
Москва;район Дмитровский;Ангарская ул.;д.45К2,район Дмитровский,Ангарская ул.,д.45К2,"55.881025,37.526160",38.0,6200000,163157,55.881025,37.526160
Москва;район Богородское;Погонный проезд;д.12к1,район Богородское,Погонный проезд,д.12к1,"55.818862,37.709515",36.0,6200000,172222,55.818862,37.709515
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.2к2,район Сосенское,бул. Скандинавский,д.2к2,"55.566679,37.493326",43.7,6299000,144141,55.566679,37.493326
Москва;район Щукино;Авиационная ул.;д.79В,район Щукино,Авиационная ул.,д.79В,"55.807461,37.448465",120.0,38800000,323333,55.807461,37.448465
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41000000,315384,55.807982,37.450845
Москва;район Тропарево-Никулино;ул. Мичуринский проспект Олимпийская деревня;д.1к1,район Тропарево-Никулино,ул. Мичуринский проспект Олимпийская деревня,д.1к1,"55.679433,37.469638",103.0,41500000,402912,55.679433,37.469638
Москва;район Пресненский;2-я Черногрязская ул.;д.6к3,район Пресненский,2-я Черногрязская ул.,д.6к3,"55.762247,37.549040",108.8,42500000,390517,55.762247,37.549040
Москва;район Пресненский;ул. Сергея Макеева;д.9к2,район Пресненский,ул. Сергея Макеева,д.9к2,"55.761644,37.550567",95.0,42900000,451578,55.761644,37.550567
Москва;район Щукино;ул. Расплетина;д.21,район Щукино,ул. Расплетина,д.21,"55.798257,37.481990",120.0,44500000,370833,55.798257,37.481990
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",129.0,45500000,352713,55.798480,37.520671
Москва;район Щукино;ул. Маршала Конева;д.14,район Щукино,ул. Маршала Конева,д.14,"55.795853,37.485538",150.0,45900000,306000,55.795853,37.485538
Москва;район Раменки;Мичуринский просп.;д.5,район Раменки,Мичуринский просп.,д.5,"55.702906,37.511508",100.0,46990000,469900,55.702906,37.511508
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к1,район Тропарево-Никулино,просп. Вернадского,д.94к1,"55.652659,37.475513",124.3,51500000,414320,55.652659,37.475513
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",133.0,56990000,428496,55.723237,37.527903
Москва;район Пресненский;наб. Пресненская;д.6с2,район Пресненский,наб. Пресненская,д.6с2,"55.748143,37.540488",100.0,63020400,630204,55.748143,37.540488
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к2,район Очаково-Матвеевское,Нежинская ул.,д.1к2,"55.719313,37.478019",146.0,63850000,437328,55.719313,37.478019
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к2,район Очаково-Матвеевское,Нежинская ул.,д.1к2,"55.719313,37.478019",145.1,64000000,441075,55.719313,37.478019
Москва;район Пресненский;наб. Пресненская;д.12,район Пресненский,наб. Пресненская,д.12,"55.749511,37.537083",190.0,66000000,347368,55.749511,37.537083
Москва;район Хамовники;ул. Усачева;д.11,район Хамовники,ул. Усачева,д.11,"55.726583,37.572648",146.4,83000000,567017,55.726583,37.572648
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",90.0,90749376,1008326,55.723699,37.583697
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",92.0,95000000,1032608,55.727004,37.574552
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",93.6,94379351,1008326,55.723699,37.583697
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",92.0,95000000,1032608,55.727004,37.574552
Москва;район Пресненский;1-й Красногвардейский проезд;д.21с2,район Пресненский,1-й Красногвардейский проезд,д.21с2,"55.749380,37.534092",190.0,97000000,510526,55.749380,37.534092
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",158.0,125000000,791139,55.798480,37.520671
Москва;район Тверской;Петровский бул.;д.17/1,район Тверской,Петровский бул.,д.17/1,"55.768132,37.616863",197.0,127725000,648350,55.768132,37.616863
Москва;район Хамовники;Трубецкая ул.;д.10,район Хамовники,Трубецкая ул.,д.10,"55.727217,37.576043",119.0,149988552,1260408,55.727217,37.576043
Москва;район Преображенское;Открытое ш.;д.2К8,район Преображенское,Открытое ш.,д.2К8,"55.807638,37.727436",78.3,9300000,118773,55.807638,37.727436
Москва;район Обручевский;Ленинский просп.;д.105к3,район Обручевский,Ленинский просп.,д.105к3,"55.664284,37.517464",138.0,44000000,318840,55.664284,37.517464
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",140.0,44800000,320000,55.710692,37.607448
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",170.0,45000000,264705,55.682453,37.552373
Москва;район Раменки;Мосфильмовская ул.;д.70к3,район Раменки,Мосфильмовская ул.,д.70к3,"55.714937,37.506343",145.0,46000000,317241,55.714937,37.506343
Москва;район Южнопортовый;ул. 1-я Машиностроения;д.10,район Южнопортовый,ул. 1-я Машиностроения,д.10,"55.714191,37.670914",200.0,46900000,234500,55.714191,37.670914
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.76к2,район Хорошево-Мневники,просп. Маршала Жукова,д.76к2,"55.781160,37.451061",168.0,50000000,297619,55.781160,37.451061
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",172.0,50000000,290697,55.665969,37.514320
Москва;район Хамовники;ул. Остоженка;д.5,район Хамовники,ул. Остоженка,д.5,"55.743330,37.601439",100.0,50416320,504163,55.743330,37.601439
Москва;район Хамовники;ул. Остоженка;д.5,район Хамовники,ул. Остоженка,д.5,"55.743330,37.601439",97.5,50416320,517090,55.743330,37.601439
Москва;район Арбат;Новинский бул.;д.28/35С1,район Арбат,Новинский бул.,д.28/35С1,"55.757197,37.585556",169.5,51000000,300884,55.757197,37.585556
Москва;район Арбат;Поварская ул.;д.35,район Арбат,Поварская ул.,д.35,"55.757703,37.585395",169.5,51000000,300884,55.757703,37.585395
Москва;район Пресненский;Большая Садовая ул.;д.5к1,район Пресненский,Большая Садовая ул.,д.5к1,"55.768588,37.592267",136.0,51900000,381617,55.768588,37.592267
Москва;район Обручевский;Ленинский просп.;д.107к2,район Обручевский,Ленинский просп.,д.107к2,"55.662776,37.515371",139.0,52000000,374100,55.662776,37.515371
Москва;район Обручевский;Ленинский просп.;д.107к2,район Обручевский,Ленинский просп.,д.107к2,"55.662776,37.515371",140.0,52000000,371428,55.662776,37.515371
Москва;район Хамовники;Смоленская ул.;д.3,район Хамовники,Смоленская ул.,д.3,"55.745235,37.581721",146.0,51900000,355479,55.745235,37.581721
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",140.0,52000000,371428,55.704093,37.493156
Москва;район Раменки;Минская ул.;д.1ГК1,район Раменки,Минская ул.,д.1ГК1,"55.713040,37.500953",175.0,53000000,302857,55.713040,37.500953
Москва;район Раменки;Минская ул.;д.1ГК2,район Раменки,Минская ул.,д.1ГК2,"55.712127,37.499390",170.0,53900000,317058,55.712127,37.499390
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",117.0,54000000,461538,55.798480,37.520671
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",141.2,54445000,385587,55.710692,37.607448
Москва;район Пресненский;ул. Красная Пресня;д.21,район Пресненский,ул. Красная Пресня,д.21,"55.761381,37.570186",169.0,55000000,325443,55.761381,37.570186
Москва;район Якиманка;ул. Большая Ордынка;д.34-38,район Якиманка,ул. Большая Ордынка,д.34-38,"55.737193,37.623573",115.0,55000000,478260,55.737193,37.623573
Москва;район Раменки;Университетский просп.;д.16,район Раменки,Университетский просп.,д.16,"55.715469,37.521111",125.0,55000000,440000,55.715469,37.521111
Москва;район Академический;ул. Дмитрия Ульянова;д.6к1,район Академический,ул. Дмитрия Ульянова,д.6к1,"55.689486,37.561877",131.4,55000000,418569,55.689486,37.561877
Москва;район Савеловский;Петровско-Разумовский проезд;д.15,район Савеловский,Петровско-Разумовский проезд,д.15,"55.797787,37.567931",175.0,55000000,314285,55.797787,37.567931
Москва;Зеленоград;район Савёлки;д.к506,Зеленоград,район Савёлки,д.к506,"55.998655,37.228431",80.7,10600000,131350,55.998655,37.228431
Москва;район Орехово-Борисово Северное;ул. Генерала Белова;д.13,район Орехово-Борисово Северное,ул. Генерала Белова,д.13,"55.621607,37.718040",76.0,12300000,161842,55.621607,37.718040
Москва;район Люблино;просп. 40 лет Октября;д.36,район Люблино,просп. 40 лет Октября,д.36,"55.673621,37.745466",81.0,12800000,158024,55.673621,37.745466
Москва;район Отрадное;ул. Бестужевых;д.3Б,район Отрадное,ул. Бестужевых,д.3Б,"55.870425,37.595609",64.0,12990000,202968,55.870425,37.595609
Москва;район Северный;Дмитровское ш.;д.122Дк1,район Северный,Дмитровское ш.,д.122Дк1,"55.922878,37.547917",89.6,14708861,164161,55.922878,37.547917
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",108.7,15690000,144342,55.835483,37.658338
Москва;район Лефортово;ул. Лефортовский Вал;д.11,район Лефортово,ул. Лефортовский Вал,д.11,"55.757850,37.700172",80.0,16500000,206250,55.757850,37.700172
Москва;район Соколиная гора;просп. Буденного;д.51к3,район Соколиная гора,просп. Буденного,д.51к3,"55.760221,37.738845",87.8,16726000,190501,55.760221,37.738845
Москва;район Южное Тушино;ул. Фабрициуса;д.18,район Южное Тушино,ул. Фабрициуса,д.18,"55.843965,37.446910",82.0,17227000,210085,55.843965,37.446910
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",100.7,20000000,198609,55.736265,37.493632
Москва;район Ломоносовский;ул. Марии Ульяновой;д.9К2,район Ломоносовский,ул. Марии Ульяновой,д.9К2,"55.679265,37.524103",75.0,21500000,286666,55.679265,37.524103
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",87.0,22600000,259770,55.736265,37.493632
Москва;район Южнопортовый;ул. 1-я Машиностроения;д.10,район Южнопортовый,ул. 1-я Машиностроения,д.10,"55.714191,37.670914",80.0,23500000,293750,55.714191,37.670914
Москва;район Гагаринский;Ленинский просп.;д.34/1,район Гагаринский,Ленинский просп.,д.34/1,"55.707365,37.577750",66.7,23500000,352323,55.707365,37.577750
Москва;район Гагаринский;Ленинский просп.;д.34,район Гагаринский,Ленинский просп.,д.34,"55.706721,37.577166",73.5,24200000,329251,55.706721,37.577166
Москва;район Ломоносовский;ул. Строителей;д.11К2,район Ломоносовский,ул. Строителей,д.11К2,"55.686234,37.533328",73.3,24800000,338335,55.686234,37.533328
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",96.0,24700000,257291,55.736265,37.493632
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",91.7,25600000,279171,55.736265,37.493632
Москва;район Раменки;ул. Столетова;д.7,район Раменки,ул. Столетова,д.7,"55.704413,37.503352",84.7,30200000,356552,55.704413,37.503352
Москва;район Щукино;ул. Маршала Рыбалко;д.2к4,район Щукино,ул. Маршала Рыбалко,д.2к4,"55.797483,37.495096",102.0,30684612,300829,55.797483,37.495096
Москва;район Таганский;Брошевский пер.;д.6С1,район Таганский,Брошевский пер.,д.6С1,"55.736483,37.673546",97.3,31617635,324950,55.736483,37.673546
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к2,район Очаково-Матвеевское,Нежинская ул.,д.1к2,"55.719313,37.478019",78.6,33500000,426208,55.719313,37.478019
Москва;район Раменки;Мичуринский просп.;д.29,район Раменки,Мичуринский просп.,д.29,"55.696534,37.499408",147.0,38000000,258503,55.696534,37.499408
Москва;район Донской;Варшавское ш.;д.9,район Донской,Варшавское ш.,д.9,"55.700481,37.621669",123.0,46490000,377967,55.700481,37.621669
Москва;район Раменки;Мосфильмовская ул.;д.88к2с7,район Раменки,Мосфильмовская ул.,д.88к2с7,"55.705062,37.495518",120.0,47000000,391666,55.705062,37.495518
Москва;район Некрасовка;ул. Вертолетчиков;д.1,район Некрасовка,ул. Вертолетчиков,д.1,"55.700065,37.939735",88.0,9986600,113484,55.700065,37.939735
Москва;район Пресненский;Средний Тишинский пер.;д.5/7С1,район Пресненский,Средний Тишинский пер.,д.5/7С1,"55.770041,37.576663",116.7,46680000,400000,55.770041,37.576663
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.3,8427510,109023,55.701587,37.946598
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",79.3,8644910,109015,55.702348,37.944820
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",111.5,32339000,290087,55.848584,37.636931
Москва;район Лефортово;ул. Золоторожский Вал;д.11С9,район Лефортово,ул. Золоторожский Вал,д.11С9,"55.754578,37.694953",85.3,19428000,227760,55.754578,37.694953
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",105.0,40000000,380952,55.723237,37.527903
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",96.0,55000000,572916,55.723237,37.527903
Москва;район Якиманка;ул. Большая Якиманка;д.22,район Якиманка,ул. Большая Якиманка,д.22,"55.738216,37.614545",130.0,107000000,823076,55.738216,37.614545
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",125.2,149912927,1197387,55.723699,37.583697
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",130.0,163853040,1260408,55.723699,37.583697
Москва;район Хамовники;пер. Коробейников;д.1,район Хамовники,пер. Коробейников,д.1,"55.737314,37.600891",163.0,283591800,1739826,55.737314,37.600891
Москва;район Донской;ул. Орджоникидзе;д.1,район Донской,ул. Орджоникидзе,д.1,"55.710809,37.605023",100.0,38900000,389000,55.710809,37.605023
Москва;район Раменки;Мосфильмовская ул.;д.70к1,район Раменки,Мосфильмовская ул.,д.70к1,"55.714876,37.504636",135.0,43800000,324444,55.714876,37.504636
Москва;район Бабушкинский;ул. Искры;д.1,район Бабушкинский,ул. Искры,д.1,"55.861585,37.671310",101.0,16800000,166336,55.861585,37.671310
Москва;район Пресненский;Большая Садовая ул.;д.3С1,район Пресненский,Большая Садовая ул.,д.3С1,"55.767058,37.591602",77.0,36500000,474025,55.767058,37.591602
Москва;район Хорошевский;Ходынский бул.;д.5к4,район Хорошевский,Ходынский бул.,д.5к4,"55.783352,37.533526",106.0,41490000,391415,55.783352,37.533526
Москва;район Раменки;Минская ул.;д.2,район Раменки,Минская ул.,д.2,"55.716037,37.503998",121.0,79000000,652892,55.716037,37.503998
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",123.9,82000000,661824,55.757212,37.649552
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",99.8,95000000,951903,55.727004,37.574552
Москва;район Хамовники;Пречистенская наб.;д.5,район Хамовники,Пречистенская наб.,д.5,"55.736579,37.600846",127.0,119000000,937007,55.736579,37.600846
Москва;район Раменки;ул. Лобачевского;д.118к2,район Раменки,ул. Лобачевского,д.118к2,"55.694388,37.470554",102.3,17390000,169990,55.694388,37.470554
Москва;район Бибирево;ул. Пришвина;д.7/1,район Бибирево,ул. Пришвина,д.7/1,"55.889760,37.595510",66.0,8900000,134848,55.889760,37.595510
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",104.0,49900000,479807,55.723237,37.527903
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",188.7,80000000,423953,55.747115,37.539078
Москва;район Коньково;Профсоюзная ул.;д.104,район Коньково,Профсоюзная ул.,д.104,"55.641920,37.523456",76.0,21500000,282894,55.641920,37.523456
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",41.0,22000000,536585,55.781626,37.580894
Москва;район Басманный;Нижняя Красносельская ул.;д.35С49,район Басманный,Нижняя Красносельская ул.,д.35С49,"55.775545,37.672118",68.5,22424086,327358,55.775545,37.672118
Москва;район Хорошевский;ул. Гризодубовой;д.4К3,район Хорошевский,ул. Гризодубовой,д.4К3,"55.784622,37.523177",81.0,22750000,280864,55.784622,37.523177
Москва;район Тропарево-Никулино;просп. Вернадского;д.92,район Тропарево-Никулино,просп. Вернадского,д.92,"55.655163,37.473150",56.0,22900000,408928,55.655163,37.473150
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",74.4,22950000,308467,55.661328,37.509343
Москва;район Тропарево-Никулино;просп. Вернадского;д.92К1,район Тропарево-Никулино,просп. Вернадского,д.92К1,"55.655209,37.475935",85.5,23000000,269005,55.655209,37.475935
Москва;район Беговой;Ленинградский просп.;д.вл31,район Беговой,Ленинградский просп.,д.вл31,"55.784977,37.561940",93.0,23000000,247311,55.784977,37.561940
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",103.0,23300000,226213,55.665969,37.514320
