address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Москва;Зеленоград;район Крюково;просп. Георгиевский;д.37к1,район Крюково,просп. Георгиевский,д.37к1,"55.964271,37.151506",36.3,4882350,134500,55.964271,37.151506
Москва;район Гольяново;Амурская ул.;д.вл3,район Гольяново,Амурская ул.,д.вл3,"55.809367,37.759561",38.8,4885609,125917,55.809367,37.759561
Москва;район Ростокино;ул. 1-я Леонова,unknown,unknown,unknown,"55.845192,37.639211",27.0,4850000,179629,55.845192,37.639211
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к3,район Рязановское,Остафьево ЖК,д.к3,"55.500626,37.519074",36.4,4937348,135715,55.500626,37.519074
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к4,район Рязановское,Остафьево ЖК,д.к4,"55.499520,37.519629",38.3,4956145,129301,55.499520,37.519629
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к6Б,Люберецкие Поля мкр,13-й кв-л,д.к6Б,"55.703202,37.950547",37.2,4954000,133172,55.703202,37.950547
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882793,37.682880",35.5,5008000,141070,55.882793,37.682880
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.5к1",район Московский,"Киевское шоссе, 23-й км",д.5к1,"55.612746,37.411553",33.8,5137600,152000,55.612746,37.411553
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к16,Люберецкие Поля мкр,13-й кв-л,д.к16,"55.703309,37.937965",35.5,5110005,143943,55.703309,37.937965
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к16,Люберецкие Поля мкр,13-й кв-л,д.к16,"55.704886,37.945287",35.5,5110375,143954,55.704886,37.945287
Москва;район Московский;Родниковая ул.,unknown,unknown,unknown,"55.632625,37.415342",37.0,5138300,138872,55.632625,37.415342
Москва;район Измайлово;9-я Парковая ул.;д.54К1,район Измайлово,9-я Парковая ул.,д.54К1,"55.801951,37.799526",30.0,5100000,170000,55.801951,37.799526
Москва;район Раменки;Минская ул.;д.1А,район Раменки,Минская ул.,д.1А,"55.718872,37.499893",101.0,53000000,524752,55.718872,37.499893
Москва;район Якиманка;2-й Казачий пер.;д.6,район Якиманка,2-й Казачий пер.,д.6,"55.733315,37.621013",79.0,55000000,696202,55.733315,37.621013
Москва;район Якиманка;2-й Казачий пер.;д.6,район Якиманка,2-й Казачий пер.,д.6,"55.733315,37.621013",79.0,55000000,696202,55.733315,37.621013
Москва;район Пресненский;Большой Палашевский пер.;д.3,район Пресненский,Большой Палашевский пер.,д.3,"55.764146,37.597522",75.0,65000000,866666,55.764146,37.597522
Москва;район Некрасовка;ул. Вертолетчиков;д.1,район Некрасовка,ул. Вертолетчиков,д.1,"55.700065,37.939735",65.0,8169500,125684,55.700065,37.939735
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",64.5,8613420,133500,55.924845,37.548546
Москва;район Выхино-Жулебино;ул. Авиаконструктора Миля;д.26,район Выхино-Жулебино,ул. Авиаконструктора Миля,д.26,"55.677412,37.858303",63.2,10900000,172468,55.677412,37.858303
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",59.7,11035000,184840,55.850368,37.578181
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",62.0,11350000,183064,55.850368,37.578181
Москва;район Северный;Дмитровское ш.;д.122Дк1,район Северный,Дмитровское ш.,д.122Дк1,"55.922878,37.547917",69.4,11880594,171190,55.922878,37.547917
Москва;район Северный;Дмитровское ш.;д.122Гк1с1,район Северный,Дмитровское ш.,д.122Гк1с1,"55.920134,37.546525",73.0,11900000,163013,55.920134,37.546525
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.4к1,район Сосенское,ул. Липовый Парк,д.4к1,"55.570339,37.491754",75.5,12500000,165562,55.570339,37.491754
Москва;район Южное Тушино;ул. Фабрициуса;д.18,район Южное Тушино,ул. Фабрициуса,д.18,"55.843965,37.446910",62.3,12900000,207062,55.843965,37.446910
Москва;район Даниловский;ул. Архитектора Щусева;д.2к3,район Даниловский,ул. Архитектора Щусева,д.2к3,"55.700613,37.633634",73.0,14300000,195890,55.700613,37.633634
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к2,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к2,"55.677539,37.634398",82.1,14900000,181485,55.677539,37.634398
Москва;район Фили-Давыдково;Малая Филевская ул.;д.22,район Фили-Давыдково,Малая Филевская ул.,д.22,"55.736615,37.466009",57.6,15000000,260416,55.736615,37.466009
Москва;район Крылатское;Рублевское ш.;д.70к7,район Крылатское,Рублевское ш.,д.70к7,"55.770897,37.378090",82.6,15119104,183040,55.770897,37.378090
Москва;район Левобережный;Фестивальная ул.;д.25,район Левобережный,Фестивальная ул.,д.25,"55.857958,37.478738",75.0,15890000,211866,55.857958,37.478738
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",109.6,16847381,153716,55.834446,37.657988
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",72.8,17800000,244505,55.770806,37.564212
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",126.4,18835155,149012,55.835483,37.658338
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",87.0,19800000,227586,55.806530,37.545995
Москва;район Раменки;Мосфильмовская ул.;д.74Б,район Раменки,Мосфильмовская ул.,д.74Б,"55.711108,37.504708",78.0,21500000,275641,55.711108,37.504708
Москва;район Раменки;ул. Столетова;д.11,район Раменки,ул. Столетова,д.11,"55.703748,37.499695",62.0,22000000,354838,55.703748,37.499695
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",79.0,21900000,277215,55.661328,37.509343
Москва;район Некрасовка;ул. Вертолетчиков;д.11,район Некрасовка,ул. Вертолетчиков,д.11,"55.702901,37.940975",39.6,5588800,141131,55.702901,37.940975
Москва;район Некрасовка;ул. Вертолетчиков;д.9к1,район Некрасовка,ул. Вертолетчиков,д.9к1,"55.702419,37.940508",39.6,5588800,141131,55.702419,37.940508
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.1,5518550,141139,55.704017,37.940921
Москва;район Некрасовка;Покровская ул.;д.17Ак2,район Некрасовка,Покровская ул.,д.17Ак2,"55.698939,37.934929",40.0,5645000,141125,55.698939,37.934929
Москва;район Соколиная гора;просп. Буденного;д.51к3,район Соколиная гора,просп. Буденного,д.51к3,"55.760221,37.738845",42.7,5821000,136323,55.760221,37.738845
Москва;район Дмитровский;Дмитровское ш.;д.107к2Б,район Дмитровский,Дмитровское ш.,д.107к2Б,"55.880717,37.542141",40.1,5870000,146384,55.880717,37.542141
Москва;район Соколиная гора;просп. Буденного;д.51к6,район Соколиная гора,просп. Буденного,д.51к6,"55.758965,37.739141",43.2,6009000,139097,55.758965,37.739141
Москва;Московский;район Московский;ул. Бианки;д.8к2,район Московский,ул. Бианки,д.8к2,"55.601386,37.363457",41.0,7170000,174878,55.601386,37.363457
Москва;район Дмитровский;Дмитровское ш.;д.107к2Б,район Дмитровский,Дмитровское ш.,д.107к2Б,"55.880717,37.542141",42.5,7674000,180564,55.880717,37.542141
Москва;район Можайский;Рябиновая ул.;д.3к3,район Можайский,Рябиновая ул.,д.3к3,"55.718152,37.424713",37.6,7800000,207446,55.718152,37.424713
Москва;Сосенское поселение;район Сосенское;бул. Веласкеса;д.2,район Сосенское,бул. Веласкеса,д.2,"55.591518,37.455669",41.7,7900000,189448,55.591518,37.455669
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",38.0,8200000,215789,55.699954,37.637120
Москва;район Раменки;Мичуринский просп.;д.29К1,район Раменки,Мичуринский просп.,д.29К1,"55.693206,37.503648",38.0,8545000,224868,55.693206,37.503648
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",37.5,8675000,231333,55.850368,37.578181
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",47.0,12200000,259574,55.736265,37.493632
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",47.0,12500000,265957,55.736265,37.493632
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",52.3,14650000,280114,55.786313,37.542428
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",45.5,14600000,320879,55.770806,37.564212
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",52.3,15440000,295219,55.786313,37.542428
Москва;район Раменки;Мосфильмовская ул.;д.88к4с1,район Раменки,Мосфильмовская ул.,д.88к4с1,"55.703185,37.491548",54.0,17000000,314814,55.703185,37.491548
Москва;район Филевский парк;Барклая ул.;д.7К4,район Филевский парк,Барклая ул.,д.7К4,"55.739889,37.501250",52.0,17160000,330000,55.739889,37.501250
Москва;район Щукино;Щукинская ул.;д.2,район Щукино,Щукинская ул.,д.2,"55.809636,37.481927",51.7,17500000,338491,55.809636,37.481927
Москва;район Щукино;Щукинская ул.;д.2,район Щукино,Щукинская ул.,д.2,"55.809636,37.481927",52.0,17500000,336538,55.809636,37.481927
Москва;район Пресненский;2-я Черногрязская ул.;д.6к3,район Пресненский,2-я Черногрязская ул.,д.6к3,"55.762247,37.549040",45.5,18250000,400922,55.762247,37.549040
Москва;район Даниловский;ул. Серпуховский Вал;д.21к2,район Даниловский,ул. Серпуховский Вал,д.21к2,"55.710961,37.609227",60.0,18700000,311666,55.710961,37.609227
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",142.0,167004060,1176084,55.749603,37.597872
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",142.0,167004060,1176084,55.749603,37.597872
Москва;район Хамовники;ул. Ефремова;д.19к2,район Хамовники,ул. Ефремова,д.19к2,"55.721863,37.571390",171.1,177916042,1039836,55.721863,37.571390
Москва;район Таганский;Серебряническая наб.;д.19,район Таганский,Серебряническая наб.,д.19,"55.750018,37.649741",210.0,189061200,900291,55.750018,37.649741
Москва;район Хамовники;ул. Усачева;д.2С3,район Хамовники,ул. Усачева,д.2С3,"55.730426,37.574067",142.0,189061200,1331416,55.730426,37.574067
Москва;район Арбат;Малый Новопесковский пер.;д.8,район Арбат,Малый Новопесковский пер.,д.8,"55.749633,37.577561",183.9,189061200,1028065,55.749633,37.577561
Москва;район Хамовники;пер. Коробейников;д.1,район Хамовники,пер. Коробейников,д.1,"55.737314,37.600891",162.0,201665280,1244847,55.737314,37.600891
Москва;район Хамовники;пер. 1-й Тружеников;д.17А,район Хамовники,пер. 1-й Тружеников,д.17А,"55.736828,37.574004",192.0,207967320,1083163,55.736828,37.574004
Москва;район Хамовники;пер. Сивцев Вражек;д.7,район Хамовники,пер. Сивцев Вражек,д.7,"55.747191,37.597055",152.0,207967320,1368206,55.747191,37.597055
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",152.0,214269360,1409666,55.723699,37.583697
Москва;район Тверской;ул. Фадеева;д.4А,район Тверской,ул. Фадеева,д.4А,"55.774867,37.601609",220.0,251000000,1140909,55.774867,37.601609
Москва;район Хамовники;Пречистенская наб.;д.17-19,район Хамовники,Пречистенская наб.,д.17-19,"55.739732,37.605508",165.0,252081600,1527767,55.739732,37.605508
Москва;район Якиманка;ул. Большая Якиманка;д.22К3,район Якиманка,ул. Большая Якиманка,д.22К3,"55.738252,37.613440",162.0,264685680,1633862,55.738252,37.613440
Москва;район Хамовники;7-й Ростовский пер.;д.23,район Хамовники,7-й Ростовский пер.,д.23,"55.742159,37.574022",207.0,287287607,1387862,55.742159,37.574022
Москва;район Арбат;Малый Новопесковский пер.;д.8,район Арбат,Малый Новопесковский пер.,д.8,"55.749633,37.577561",207.0,296195880,1430897,55.749633,37.577561
Москва;район Хамовники;Молочный пер.;д.1,район Хамовники,Молочный пер.,д.1,"55.738880,37.602005",440.0,346612200,787755,55.738880,37.602005
Москва;район Ломоносовский;ул. Марии Ульяновой;д.19,район Ломоносовский,ул. Марии Ульяновой,д.19,"55.681595,37.521965",85.0,24990000,294000,55.681595,37.521965
Москва;пос. Рогово;район Роговское;д.22,пос. Рогово,район Роговское,д.22,"55.213222,37.072088",65.0,4250000,65384,55.213222,37.072088
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;ул. Вышгородская;д.17,район Новофёдоровское,ул. Вышгородская,д.17,"55.498592,36.915126",66.4,5000000,75301,55.498592,36.915126
Москва;Десеновское поселение;д. Ватутинки;район Десёновское;ш. Калужское,д. Ватутинки,район Десёновское,ш. Калужское,"55.492054,37.327174",62.0,5400000,87096,55.492054,37.327174
Москва;Вороновское поселение;пос. ЛМС;район Вороновское;Центральный мкр;д.9,район Вороновское,Центральный мкр,д.9,"55.313506,37.175880",61.4,5500000,89576,55.313506,37.175880
Москва;Первомайское поселение;пос. Птичное;район Первомайское;ул. Центральная;д.2,район Первомайское,ул. Центральная,д.2,"55.516527,37.225215",59.0,5700000,96610,55.516527,37.225215
Москва;Десеновское поселение;пос. Ватутинки;район Десёновское;ул. 4-я Ватутинская;д.вл6,район Десёновское,ул. 4-я Ватутинская,д.вл6,"55.508305,37.334441",57.3,5710000,99650,55.508305,37.334441
Москва;Краснопахорское поселение;с. Красная Пахра;район Краснопахорское;д.3,с. Красная Пахра,район Краснопахорское,д.3,"55.428225,37.271541",64.3,5890000,91601,55.428225,37.271541
Москва;Вороновское поселение;пос. ЛМС;район Вороновское;Центральный мкр;д.5,район Вороновское,Центральный мкр,д.5,"55.314828,37.176544",50.0,5990000,119800,55.314828,37.176544
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",78.1,9801558,125500,55.703185,37.931713
Москва;район Гагаринский;ул. Косыгина;д.2,район Гагаринский,ул. Косыгина,д.2,"55.708435,37.576106",109.0,58000000,532110,55.708435,37.576106
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",187.0,80000000,427807,55.747115,37.539078
Москва;район Митино;Пятницкое ш.;д.15,район Митино,Пятницкое ш.,д.15,"55.842565,37.379186",104.7,18400000,175740,55.842565,37.379186
Москва;район Тверской;Цветной бул.;д.15к2,район Тверской,Цветной бул.,д.15к2,"55.771342,37.618650",143.0,69000000,482517,55.771342,37.618650
Москва;район Хамовники;ул. Пречистенка;д.40/2С4,район Хамовники,ул. Пречистенка,д.40/2С4,"55.739610,37.587335",124.0,89000000,717741,55.739610,37.587335
Москва;район Тверской;1-й Тверской-Ямской пер.;д.11,район Тверской,1-й Тверской-Ямской пер.,д.11,"55.773155,37.597208",151.0,95000000,629139,55.773155,37.597208
Москва;район Арбат;Малый Новопесковский пер.;д.8,район Арбат,Малый Новопесковский пер.,д.8,"55.749633,37.577561",184.0,189061200,1027506,55.749633,37.577561
Москва;район Тверской;ул. Охотный Ряд;д.2,район Тверской,ул. Охотный Ряд,д.2,"55.757131,37.617114",168.5,297330247,1764571,55.757131,37.617114
Москва;район Даниловский;Даниловская наб.;д.4к2,район Даниловский,Даниловская наб.,д.4к2,"55.709434,37.641719",63.0,14987000,237888,55.709434,37.641719
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",154.0,79890000,518766,55.798480,37.520671
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",223.7,110000000,491729,55.747115,37.539078
Москва;район Тверской;Большой Каретный пер.;д.24с2,район Тверской,Большой Каретный пер.,д.24с2,"55.772740,37.616494",95.0,35000000,368421,55.772740,37.616494
Москва;район Хорошевский;Ходынский бул.;д.19,район Хорошевский,Ходынский бул.,д.19,"55.788581,37.520734",140.0,42500000,303571,55.788581,37.520734
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",75.2,7486000,99547,55.702784,37.946625
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",82.2,7965000,96897,55.702784,37.946625
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",80.6,7979000,98995,55.702784,37.946625
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",79.2,8094000,102196,55.702784,37.946625
Москва;район Куркино;Ландышевая ул.;д.12К1,район Куркино,Ландышевая ул.,д.12К1,"55.885332,37.389095",114.9,21000000,182767,55.885332,37.389095
Москва;район Тимирязевский;Дмитровское ш.;д.13А,район Тимирязевский,Дмитровское ш.,д.13А,"55.818397,37.573537",117.8,25621000,217495,55.818397,37.573537
Москва;район Щукино;Авиационная ул.;д.77к2,район Щукино,Авиационная ул.,д.77к2,"55.809348,37.450863",99.3,27169000,273605,55.809348,37.450863
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к2,район Хорошево-Мневники,Шелепихинская наб.,д.34к2,"55.762789,37.508984",99.2,27806000,280302,55.762789,37.508984
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к2,район Хорошево-Мневники,Шелепихинская наб.,д.34к2,"55.762789,37.508984",95.8,27812000,290313,55.762789,37.508984
Москва;район Щукино;Щукинская ул.;д.2,район Щукино,Щукинская ул.,д.2,"55.809636,37.481927",100.0,29950000,299500,55.809636,37.481927
Москва;район Мещанский;Цветной бул.;д.22С4,район Мещанский,Цветной бул.,д.22С4,"55.770937,37.623600",90.0,42000000,466666,55.770937,37.623600
Москва;район Крылатское;Рублевское ш.;д.70к6,район Крылатское,Рублевское ш.,д.70к6,"55.770775,37.376626",52.9,8802560,166400,55.770775,37.376626
Москва;район Раменки;Мичуринский просп.;д.29К1,район Раменки,Мичуринский просп.,д.29К1,"55.693206,37.503648",38.0,8890000,233947,55.693206,37.503648
Москва;район Тимирязевский;Тимирязевская ул.;д.18К2,район Тимирязевский,Тимирязевская ул.,д.18К2,"55.816222,37.565587",31.0,8800000,283870,55.816222,37.565587
Москва;район Люблино;просп. 40 лет Октября;д.36,район Люблино,просп. 40 лет Октября,д.36,"55.673621,37.745466",44.1,8950000,202947,55.673621,37.745466
Москва;район Таганский;Нижегородская ул.;д.9А,район Таганский,Нижегородская ул.,д.9А,"55.738743,37.682916",31.0,8980000,289677,55.738743,37.682916
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",35.0,9050000,258571,55.699954,37.637120
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",46.1,9092928,197371,55.699954,37.637120
Москва;район Аэропорт;3-й Балтийский пер.;д.4К2,район Аэропорт,3-й Балтийский пер.,д.4К2,"55.811371,37.527337",35.0,9180000,262285,55.811371,37.527337
Москва;район Раменки;ул. Лобачевского;д.118к5,район Раменки,ул. Лобачевского,д.118к5,"55.693206,37.470383",46.2,9243800,200082,55.693206,37.470383
Москва;район Раменки;ул. Лобачевского;д.118к4,район Раменки,ул. Лобачевского,д.118к4,"55.693292,37.471524",40.9,9300000,227383,55.693292,37.471524
Москва;район Тропарево-Никулино;Озерная ул.;д.35,район Тропарево-Никулино,Озерная ул.,д.35,"55.669224,37.448339",39.0,9400000,241025,55.669224,37.448339
Москва;Внуковское поселение;район Внуковское;ул. Бориса Пастернака;д.17,район Внуковское,ул. Бориса Пастернака,д.17,"55.638572,37.325593",38.0,9400000,247368,55.638572,37.325593
Москва;район Останкинский;2-я Останкинская ул.;д.4,район Останкинский,2-я Останкинская ул.,д.4,"55.825406,37.624184",38.0,9500000,250000,55.825406,37.624184
Москва;район Черемушки;Перекопская ул.;д.34к3,район Черемушки,Перекопская ул.,д.34к3,"55.663324,37.566925",36.9,9700000,262872,55.663324,37.566925
Москва;район Тропарево-Никулино;Озерная ул.;д.35,район Тропарево-Никулино,Озерная ул.,д.35,"55.669224,37.448339",44.0,9800000,222727,55.669224,37.448339
Москва;Московский поселение;район Московский;ул. Татьянин Парк;д.16к2,район Московский,ул. Татьянин Парк,д.16к2,"55.654726,37.426941",46.0,9850000,214130,55.654726,37.426941
Москва;район Солнцево;Боровское ш.;д.2Ак4,район Солнцево,Боровское ш.,д.2Ак4,"55.661262,37.410142",46.9,10000000,213219,55.661262,37.410142
Москва;район Пресненский;ул. Заморенова;д.9С2,район Пресненский,ул. Заморенова,д.9С2,"55.759461,37.572675",29.0,10000000,344827,55.759461,37.572675
Москва;Московский поселение;район Московский;ул. Зеленая Горка;д.1к2,район Московский,ул. Зеленая Горка,д.1к2,"55.653929,37.423159",46.2,10200000,220779,55.653929,37.423159
Москва;район Пресненский;ул. Трехгорный Вал;д.5,район Пресненский,ул. Трехгорный Вал,д.5,"55.758357,37.559415",36.0,10500000,291666,55.758357,37.559415
Москва;район Щукино;ул. Ирины Левченко;д.1,район Щукино,ул. Ирины Левченко,д.1,"55.789289,37.491126",35.4,10499000,296581,55.789289,37.491126
Москва;район Хорошево-Мневники;ул. Маршала Тухачевского;д.33,район Хорошево-Мневники,ул. Маршала Тухачевского,д.33,"55.783377,37.474480",38.2,10500000,274869,55.783377,37.474480
Москва;район Басманный;Нижняя Красносельская ул.;д.35С1,район Басманный,Нижняя Красносельская ул.,д.35С1,"55.776294,37.672163",38.1,10600723,278234,55.776294,37.672163
Москва;район Пресненский;Ходынская ул.;д.2С1,район Пресненский,Ходынская ул.,д.2С1,"55.770304,37.564608",43.0,10700000,248837,55.770304,37.564608
Москва;район Хамовники;Комсомольский просп.;д.19,район Хамовники,Комсомольский просп.,д.19,"55.728859,37.585538",30.0,11000000,366666,55.728859,37.585538
Москва;район Алексеевский;Новоалексеевская ул.;д.16,район Алексеевский,Новоалексеевская ул.,д.16,"55.807044,37.649143",35.0,7649150,218297,55.807044,37.649143
Москва;район Останкинский;Березовая аллея;д.17к1,район Останкинский,Березовая аллея,д.17к1,"55.852893,37.622949",39.0,7640080,196000,55.852893,37.622949
Москва;район Южнопортовый;Волгоградский просп.;д.вл32к3,район Южнопортовый,Волгоградский просп.,д.вл32к3,"55.720266,37.693219",46.2,7600000,164502,55.720266,37.693219
Москва;район Северный;Дмитровское ш.;д.169к9,район Северный,Дмитровское ш.,д.169к9,"55.930625,37.541431",46.0,7600000,165217,55.930625,37.541431
Москва;район Чертаново Северное;Варшавское ш.;д.122,район Чертаново Северное,Варшавское ш.,д.122,"55.628947,37.616494",39.0,7600000,194871,55.628947,37.616494
Москва;район Кузьминки;Волжский бул.;д.29К1,район Кузьминки,Волжский бул.,д.29К1,"55.703236,37.751511",37.0,7640000,206486,55.703236,37.751511
Москва;Московский поселение;д. Саларьево;район Московский;ул. Передельцевская,д. Саларьево,район Московский,ул. Передельцевская,"55.617856,37.413996",47.1,7600000,161358,55.617856,37.413996
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.867591,37.483547",40.6,7715595,189992,55.867591,37.483547
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.601228,37.727607",36.5,7723400,211600,55.601228,37.727607
Москва;район Филевский парк;Береговой проезд;д.3К1,район Филевский парк,Береговой проезд,д.3К1,"55.757588,37.508839",26.1,7744456,296950,55.757588,37.508839
Москва;район Марьина роща;Складочная ул.;д.6С10,район Марьина роща,Складочная ул.,д.6С10,"55.803135,37.596548",40.5,7709053,190300,55.803135,37.596548
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.878455,37.478643",39.7,7669820,193000,55.878455,37.478643
Москва;район Москворечье-Сабурово;пер. 2-й Котляковский,unknown,unknown,unknown,"55.652128,37.629346",43.3,7653015,176743,55.652128,37.629346
Москва;район Савеловский;Мирской пер.;д.3,район Савеловский,Мирской пер.,д.3,"55.796957,37.566889",32.5,7650000,235384,55.796957,37.566889
Москва;район Богородское;Тюменский проезд;д.3С9,район Богородское,Тюменский проезд,д.3С9,"55.810994,37.740701",39.2,7737673,197439,55.810994,37.740701
Москва;район Левобережный;Смольная ул.;д.31,район Левобережный,Смольная ул.,д.31,"55.859377,37.483265",34.0,7650000,225000,55.859377,37.483265
Москва;пос. Коммунарка;район Сосенское;ул. Бачуринская,пос. Коммунарка,район Сосенское,ул. Бачуринская,"55.579154,37.481033",45.1,7733621,171477,55.579154,37.481033
Москва;район Северный;Дмитровское ш.;д.169К6,район Северный,Дмитровское ш.,д.169К6,"55.928955,37.540793",45.0,7700000,171111,55.928955,37.540793
Москва;район Митино;Митинская ул.;д.48К1,район Митино,Митинская ул.,д.48К1,"55.850777,37.356324",40.0,7650000,191250,55.850777,37.356324
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.867591,37.483547",35.8,7750640,216558,55.867591,37.483547
Москва;район Вешняки;аллея Жемчуговой;д.5К4,район Вешняки,аллея Жемчуговой,д.5К4,"55.731997,37.825245",38.0,7800000,205263,55.731997,37.825245
Москва;район Лосиноостровский;Тайнинская ул.;д.9С5,район Лосиноостровский,Тайнинская ул.,д.9С5,"55.882793,37.682880",38.0,7833375,206304,55.882793,37.682880
Москва;район Измайлово;Измайловский проезд;д.вл11,район Измайлово,Измайловский проезд,д.вл11,"55.796795,37.765992",41.0,7847126,191299,55.796795,37.765992
Москва;район Северное Бутово;ул. Грина;д.40,район Северное Бутово,ул. Грина,д.40,"55.569011,37.565353",35.8,7800000,217877,55.569011,37.565353
Москва;район Москворечье-Сабурово;пер. 2-й Котляковский,unknown,unknown,unknown,"55.654356,37.625981",42.1,7814988,185496,55.654356,37.625981
Москва;район Западное Дегунино;Селигер Сити ЖК,unknown,unknown,unknown,"55.862590,37.543318",36.0,7752140,215337,55.862590,37.543318
Москва;район Головинский;Головинское ш.;д.11,район Головинский,Головинское ш.,д.11,"55.839787,37.494347",42.2,7828100,185500,55.839787,37.494347
Москва;район Кузьминки;Волжский бул.;д.29К1,район Кузьминки,Волжский бул.,д.29К1,"55.703236,37.751511",37.7,7750000,205570,55.703236,37.751511
Москва;район Ховрино;ул. Ляпидевского;д.16,район Ховрино,ул. Ляпидевского,д.16,"55.858170,37.495392",38.0,7800000,205263,55.858170,37.495392
Москва;район Хорошевский;ул. Зорге,unknown,unknown,unknown,"55.782595,37.509886",37.8,7805700,206500,55.782595,37.509886
Москва;район Тропарево-Никулино;просп. Вернадского;д.123,район Тропарево-Никулино,просп. Вернадского,д.123,"55.656428,37.481576",33.0,7800000,236363,55.656428,37.481576
