address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Красносельский;Петергофское ш.;д.86к3,район Красносельский,Петергофское ш.,д.86к3,"59.847792,30.105438",34.2,3371396,98550
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",38.4,3381840,88000
Санкт-Петербург;район Невский;ул. Русановская;д.16к3,район Невский,ул. Русановская,д.16к3,"59.866996,30.507847",33.4,3360000,100598
Санкт-Петербург;Колпино;район Колпинский;Понтонная ул.,Колпино,район Колпинский,Понтонная ул.,"59.756197,30.625699",38.7,3388000,87500
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский,пос. Шушары,район Пушкинский,просп. Старорусский,"59.804932,30.357303",35.5,3350369,94350
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Тихоокеанская;д.1к1,район Выборгский,ул. Тихоокеанская,д.1к1,"60.072440,30.244299",40.8,3350000,82107
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",39.3,3442140,87519
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",38.9,3418800,88000
Санкт-Петербург;район Красносельский;Петергофское ш.;д.86к3,район Красносельский,Петергофское ш.,д.86к3,"59.847792,30.105438",35.6,3407468,95850
Санкт-Петербург;район Приморский;наб. Реки Каменки;д.7к2,район Приморский,наб. Реки Каменки,д.7к2,"60.057087,30.277806",35.3,3437766,97469
Санкт-Петербург;район Приморский;Комендантский просп.,unknown,unknown,unknown,"60.040225,30.215268",32.5,3400085,104618
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",35.8,3448030,96340
Санкт-Петербург;район Красносельский;Петергофское ш.;д.86к3,район Красносельский,Петергофское ш.,д.86к3,"59.847792,30.105438",38.2,3401838,89100
Санкт-Петербург;район Приморский;Планерная ул.,unknown,unknown,unknown,"60.031605,30.199934",35.1,3408809,97200
Санкт-Петербург;район Приморский;Планерная ул.,unknown,unknown,unknown,"60.031605,30.199934",33.7,3424244,101700
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",37.2,3418632,91800
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.,Колпино,район Колпинский,Загородная ул.,"59.773639,30.606257",48.9,3430918,70204
Санкт-Петербург;район Приморский;Планерная ул.,unknown,unknown,unknown,"60.031605,30.199934",35.1,3408809,97200
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский,пос. Шушары,район Пушкинский,просп. Старорусский,"59.804932,30.357303",37.8,3425466,90524
Санкт-Петербург;район Приморский;Комендантский просп.,unknown,unknown,unknown,"60.040225,30.215268",31.8,3400155,107091
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",39.3,3438089,87550
Санкт-Петербург;район Василеостровский;ул. Вадима Шефнера,unknown,unknown,unknown,"59.935340,30.208349",38.3,3447900,90000
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",32.6,3434233,105312
Санкт-Петербург;район Невский;ул. Русановская,unknown,unknown,unknown,"59.868384,30.513004",40.7,3408427,83848
Санкт-Петербург;район Василеостровский;ул. Вадима Шефнера,unknown,unknown,unknown,"59.935340,30.208349",38.2,3441600,90000
