address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Московский;Кубинская ул.,unknown,unknown,unknown,"59.841908,30.302899",37.0,4461990,120757
Санкт-Петербург;Красное Село;район Красносельский;ул. Первого Мая,Красное Село,район Красносельский,ул. Первого Мая,"59.731376,30.100675",53.9,4466232,82800
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.;д.43к3,район Колпинский,Загородная ул.,д.43к3,"59.773639,30.606257",64.8,4489109,69254
Санкт-Петербург;район Московский;Кубинская ул.;д.82к1,район Московский,Кубинская ул.,д.82к1,"59.839550,30.301819",40.5,4465680,110263
Санкт-Петербург;район Красногвардейский;Львовская ул.,unknown,unknown,unknown,"59.970630,30.419310",52.4,4488048,85633
Санкт-Петербург;район Красногвардейский;Львовская ул.,unknown,unknown,unknown,"59.970630,30.419310",52.4,4488048,85633
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,unknown,unknown,"59.842993,30.114456",48.2,4467627,92727
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Тихоокеанская;д.1к1,район Выборгский,ул. Тихоокеанская,д.1к1,"60.072440,30.244299",65.2,4450000,68251
Санкт-Петербург;район Невский;ул. Крыленко;д.13К2,район Невский,ул. Крыленко,д.13К2,"59.894730,30.469956",44.1,4450000,100907
Санкт-Петербург;район Приморский;наб. Реки Каменки;д.7к2,район Приморский,наб. Реки Каменки,д.7к2,"60.057087,30.277806",51.4,4515854,87839
Санкт-Петербург;пос. Шушары;район Пушкинский;Школьная ул.,пос. Шушары,район Пушкинский,Школьная ул.,"59.812649,30.375403",56.8,4523859,79687
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.,Колпино,район Колпинский,Загородная ул.,"59.773639,30.606257",65.8,4528475,68779
Санкт-Петербург;район Невский;Усть-Славянка тер.;просп. Советский,район Невский,Усть-Славянка тер.,просп. Советский,"59.830455,30.537810",57.6,4501710,78100
Санкт-Петербург;район Приморский;Глухарская ул.;д.16к2,район Приморский,Глухарская ул.,д.16к2,"60.035581,30.211978",49.6,4523520,91200
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Брюлловская,пос. Парголово,район Выборгский,ул. Брюлловская,"60.068271,30.314675",50.1,4539535,90700
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Брюлловская,пос. Парголово,район Выборгский,ул. Брюлловская,"60.068271,30.314675",49.0,4504938,91900
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Брюлловская,пос. Парголово,район Выборгский,ул. Брюлловская,"60.068271,30.314675",50.1,4539535,90700
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Брюлловская,пос. Парголово,район Выборгский,ул. Брюлловская,"60.068271,30.314675",49.3,4523904,91800
Санкт-Петербург;район Красногвардейский;Пискаревский просп.,unknown,unknown,unknown,"60.002109,30.451860",59.8,4515655,75512
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.;д.43к3,район Колпинский,Загородная ул.,д.43к3,"59.773485,30.604516",65.5,4505090,68780
Санкт-Петербург;район Красногвардейский;Пискаревский просп.,unknown,unknown,unknown,"60.000950,30.451943",45.9,4517210,98414
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",54.3,4559520,84000
Санкт-Петербург;район Невский;Усть-Славянка тер.;ул. Славянская,район Невский,Усть-Славянка тер.,ул. Славянская,"59.830736,30.541704",58.6,4577467,78100
Санкт-Петербург;район Красногвардейский;Пискаревский просп.,unknown,unknown,unknown,"60.002284,30.449307",56.8,4569985,80457
Санкт-Петербург;Колпино;район Колпинский;Понтонная ул.,Колпино,район Колпинский,Понтонная ул.,"59.756197,30.625699",59.9,4550120,76000
