address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Центральный;ул. Рубинштейна;д.40/11,район Центральный,ул. Рубинштейна,д.40/11,"59.926729,30.342800",327.0,52000000,159021
Санкт-Петербург;район Василеостровский;13-я Васильевского острова линия;д.12,район Василеостровский,13-я Васильевского острова линия,д.12,"59.935764,30.276495",297.9,52750000,177072
Санкт-Петербург;район Центральный;Невский просп.;д.153,район Центральный,Невский просп.,д.153,"59.925173,30.380196",488.4,53400000,109336
Санкт-Петербург;район Приморский;Сестрорецкая ул.;д.6,район Приморский,Сестрорецкая ул.,д.6,"59.986623,30.289889",414.0,53820000,130000
Санкт-Петербург;район Московский;ул. Ленсовета;д.3,район Московский,ул. Ленсовета,д.3,"59.860328,30.328238",250.0,55000000,220000
Санкт-Петербург;район Василеостровский;4-я Васильевского острова линия;д.41,район Василеостровский,4-я Васильевского острова линия,д.41,"59.945851,30.279298",325.0,55000000,169230
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.962719,30.267485",258.0,55599000,215500
Санкт-Петербург;район Приморский;3-я 2-й половины линия;д.22к3,район Приморский,3-я 2-й половины линия,д.22к3,"60.020759,30.284185",204.0,56000000,274509
Санкт-Петербург;район Калининский;ул. Жукова;д.1,район Калининский,ул. Жукова,д.1,"59.962453,30.405017",306.1,56630000,185004
Санкт-Петербург;район Московский;Киевская ул.;д.3,район Московский,Киевская ул.,д.3,"59.902298,30.320899",323.0,56846000,175993
Санкт-Петербург;район Калининский;ул. Жукова;д.1,район Калининский,ул. Жукова,д.1,"59.962453,30.405017",306.1,56628000,184998
Санкт-Петербург;район Калининский;ул. Жукова;д.1,район Калининский,ул. Жукова,д.1,"59.962453,30.405017",306.1,56628000,184998
Санкт-Петербург;район Калининский;ул. Жукова;д.3,район Калининский,ул. Жукова,д.3,"59.962980,30.402771",306.0,56600000,184967
Санкт-Петербург;район Приморский;Парголовский пер.;д.8,район Приморский,Парголовский пер.,д.8,"60.019599,30.291398",631.0,60000000,95087
Санкт-Петербург;район Приморский;Ушаковская наб.;д.3к1,район Приморский,Ушаковская наб.,д.3к1,"59.981798,30.314646",201.0,59740000,297213
Санкт-Петербург;район Центральный;Большая Конюшенная ул.;д.17,район Центральный,Большая Конюшенная ул.,д.17,"59.938784,30.323126",235.0,60000000,255319
Санкт-Петербург;район Центральный;ул. Чайковского;д.83/7,район Центральный,ул. Чайковского,д.83/7,"59.946189,30.367090",278.0,60000000,215827
Санкт-Петербург;район Центральный;Шпалерная ул.;д.34Б,район Центральный,Шпалерная ул.,д.34Б,"59.949163,30.356975",249.7,60000000,240288
Санкт-Петербург;район Центральный;наб. Реки Фонтанки;д.54,район Центральный,наб. Реки Фонтанки,д.54,"59.929831,30.340410",290.0,63000000,217241
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.26-28,район Петроградский,Каменноостровский просп.,д.26-28,"59.962845,30.313901",296.0,63000000,212837
Санкт-Петербург;район Центральный;Очаковская ул.;д.5,район Центральный,Очаковская ул.,д.5,"59.945252,30.385218",290.0,63000000,217241
Санкт-Петербург;район Центральный;Лиговский просп.;д.44,район Центральный,Лиговский просп.,д.44,"59.926138,30.358987",650.0,64190000,98753
Санкт-Петербург;район Адмиралтейский;наб. Крюкова Канала;д.4,район Адмиралтейский,наб. Крюкова Канала,д.4,"59.927455,30.294497",180.0,65000000,361111
Санкт-Петербург;район Приморский;Парголовский пер.;д.8,район Приморский,Парголовский пер.,д.8,"60.019599,30.291398",631.0,65000000,103011
Санкт-Петербург;район Василеостровский;4-я Васильевского острова линия;д.41,район Василеостровский,4-я Васильевского острова линия,д.41,"59.945851,30.279298",368.0,65000000,176630
