address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",177.5,61125000,344366
Санкт-Петербург;район Петроградский;Вязовая ул.;д.8,район Петроградский,Вязовая ул.,д.8,"59.967691,30.276109",169.7,61300000,361225
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",159.0,65239000,410308
Санкт-Петербург;район Петроградский;Песочная наб.;д.18,район Петроградский,Песочная наб.,д.18,"59.972775,30.291326",163.4,70000000,428396
Санкт-Петербург;район Центральный;Миллионная ул.;д.32,район Центральный,Миллионная ул.,д.32,"59.941556,30.319363",152.2,75990000,499277
Санкт-Петербург;район Адмиралтейский;Адмиралтейская наб.;д.12-14,район Адмиралтейский,Адмиралтейская наб.,д.12-14,"59.937873,30.305843",152.0,76500000,503289
Санкт-Петербург;Сестрорецк;район Курортный;ул. Всеволода Боброва;д.27,район Курортный,ул. Всеволода Боброва,д.27,"60.053359,30.001754",116.0,76999999,663793
Санкт-Петербург;район Петроградский;2-я Березовая аллея;д.34,район Петроградский,2-я Березовая аллея,д.34,"59.977539,30.282244",206.0,99000000,480582
Санкт-Петербург;район Петроградский;Санаторная аллея;д.3,район Петроградский,Санаторная аллея,д.3,"59.975508,30.286714",200.9,100450000,500000
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",238.0,113404000,476487
Санкт-Петербург;район Центральный;Орловская ул.;д.1к3,район Центральный,Орловская ул.,д.1к3,"59.952981,30.391964",269.0,120287000,447163
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",332.0,122850000,370030
Санкт-Петербург;район Петроградский;Депутатская ул.;д.26,район Петроградский,Депутатская ул.,д.26,"59.974586,30.270306",192.0,130000000,677083
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",325.0,130000000,400000
Санкт-Петербург;район Петроградский;Вязовая ул.;д.8,район Петроградский,Вязовая ул.,д.8,"59.967691,30.276109",219.6,131000000,596539
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",330.0,136350000,413181
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",502.0,138056000,275011
Санкт-Петербург;район Петроградский;просп. Динамо;д.12,район Петроградский,просп. Динамо,д.12,"59.968934,30.275004",192.2,150000000,780437
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",331.0,151200000,456797
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",440.0,159375000,362215
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",333.0,202820000,609069
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",538.0,410000000,762081
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",536.0,536500000,1000932
Санкт-Петербург;район Приморский;1-я Утиная ул.;д.28,район Приморский,1-я Утиная ул.,д.28,"60.033656,30.299384",115.5,14490000,125454
Санкт-Петербург;район Центральный;ул. Пестеля;д.19,район Центральный,ул. Пестеля,д.19,"59.942593,30.345881",115.4,14990000,129896
