address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Петроградский;Съезжинская ул.;д.22,район Петроградский,Съезжинская ул.,д.22,"59.954367,30.300354",174.1,14694000,84399
Санкт-Петербург;район Центральный;ул. Восстания;д.12,район Центральный,ул. Восстания,д.12,"59.936237,30.359948",120.0,14600000,121666
Санкт-Петербург;район Центральный;Свечной пер.;д.27,район Центральный,Свечной пер.,д.27,"59.923644,30.355331",130.0,14570000,112076
Санкт-Петербург;район Центральный;ул. Маяковского;д.36-38,район Центральный,ул. Маяковского,д.36-38,"59.940465,30.354873",154.4,14600000,94559
Санкт-Петербург;район Невский;ул. Дыбенко;д.8к1,район Невский,ул. Дыбенко,д.8к1,"59.900696,30.453194",110.5,14740000,133393
Санкт-Петербург;район Адмиралтейский;просп. Римского-Корсакова;д.65,район Адмиралтейский,просп. Римского-Корсакова,д.65,"59.921651,30.288811",113.9,14755000,129543
Санкт-Петербург;район Центральный;Поварской пер.;д.15,район Центральный,Поварской пер.,д.15,"59.929145,30.351450",121.0,14900000,123140
Санкт-Петербург;район Адмиралтейский;Серпуховская ул.;д.42,район Адмиралтейский,Серпуховская ул.,д.42,"59.912860,30.326342",126.0,14900000,118253
Санкт-Петербург;район Центральный;Лиговский просп.;д.125,район Центральный,Лиговский просп.,д.125,"59.918174,30.351962",112.0,14850000,132589
Санкт-Петербург;район Центральный;Лиговский просп.;д.125,район Центральный,Лиговский просп.,д.125,"59.918174,30.351962",113.0,14900000,131858
Санкт-Петербург;район Петроградский;просп. Малый Петроградской стороны;д.23,район Петроградский,просп. Малый Петроградской стороны,д.23,"59.957440,30.294075",160.1,14800000,92442
Санкт-Петербург;район Центральный;Греческий просп.;д.12,район Центральный,Греческий просп.,д.12,"59.939374,30.369920",150.0,14900000,99333
Санкт-Петербург;район Московский;Московский просп.;д.125,район Московский,Московский просп.,д.125,"59.886699,30.319021",162.4,14850000,91440
Санкт-Петербург;район Центральный;ул. Рубинштейна;д.2/45,район Центральный,ул. Рубинштейна,д.2/45,"59.932450,30.346366",122.0,14800000,121311
Санкт-Петербург;район Центральный;Греческий просп.;д.12,район Центральный,Греческий просп.,д.12,"59.939374,30.369920",150.0,14900000,99333
Санкт-Петербург;район Петроградский;ул. Воскова;д.8/5,район Петроградский,ул. Воскова,д.8/5,"59.957832,30.304855",190.0,14800000,77894
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.106,район Петроградский,просп. Большой Петроградской стороны,д.106,"59.967565,30.313308",110.0,15000000,136363
Санкт-Петербург;район Центральный;Поварской пер.;д.14,район Центральный,Поварской пер.,д.14,"59.928997,30.351944",165.0,15000000,90909
Санкт-Петербург;район Петроградский;Пионерская ул.;д.22,район Петроградский,Пионерская ул.,д.22,"59.958124,30.288065",166.0,14950000,90060
Санкт-Петербург;район Петроградский;пер. Нестерова;д.9,район Петроградский,пер. Нестерова,д.9,"59.953561,30.296887",146.0,15000000,102739
Санкт-Петербург;район Центральный;ул. Некрасова;д.56,район Центральный,ул. Некрасова,д.56,"59.938595,30.366973",128.3,15000000,116913
Санкт-Петербург;район Кировский;ул. Зенитчиков;д.5,район Кировский,ул. Зенитчиков,д.5,"59.873352,30.261529",121.0,15000000,123966
Санкт-Петербург;район Центральный;Загородный просп.;д.21-23,район Центральный,Загородный просп.,д.21-23,"59.925002,30.339009",167.0,15000000,89820
Санкт-Петербург;район Центральный;Шпалерная ул.;д.34Б,район Центральный,Шпалерная ул.,д.34Б,"59.949163,30.356975",147.5,15000000,101694
Санкт-Петербург;район Центральный;ул. Маяковского;д.36-38,район Центральный,ул. Маяковского,д.36-38,"59.940465,30.354873",152.3,15000000,98489
