address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Петроградский;Большая Пушкарская ул.;д.1/8,район Петроградский,Большая Пушкарская ул.,д.1/8,"59.954534,30.296950",145.5,13780000,94707
Санкт-Петербург;район Центральный;Боровая ул.;д.18/1,район Центральный,Боровая ул.,д.18/1,"59.920524,30.347749",181.6,13900000,76541
Санкт-Петербург;район Василеостровский;14-я Васильевского острова линия;д.35,район Василеостровский,14-я Васильевского острова линия,д.35,"59.939397,30.269713",145.7,13900000,95401
Санкт-Петербург;район Центральный;Невский просп.;д.139,район Центральный,Невский просп.,д.139,"59.926359,30.376909",133.0,13900000,104511
Санкт-Петербург;район Центральный;Мытнинская ул.;д.5/2,район Центральный,Мытнинская ул.,д.5/2,"59.932712,30.376864",165.0,13900000,84242
Санкт-Петербург;район Калининский;ул. Академика Лебедева;д.21,район Калининский,ул. Академика Лебедева,д.21,"59.957737,30.352879",170.7,13900000,81429
Санкт-Петербург;район Центральный;Днепропетровская ул.;д.6,район Центральный,Днепропетровская ул.,д.6,"59.915522,30.361179",153.8,13840000,89986
Санкт-Петербург;район Кировский;Тракторная ул.;д.15,район Кировский,Тракторная ул.,д.15,"59.899708,30.283044",176.8,13990000,79128
Санкт-Петербург;район Адмиралтейский;Подольская ул.;д.26,район Адмиралтейский,Подольская ул.,д.26,"59.914845,30.325884",153.7,14000000,91086
Санкт-Петербург;район Центральный;просп. Бакунина;д.7,район Центральный,просп. Бакунина,д.7,"59.929885,30.375687",173.0,14000000,80924
Санкт-Петербург;район Адмиралтейский;Бронницкая ул.;д.13,район Адмиралтейский,Бронницкая ул.,д.13,"59.914962,30.321824",177.0,14000000,79096
Санкт-Петербург;район Адмиралтейский;6-я Красноармейская ул.;д.14,район Адмиралтейский,6-я Красноармейская ул.,д.14,"59.912247,30.313380",149.2,13950000,93498
Санкт-Петербург;район Адмиралтейский;наб. Реки Мойки;д.82,район Адмиралтейский,наб. Реки Мойки,д.82,"59.930268,30.303319",172.8,14000000,81018
Санкт-Петербург;район Адмиралтейский;Английский просп.;д.21/60,район Адмиралтейский,Английский просп.,д.21/60,"59.923477,30.284265",170.0,14000000,82352
Санкт-Петербург;район Адмиралтейский;Верейская ул.;д.40,район Адмиралтейский,Верейская ул.,д.40,"59.914182,30.328184",184.7,14000000,75798
Санкт-Петербург;район Петроградский;ул. Воскова;д.8/5,район Петроградский,ул. Воскова,д.8/5,"59.957832,30.304855",150.7,14100000,93563
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.106,район Петроградский,просп. Большой Петроградской стороны,д.106,"59.967565,30.313308",143.7,14300000,99512
Санкт-Петербург;район Адмиралтейский;Вознесенский просп.;д.45,район Адмиралтейский,Вознесенский просп.,д.45,"59.922152,30.307595",184.0,14300000,77717
Санкт-Петербург;район Выборгский;Манчестерская ул.;д.10к2,район Выборгский,Манчестерская ул.,д.10к2,"60.012156,30.333906",260.0,14500000,55769
Санкт-Петербург;район Выборгский;Манчестерская ул.;д.10к2,район Выборгский,Манчестерская ул.,д.10к2,"60.012156,30.333906",260.0,14500000,55769
Санкт-Петербург;район Петроградский;ул. Воскова;д.8/5,район Петроградский,ул. Воскова,д.8/5,"59.957832,30.304855",190.0,14500000,76315
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.158,район Адмиралтейский,наб. Канала Грибоедова,д.158,"59.919793,30.286619",145.0,14450000,99655
Санкт-Петербург;район Адмиралтейский;Вознесенский просп.;д.45,район Адмиралтейский,Вознесенский просп.,д.45,"59.922152,30.307595",184.0,14500000,78804
Санкт-Петербург;район Центральный;Суворовский просп.;д.34,район Центральный,Суворовский просп.,д.34,"59.940506,30.378166",159.8,14750000,92302
Санкт-Петербург;район Центральный;Загородный просп.;д.17,район Центральный,Загородный просп.,д.17,"59.925245,30.339575",208.2,14700000,70605
