address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Фрунзенский;Бухарестская ул.;д.59,район Фрунзенский,Бухарестская ул.,д.59,"59.856289,30.393959",182.0,23200000,127472
Санкт-Петербург;район Московский;Московское ш.;д.16к1,район Московский,Московское ш.,д.16к1,"59.834827,30.338101",280.0,23000000,82142
Санкт-Петербург;район Центральный;Невский просп.;д.63,район Центральный,Невский просп.,д.63,"59.931855,30.352699",177.4,23000000,129650
Санкт-Петербург;район Московский;Ленинский просп.;д.161К2,район Московский,Ленинский просп.,д.161К2,"59.850784,30.317036",250.0,23500000,94000
Санкт-Петербург;район Петроградский;Левашовский просп.;д.3,район Петроградский,Левашовский просп.,д.3,"59.966493,30.297228",252.5,23500000,93069
Санкт-Петербург;район Василеостровский;Гаванская ул.;д.49К1,район Василеостровский,Гаванская ул.,д.49К1,"59.939190,30.237553",302.0,23500000,77814
Санкт-Петербург;район Центральный;Херсонская ул.;д.10,район Центральный,Херсонская ул.,д.10,"59.928848,30.380205",239.0,23500000,98326
Санкт-Петербург;район Выборгский;просп. Энгельса;д.32,район Выборгский,просп. Энгельса,д.32,"60.007816,30.325282",313.0,23500000,75079
Санкт-Петербург;район Московский;Кузнецовская ул.;д.11,район Московский,Кузнецовская ул.,д.11,"59.870687,30.311457",178.0,23900000,134269
Санкт-Петербург;район Центральный;Кирочная ул.;д.30,район Центральный,Кирочная ул.,д.30,"59.944107,30.361898",292.0,23850000,81678
Санкт-Петербург;район Центральный;ул. Марата;д.40,район Центральный,ул. Марата,д.40,"59.925426,30.352061",249.3,23900000,95868
Санкт-Петербург;район Адмиралтейский;Почтамтская ул.;д.20,район Адмиралтейский,Почтамтская ул.,д.20,"59.930854,30.298028",239.1,23900000,99958
Санкт-Петербург;район Центральный;ул. Правды;д.22,район Центральный,ул. Правды,д.22,"59.921092,30.338883",170.7,23860000,139777
Санкт-Петербург;район Московский;ул. Гастелло;д.14,район Московский,ул. Гастелло,д.14,"59.859099,30.325309",250.4,23900000,95447
Санкт-Петербург;район Адмиралтейский;наб. Реки Фонтанки;д.127,район Адмиралтейский,наб. Реки Фонтанки,д.127,"59.919725,30.307065",238.2,23800000,99916
Санкт-Петербург;район Петроградский;Пионерская ул.;д.35,район Петроградский,Пионерская ул.,д.35,"59.958769,30.288173",160.0,24000000,150000
Санкт-Петербург;район Центральный;Кирочная ул.;д.19,район Центральный,Кирочная ул.,д.19,"59.943701,30.360101",238.5,23999000,100624
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.26-28,район Петроградский,Каменноостровский просп.,д.26-28,"59.962845,30.313901",218.0,24000000,110091
Санкт-Петербург;район Центральный;7-я Советская ул.;д.16,район Центральный,7-я Советская ул.,д.16,"59.936287,30.372157",180.0,24000000,133333
Санкт-Петербург;район Петроградский;Кронверкская ул.;д.29/37Б,район Петроградский,Кронверкская ул.,д.29/37Б,"59.962179,30.310137",241.0,24000000,99585
Санкт-Петербург;район Петроградский;Рыбацкая ул.;д.4,район Петроградский,Рыбацкая ул.,д.4,"59.958124,30.297641",165.0,24000000,145454
Санкт-Петербург;район Московский;Московский просп.;д.216,район Московский,Московский просп.,д.216,"59.848561,30.322381",231.4,24000000,103716
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.26-28,район Петроградский,Каменноостровский просп.,д.26-28,"59.962845,30.313901",217.0,24000000,110599
Санкт-Петербург;район Центральный;ул. Жуковского;д.28,район Центральный,ул. Жуковского,д.28,"59.936057,30.359400",235.0,24289000,103357
Санкт-Петербург;район Центральный;Звенигородская ул.;д.2/44,район Центральный,Звенигородская ул.,д.2/44,"59.923081,30.335981",281.1,24500000,87157
