address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Приморский;Приморский просп.;д.46,район Приморский,Приморский просп.,д.46,"59.983148,30.244246",117.5,25380000,216000
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",166.0,25554300,153941
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",139.5,25584177,183412
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",146.3,25548396,174594
Санкт-Петербург;район Выборгский;Ярославский просп.;д.27,район Выборгский,Ярославский просп.,д.27,"60.013635,30.321330",159.3,25600000,160703
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",166.0,25616100,154313
Санкт-Петербург;район Красносельский;Петергофское ш.;д.43к1,район Красносельский,Петергофское ш.,д.43к1,"59.848253,30.156417",172.0,25737200,149634
Санкт-Петербург;район Петроградский;Петровский просп.;д.5,район Петроградский,Петровский просп.,д.5,"59.959233,30.272210",108.0,25900000,239814
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962548,30.259272",128.7,26130160,203031
Санкт-Петербург;пос. Репино;район Курортный;Приморское ш.;д.412,район Курортный,Приморское ш.,д.412,"60.164972,29.866594",118.4,26000000,219594
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",136.3,26208664,192230
Санкт-Петербург;район Центральный;Новгородская ул.,unknown,unknown,unknown,"59.939798,30.391587",140.6,26567730,189000
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",165.0,26597690,161198
Санкт-Петербург;район Адмиралтейский;11-я Красноармейская ул.,unknown,unknown,unknown,"59.912443,30.300388",130.7,26870307,205587
Санкт-Петербург;район Центральный;Садовая ул.;д.24,район Центральный,Садовая ул.,д.24,"59.932734,30.332613",149.0,27000000,181208
Санкт-Петербург;район Центральный;наб. Реки Фонтанки;д.34,район Центральный,наб. Реки Фонтанки,д.34,"59.936449,30.345495",161.7,27000000,166975
Санкт-Петербург;район Калининский;ул. Жукова;д.1,район Калининский,ул. Жукова,д.1,"59.962863,30.404021",182.1,27315000,150000
Санкт-Петербург;район Выборгский;Крапивный пер.;д.4,район Выборгский,Крапивный пер.,д.4,"59.969547,30.339691",147.6,27407573,185688
Санкт-Петербург;район Приморский;Приморский просп.;д.62к1,район Приморский,Приморский просп.,д.62к1,"59.982600,30.224297",127.7,27455500,215000
Санкт-Петербург;район Красногвардейский;Магнитогорская ул.,unknown,unknown,unknown,"59.935875,30.419792",142.9,28007168,195950
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962548,30.259272",128.5,28019540,218050
Санкт-Петербург;район Центральный;Дегтярный пер.;д.26,район Центральный,Дегтярный пер.,д.26,"59.940634,30.382987",114.5,28212800,246400
Санкт-Петербург;район Красносельский;Петергофское ш.;д.43к1,район Красносельский,Петергофское ш.,д.43к1,"59.848253,30.156417",175.0,28144000,160822
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",163.0,28611340,175529
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",163.0,28628850,175637
