address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Центральный;Невский просп.;д.132,район Центральный,Невский просп.,д.132,"59.931494,30.368545",185.0,18000000,97297
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.23,район Петроградский,ул. Куйбышева,д.23,"59.956557,30.331508",227.6,17900000,78646
Санкт-Петербург;район Петроградский;Зверинская ул.;д.32,район Петроградский,Зверинская ул.,д.32,"59.952876,30.301450",188.9,18000000,95288
Санкт-Петербург;район Василеостровский;11-я Васильевского острова линия;д.24Б,район Василеостровский,11-я Васильевского острова линия,д.24Б,"59.939447,30.274761",202.3,18000000,88976
Санкт-Петербург;район Приморский;1-я Утиная ул.;д.32,район Приморский,1-я Утиная ул.,д.32,"60.034713,30.297192",200.0,18000000,90000
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.23,район Петроградский,ул. Куйбышева,д.23,"59.956557,30.331508",203.4,17950000,88249
Санкт-Петербург;район Петроградский;Пионерская ул.;д.35,район Петроградский,Пионерская ул.,д.35,"59.958769,30.288173",167.0,17900000,107185
Санкт-Петербург;район Центральный;Суворовский просп.;д.20,район Центральный,Суворовский просп.,д.20,"59.935922,30.371707",191.6,18200000,94989
Санкт-Петербург;район Центральный;просп. Чернышевского;д.9,район Центральный,просп. Чернышевского,д.9,"59.947009,30.358951",182.0,18250000,100274
Санкт-Петербург;район Центральный;ул. Чайковского;д.38/9,район Центральный,ул. Чайковского,д.38/9,"59.946689,30.358646",181.7,18250000,100440
Санкт-Петербург;район Адмиралтейский;Бронницкая ул.;д.19,район Адмиралтейский,Бронницкая ул.,д.19,"59.913826,30.322911",203.3,18300000,90014
Санкт-Петербург;район Центральный;Невский просп.;д.132,район Центральный,Невский просп.,д.132,"59.931494,30.368545",183.0,18300000,100000
Санкт-Петербург;район Адмиралтейский;Бородинская ул.;д.15,район Адмиралтейский,Бородинская ул.,д.15,"59.923640,30.334930",152.3,18500000,121470
Санкт-Петербург;район Петроградский;Ординарная ул.;д.5,район Петроградский,Ординарная ул.,д.5,"59.965728,30.307828",186.0,18600000,100000
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.59,район Адмиралтейский,наб. Канала Грибоедова,д.59,"59.927869,30.314736",164.5,18500000,112462
Санкт-Петербург;район Центральный;ул. Марата;д.19,район Центральный,ул. Марата,д.19,"59.928550,30.353355",163.0,18500000,113496
Санкт-Петербург;район Центральный;Владимирский просп.;д.15,район Центральный,Владимирский просп.,д.15,"59.929303,30.347237",213.0,18500000,86854
Санкт-Петербург;район Центральный;Лиговский просп.;д.65,район Центральный,Лиговский просп.,д.65,"59.927175,30.357891",181.9,18500000,101704
Санкт-Петербург;район Центральный;Саперный пер.;д.14,район Центральный,Саперный пер.,д.14,"59.941146,30.359194",208.1,18550000,89139
Санкт-Петербург;район Петроградский;Большая Посадская ул.;д.9/5,район Петроградский,Большая Посадская ул.,д.9/5,"59.959422,30.327151",135.0,18500000,137037
Санкт-Петербург;район Центральный;ул. Жуковского;д.7-9,район Центральный,ул. Жуковского,д.7-9,"59.935773,30.351531",181.3,18700000,103143
Санкт-Петербург;район Центральный;ул. Рылеева;д.17-19,район Центральный,ул. Рылеева,д.17-19,"59.942291,30.356768",199.3,19000000,95333
Санкт-Петербург;район Центральный;Социалистическая ул.;д.3,район Центральный,Социалистическая ул.,д.3,"59.924041,30.339539",194.3,18900000,97272
Санкт-Петербург;район Петроградский;Большая Пушкарская ул.;д.39,район Петроградский,Большая Пушкарская ул.,д.39,"59.962962,30.310676",208.0,19000000,91346
Санкт-Петербург;район Фрунзенский;Бухарестская ул.;д.59,район Фрунзенский,Бухарестская ул.,д.59,"59.856289,30.393959",210.9,19000000,90090
