address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Выборгский;ул. Композиторов;д.25,район Выборгский,ул. Композиторов,д.25,"60.057599,30.315446",60.3,2499000,41442
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.86,район Адмиралтейский,наб. Канала Грибоедова,д.86,"59.926625,30.304828",58.7,2500000,42589
Санкт-Петербург;район Центральный;Старорусская ул.;д.5/3,район Центральный,Старорусская ул.,д.5/3,"59.932622,30.384311",19.0,2870000,151052
Санкт-Петербург;район Красногвардейский;просп. Косыгина;д.34к1,район Красногвардейский,просп. Косыгина,д.34к1,"59.946247,30.503490",86.0,3000000,34883
Санкт-Петербург;район Василеостровский;Галерный проезд;д.5,район Василеостровский,Галерный проезд,д.5,"59.938784,30.223710",52.6,3200000,60836
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.92Б,район Петроградский,просп. Большой Петроградской стороны,д.92Б,"59.965345,30.310101",99.0,3200000,32323
Санкт-Петербург;район Калининский;Северный просп.,unknown,unknown,unknown,"60.029827,30.378274",75.0,3500000,46666
Санкт-Петербург;район Калининский;ул. Руставели;д.37,район Калининский,ул. Руставели,д.37,"60.013002,30.435110",42.0,3500000,83333
Санкт-Петербург;Пушкин;район Пушкинский;Петербургское ш.;д.9,район Пушкинский,Петербургское ш.,д.9,"59.735913,30.397741",69.2,3600000,52023
Санкт-Петербург;пос. Парголово;район Выборгский;Юкковское ш.;д.10к3,район Выборгский,Юкковское ш.,д.10к3,"60.109352,30.269299",63.3,3600000,56872
Санкт-Петербург;район Василеостровский;3-я Васильевского острова линия;д.44,район Василеостровский,3-я Васильевского острова линия,д.44,"59.945864,30.281750",29.4,3820000,129931
Санкт-Петербург;район Петроградский;ул. Подрезова;д.12,район Петроградский,ул. Подрезова,д.12,"59.963895,30.304055",107.0,4000000,37383
Санкт-Петербург;район Выборгский;просп. Энгельса;д.115К1,район Выборгский,просп. Энгельса,д.115К1,"60.039674,30.326217",44.0,4000000,90909
Санкт-Петербург;район Невский;Дальневосточный просп.;д.8к1,район Невский,Дальневосточный просп.,д.8к1,"59.916167,30.433287",115.0,4000000,34782
Санкт-Петербург;район Центральный;Лиговский просп.;д.85,район Центральный,Лиговский просп.,д.85,"59.924460,30.356310",80.8,4300000,53217
Санкт-Петербург;район Василеостровский;Наличная ул.;д.44К2,район Василеостровский,Наличная ул.,д.44К2,"59.952263,30.231552",42.0,4500000,107142
Санкт-Петербург;район Центральный;наб. Канала Грибоедова;д.7,район Центральный,наб. Канала Грибоедова,д.7,"59.939068,30.327367",84.0,4600000,54761
Санкт-Петербург;район Адмиралтейский;Вознесенский просп.;д.49,район Адмиралтейский,Вознесенский просп.,д.49,"59.921480,30.307568",79.3,4900000,61790
Санкт-Петербург;район Фрунзенский;Курская ул.;д.23,район Фрунзенский,Курская ул.,д.23,"59.911200,30.352124",76.0,5000000,65789
Санкт-Петербург;Пушкин;район Пушкинский;Красносельское ш.;д.29,район Пушкинский,Красносельское ш.,д.29,"59.705881,30.367557",63.0,5000000,79365
Санкт-Петербург;район Центральный;ул. Чайковского;д.16,район Центральный,ул. Чайковского,д.16,"59.946829,30.350372",67.8,900000,13274
Санкт-Петербург;район Калининский;Тихорецкий просп.;д.25К4,район Калининский,Тихорецкий просп.,д.25К4,"60.024383,30.371070",49.2,1100000,22357
Санкт-Петербург;Петергоф;район Петродворцовый;Ботаническая ул.;д.18к6,район Петродворцовый,Ботаническая ул.,д.18к6,"59.869779,29.854511",56.0,1500000,26785
Санкт-Петербург;Колпино;район Колпинский;Заводской просп.;д.58к2,район Колпинский,Заводской просп.,д.58к2,"59.731808,30.585632",72.8,1700000,23351
Санкт-Петербург;район Выборгский;ул. Сикейроса;д.4,район Выборгский,ул. Сикейроса,д.4,"60.035185,30.325588",44.6,1850000,41479
