address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Приморский;просп. Королева,unknown,unknown,unknown,"60.030126,30.250937",57.5,6319500,110000
Санкт-Петербург;район Приморский;Комендантский просп.;д.62,район Приморский,Комендантский просп.,д.62,"60.037050,30.223854",56.0,6350000,113392
Санкт-Петербург;район Московский;ул. Среднерогатская;д.20,район Московский,ул. Среднерогатская,д.20,"59.820282,30.338200",56.9,6465092,113622
Санкт-Петербург;Павловск;район Пушкинский;Слуцкая ул.;д.4,район Пушкинский,Слуцкая ул.,д.4,"59.689795,30.430727",60.0,6400000,106666
Санкт-Петербург;район Выборгский;Выборгское ш.;д.35к1,район Выборгский,Выборгское ш.,д.35к1,"60.066127,30.302348",45.0,6450000,143333
Санкт-Петербург;район Приморский;Лыжный пер.;д.4к3,район Приморский,Лыжный пер.,д.4к3,"59.998225,30.197650",42.0,6500000,154761
Санкт-Петербург;район Калининский;дор. Кушелевская;д.3к2,район Калининский,дор. Кушелевская,д.3к2,"59.987992,30.369704",61.3,6590000,107504
Санкт-Петербург;район Петроградский;Малая Монетная ул.;д.7,район Петроградский,Малая Монетная ул.,д.7,"59.961579,30.322183",42.0,6590000,156904
Санкт-Петербург;район Московский;Московское ш.,unknown,unknown,unknown,"59.824118,30.344210",56.2,6600000,117437
Санкт-Петербург;район Приморский;Комендантский просп.;д.62,район Приморский,Комендантский просп.,д.62,"60.037050,30.223854",53.5,6600000,123364
Санкт-Петербург;район Фрунзенский;Лиговский просп.;д.271,район Фрунзенский,Лиговский просп.,д.271,"59.905406,30.341360",51.2,6696427,130687
Санкт-Петербург;район Калининский;Гражданский просп.;д.121/100,район Калининский,Гражданский просп.,д.121/100,"60.036011,30.422256",56.2,6700000,119217
Санкт-Петербург;район Красногвардейский;ул. Коммуны;д.50,район Красногвардейский,ул. Коммуны,д.50,"59.959341,30.490168",60.0,6700000,111666
Санкт-Петербург;район Красносельский;ул. Тамбасова;д.3к1,район Красносельский,ул. Тамбасова,д.3к1,"59.835482,30.155061",63.6,6791000,106776
Санкт-Петербург;район Московский;Звездная ул.;д.11к2,район Московский,Звездная ул.,д.11к2,"59.834646,30.363793",65.0,6800000,104615
Санкт-Петербург;район Приморский;Туристская ул.;д.30к1,район Приморский,Туристская ул.,д.30к1,"60.005036,30.210280",50.0,6900000,138000
Санкт-Петербург;пос. Шушары;район Пушкинский;Пулковское тер.;ул. Переведенская;д.4к2,Пулковское тер.,ул. Переведенская,д.4к2,"59.753174,30.374447",63.9,7029000,110000
Санкт-Петербург;район Калининский;дор. Кушелевская;д.7к5,район Калининский,дор. Кушелевская,д.7к5,"59.988019,30.378517",53.6,7018000,130932
Санкт-Петербург;район Приморский;Студенческая ул.,unknown,unknown,unknown,"59.994677,30.323199",64.9,7139140,110069
Санкт-Петербург;район Калининский;ул. Комсомола;д.49,район Калининский,ул. Комсомола,д.49,"59.956642,30.352951",69.7,7200000,103299
Санкт-Петербург;район Невский;ул. Ворошилова;д.27к1,район Невский,ул. Ворошилова,д.27к1,"59.932067,30.459140",61.0,7200000,118032
Санкт-Петербург;район Приморский;ул. Плесецкая,unknown,unknown,unknown,"60.031165,30.206437",58.7,7293024,124200
Санкт-Петербург;район Приморский;ул. Савушкина;д.13,район Приморский,ул. Савушкина,д.13,"59.986110,30.293329",58.3,7349000,126054
Санкт-Петербург;район Красногвардейский;ул. Маршала Тухачевского;д.23,район Красногвардейский,ул. Маршала Тухачевского,д.23,"59.968525,30.428050",86.0,7367016,85662
Санкт-Петербург;Пушкин;район Пушкинский;Захаржевская ул.;д.14,район Пушкинский,Захаржевская ул.,д.14,"59.707119,30.406795",59.1,7383750,125000
