address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033046,30.462219",58.8,4792200,81500
Санкт-Петербург;район Невский;Усть-Славянка тер.;просп. Советский,район Невский,Усть-Славянка тер.,просп. Советский,"59.830455,30.537810",57.2,4758075,83125
Санкт-Петербург;район Приморский;Глухарская ул.;д.16к2,район Приморский,Глухарская ул.,д.16к2,"60.035581,30.211978",51.8,4761920,91928
Санкт-Петербург;Красное Село;район Красносельский;ул. Первого Мая,Красное Село,район Красносельский,ул. Первого Мая,"59.731999,30.100712",67.2,4771910,71000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033046,30.462219",59.6,4768000,80000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033046,30.462219",58.8,4792200,81500
Санкт-Петербург;район Приморский;Белоостровская ул.,unknown,unknown,unknown,"59.985548,30.324659",43.6,4785812,109741
Санкт-Петербург;район Красносельский;Петергофское ш.;д.84к19,район Красносельский,Петергофское ш.,д.84к19,"59.846245,30.108209",56.8,4791223,84367
Санкт-Петербург;район Приморский;Планерная ул.,unknown,unknown,unknown,"60.031605,30.199934",54.6,4763765,87200
Санкт-Петербург;район Приморский;ул. Покрышева;д.6,район Приморский,ул. Покрышева,д.6,"59.986529,30.267557",42.3,4750000,112293
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Тихоокеанская;д.1к1,район Выборгский,ул. Тихоокеанская,д.1к1,"60.072440,30.244299",71.8,4750000,66155
Санкт-Петербург;район Невский;Товарищеский просп.;д.6К3,район Невский,Товарищеский просп.,д.6К3,"59.920375,30.484230",45.1,4750000,105321
Санкт-Петербург;район Красногвардейский;Индустриальный просп.;д.13,район Красногвардейский,Индустриальный просп.,д.13,"59.939406,30.477610",52.0,4750000,91346
Санкт-Петербург;пос. Шушары;район Пушкинский;Школьная ул.,пос. Шушары,район Пушкинский,Школьная ул.,"59.812649,30.375403",60.2,4849968,80537
Санкт-Петербург;район Приморский;Белоостровская ул.,unknown,unknown,unknown,"59.985548,30.324659",42.9,4820910,112401
Санкт-Петербург;район Красногвардейский;ул. Лагоды,unknown,unknown,unknown,"59.956635,30.449715",54.5,4849437,89062
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",57.6,4836720,84000
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский,пос. Шушары,район Пушкинский,просп. Старорусский,"59.804932,30.357303",51.8,4801912,92701
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",57.6,4836720,84000
Санкт-Петербург;район Красносельский;Петергофское ш.;д.86к3,район Красносельский,Петергофское ш.,д.86к3,"59.847792,30.105438",56.4,4819635,85500
Санкт-Петербург;район Приморский;Глухарская ул.,unknown,unknown,unknown,"60.035340,30.217055",46.2,4826412,104467
Санкт-Петербург;пос. Шушары;район Пушкинский;Пулковское тер.;ул. Образцовая,район Пушкинский,Пулковское тер.,ул. Образцовая,"59.750600,30.370984",56.5,4846000,85769
Санкт-Петербург;район Московский;Пулковское ш.,unknown,unknown,unknown,"59.762097,30.323025",52.2,4800390,91961
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033722,30.460007",56.5,4829895,85484
Санкт-Петербург;Павловск;район Пушкинский;Слуцкая ул.,Павловск,район Пушкинский,Слуцкая ул.,"59.688877,30.427425",54.7,4817000,88062
