address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Адмиралтейский;ул. Декабристов;д.13,район Адмиралтейский,ул. Декабристов,д.13,"59.928320,30.303184",146.0,12900000,88356
Санкт-Петербург;район Центральный;Дегтярная ул.;д.31,район Центральный,Дегтярная ул.,д.31,"59.936386,30.376837",133.7,12990000,97157
Санкт-Петербург;район Адмиралтейский;ул. Декабристов;д.13,район Адмиралтейский,ул. Декабристов,д.13,"59.928320,30.303184",145.0,13100000,90344
Санкт-Петербург;район Петроградский;Ораниенбаумская ул.;д.22-24,район Петроградский,Ораниенбаумская ул.,д.22-24,"59.961422,30.295593",180.7,13100000,72495
Санкт-Петербург;район Адмиралтейский;8-я Красноармейская ул.;д.18,район Адмиралтейский,8-я Красноармейская ул.,д.18,"59.914268,30.299878",164.9,13000000,78835
Санкт-Петербург;район Московский;Московский просп.;д.134,район Московский,Московский просп.,д.134,"59.887706,30.320342",130.3,13030000,99999
Санкт-Петербург;район Петроградский;ул. Большая Зеленина;д.2,район Петроградский,ул. Большая Зеленина,д.2,"59.959242,30.295530",143.0,13000000,90909
Санкт-Петербург;район Кировский;ул. Лени Голикова;д.108,район Кировский,ул. Лени Голикова,д.108,"59.833773,30.249941",134.7,13000000,96510
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.22-24,район Петроградский,просп. Большой Петроградской стороны,д.22-24,"59.956160,30.295961",162.0,13000000,80246
Санкт-Петербург;район Центральный;6-я Советская ул.;д.9,район Центральный,6-я Советская ул.,д.9,"59.935520,30.370028",152.3,13000000,85357
Санкт-Петербург;район Адмиралтейский;Галерная ул.;д.56А,район Адмиралтейский,Галерная ул.,д.56А,"59.930097,30.286062",114.1,13200000,115687
Санкт-Петербург;район Калининский;ул. Замшина;д.37А,район Калининский,ул. Замшина,д.37А,"59.983450,30.412365",170.2,13200000,77555
Санкт-Петербург;район Адмиралтейский;Старо-Петергофский просп.;д.37,район Адмиралтейский,Старо-Петергофский просп.,д.37,"59.903309,30.276746",149.0,13200000,88590
Санкт-Петербург;район Центральный;Гороховая ул.;д.46,район Центральный,Гороховая ул.,д.46,"59.926679,30.324995",133.9,13200000,98581
Санкт-Петербург;район Адмиралтейский;наб. Реки Мойки;д.82,район Адмиралтейский,наб. Реки Мойки,д.82,"59.930268,30.303319",174.0,13200000,75862
Санкт-Петербург;район Центральный;ул. Марата;д.22-24,район Центральный,ул. Марата,д.22-24,"59.928009,30.353687",146.1,13300000,91033
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.44бБ,район Петроградский,Каменноостровский просп.,д.44бБ,"59.968218,30.307352",127.7,13500000,105716
Санкт-Петербург;район Адмиралтейский;Английский просп.;д.26,район Адмиралтейский,Английский просп.,д.26,"59.924460,30.284247",144.0,13500000,93750
Санкт-Петербург;район Центральный;Пушкинская ул.;д.12,район Центральный,Пушкинская ул.,д.12,"59.929150,30.357505",96.6,13500000,139751
Санкт-Петербург;район Адмиралтейский;Почтамтская ул.;д.8,район Адмиралтейский,Почтамтская ул.,д.8,"59.932414,30.303678",126.0,13500000,107142
Санкт-Петербург;район Адмиралтейский;Московский просп.;д.23,район Адмиралтейский,Московский просп.,д.23,"59.915837,30.317656",170.0,13500000,79411
Санкт-Петербург;район Центральный;Саперный пер.;д.16/36,район Центральный,Саперный пер.,д.16/36,"59.941114,30.359805",141.0,13500000,95744
Санкт-Петербург;район Василеостровский;16-я Васильевского острова линия;д.43,район Василеостровский,16-я Васильевского острова линия,д.43,"59.940019,30.265670",130.0,13500000,103846
Санкт-Петербург;район Адмиралтейский;Лермонтовский просп.;д.10/53,район Адмиралтейский,Лермонтовский просп.,д.10/53,"59.922675,30.292826",162.8,13520000,83046
Санкт-Петербург;район Центральный;ул. Марата;д.22-24,район Центральный,ул. Марата,д.22-24,"59.928009,30.353687",146.1,13674000,93593
