address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Красногвардейский;Пискаревский просп.,unknown,unknown,unknown,"60.001153,30.451126",78.1,6208155,79489
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,район Выборгский,Заречная ул.,"60.072495,30.315738",75.4,6255710,83000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033722,30.460007",77.7,6257265,80531
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034438,30.459315",80.5,6279000,78000
Санкт-Петербург;пос. Шушары;район Пушкинский;Пулковское тер.;ул. Сарицкая,район Пушкинский,Пулковское тер.,ул. Сарицкая,"59.749519,30.369489",77.6,6244000,80463
Санкт-Петербург;Красное Село;район Красносельский;ул. Первого Мая,Красное Село,район Красносельский,ул. Первого Мая,"59.731392,30.099140",87.9,6238770,71000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.035708,30.455656",80.5,6279000,78000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034438,30.459315",81.5,6234750,76500
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034469,30.457829",81.0,6277500,77500
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.033722,30.460007",77.7,6257265,80531
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034469,30.457829",78.1,6208950,79500
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.035670,30.457282",81.5,6234750,76500
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034469,30.457829",80.0,6240000,78000
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,unknown,unknown,"60.034469,30.457829",80.0,6280000,78500
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский,пос. Шушары,район Пушкинский,просп. Старорусский,"59.804932,30.357303",70.0,6204677,88676
Санкт-Петербург;район Невский;просп. Елизарова;д.1,район Невский,просп. Елизарова,д.1,"59.898268,30.428310",70.0,6200000,88571
Санкт-Петербург;район Выборгский;ул. Есенина;д.18К1,район Выборгский,ул. Есенина,д.18К1,"60.044280,30.335523",57.5,6200000,107826
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,unknown,unknown,"59.842993,30.114456",77.4,6303142,81435
Санкт-Петербург;Колпино;район Колпинский;Павловская ул.,Колпино,район Колпинский,Павловская ул.,"59.747957,30.589056",81.4,6349200,78000
Санкт-Петербург;район Московский;Кубинская ул.;д.82к1,район Московский,Кубинская ул.,д.82к1,"59.839550,30.301819",58.5,6345736,108474
Санкт-Петербург;пос. Шушары;район Пушкинский;Пулковское тер.;ул. Образцовая,район Пушкинский,Пулковское тер.,ул. Образцовая,"59.750600,30.370984",76.8,6320800,82302
Санкт-Петербург;район Красногвардейский;ул. Лагоды,unknown,unknown,unknown,"59.956635,30.449715",74.7,6302278,84345
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский,пос. Шушары,район Пушкинский,просп. Старорусский,"59.804932,30.357303",70.6,6310339,89356
Санкт-Петербург;район Василеостровский;Берег Невской Губы тер.,unknown,unknown,unknown,"59.932138,30.201868",62.0,6349875,102417
Санкт-Петербург;район Калининский;просп. Культуры;д.21К4,район Калининский,просп. Культуры,д.21К4,"60.046144,30.381742",58.0,6300000,108620
