address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Центральный;Кирочная ул.;д.32-34,район Центральный,Кирочная ул.,д.32-34,"59.944098,30.362994",156.9,16390000,104461
Санкт-Петербург;район Центральный;ул. Чайковского;д.38/9,район Центральный,ул. Чайковского,д.38/9,"59.946689,30.358646",207.2,16300000,78667
Санкт-Петербург;район Центральный;Греческий просп.;д.10,район Центральный,Греческий просп.,д.10,"59.938581,30.369444",184.8,16350000,88474
Санкт-Петербург;район Петроградский;Съезжинская ул.;д.19,район Петроградский,Съезжинская ул.,д.19,"59.953687,30.299447",184.0,16300000,88586
Санкт-Петербург;район Василеостровский;16-я Васильевского острова линия;д.11,район Василеостровский,16-я Васильевского острова линия,д.11,"59.934813,30.271797",170.0,16250000,95588
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.158,район Адмиралтейский,наб. Канала Грибоедова,д.158,"59.919793,30.286619",145.9,16500000,113091
Санкт-Петербург;район Невский;Шлиссельбургский просп.;д.34К3,район Невский,Шлиссельбургский просп.,д.34К3,"59.834411,30.516812",211.0,16500000,78199
Санкт-Петербург;район Центральный;Шпалерная ул.;д.39,район Центральный,Шпалерная ул.,д.39,"59.948785,30.360874",170.6,16500000,96717
Санкт-Петербург;район Центральный;ул. Рубинштейна;д.23,район Центральный,ул. Рубинштейна,д.23,"59.928023,30.342979",183.8,16500000,89771
Санкт-Петербург;район Центральный;Мытнинская ул.;д.15,район Центральный,Мытнинская ул.,д.15,"59.934181,30.378436",172.5,16400000,95072
Санкт-Петербург;район Петроградский;Большая Пушкарская ул.;д.39,район Петроградский,Большая Пушкарская ул.,д.39,"59.962962,30.310676",164.0,16500000,100609
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.52,район Адмиралтейский,наб. Канала Грибоедова,д.52,"59.927513,30.315787",151.3,16400000,108393
Санкт-Петербург;район Василеостровский;12-я Васильевского острова линия;д.29,район Василеостровский,12-я Васильевского острова линия,д.29,"59.941344,30.270988",175.8,16800000,95563
Санкт-Петербург;район Центральный;ул. Чехова;д.11-13,район Центральный,ул. Чехова,д.11-13,"59.937860,30.353121",182.4,16700000,91557
Санкт-Петербург;район Центральный;Виленский пер.;д.6,район Центральный,Виленский пер.,д.6,"59.940362,30.362275",174.7,16888000,96668
Санкт-Петербург;район Центральный;ул. Жуковского;д.7-9,район Центральный,ул. Жуковского,д.7-9,"59.935773,30.351531",181.3,16770000,92498
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.22-24,район Петроградский,просп. Большой Петроградской стороны,д.22-24,"59.956160,30.295961",161.0,16888000,104894
Санкт-Петербург;район Петроградский;Съезжинская ул.;д.12,район Петроградский,Съезжинская ул.,д.12,"59.954376,30.298360",171.0,16900000,98830
Санкт-Петербург;район Василеостровский;просп. Большой Васильевского острова;д.56,район Василеостровский,просп. Большой Васильевского острова,д.56,"59.934087,30.267305",173.0,17000000,98265
Санкт-Петербург;район Василеостровский;1-я Васильевского острова линия;д.18/2,район Василеостровский,1-я Васильевского острова линия,д.18/2,"59.940781,30.290931",192.0,16900000,88020
Санкт-Петербург;Сестрорецк;район Курортный;ул. Всеволода Боброва;д.30,район Курортный,ул. Всеволода Боброва,д.30,"60.051787,30.003452",218.0,17000000,77981
Санкт-Петербург;район Василеостровский;18-я Васильевского острова линия;д.9,район Василеостровский,18-я Васильевского острова линия,д.9,"59.933456,30.269973",222.7,16900000,75886
Санкт-Петербург;Ломоносов;район Петродворцовый;ул. Костылева;д.18,район Петродворцовый,ул. Костылева,д.18,"59.912477,29.776996",183.1,17000000,92845
Санкт-Петербург;Ломоносов;район Петродворцовый;ул. Костылева;д.18,район Петродворцовый,ул. Костылева,д.18,"59.912477,29.776996",183.1,16900000,92299
Санкт-Петербург;район Петроградский;Большая Монетная ул.;д.3,район Петроградский,Большая Монетная ул.,д.3,"59.960066,30.312832",183.0,16990000,92841
