address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Московский;Московский просп.;д.183-185,район Московский,Московский просп.,д.183-185,"59.855331,30.319839",160.0,21300000,133125
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",141.0,21537300,152746
Санкт-Петербург;район Красносельский;ул. Пограничника Гарькавого,unknown,unknown,unknown,"59.861054,30.149936",135.0,21609600,160071
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",141.0,21630000,153404
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",140.0,21583650,154168
Санкт-Петербург;район Выборгский;Большая Озерная ул.;д.77,район Выборгский,Большая Озерная ул.,д.77,"60.045938,30.300219",190.0,21500000,113157
Санкт-Петербург;район Василеостровский;наб. Реки Смоленки;д.3к1,район Василеостровский,наб. Реки Смоленки,д.3к1,"59.949521,30.264070",147.9,21790280,147331
Санкт-Петербург;район Красногвардейский;Магнитогорская ул.,unknown,unknown,unknown,"59.935875,30.419792",134.3,21722964,161773
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",141.0,21769050,154390
Санкт-Петербург;район Приморский;Серебристый бул.;д.19к2,район Приморский,Серебристый бул.,д.19к2,"60.006206,30.282882",122.4,21853000,178537
Санкт-Петербург;район Выборгский;Большой Сампсониевский просп.,unknown,unknown,unknown,"59.977178,30.332839",145.6,21899744,150400
Санкт-Петербург;район Центральный;Полтавский проезд;д.2,район Центральный,Полтавский проезд,д.2,"59.926278,30.366839",125.4,21750000,173444
Санкт-Петербург;район Василеостровский;наб. Реки Смоленки;д.3к1,район Василеостровский,наб. Реки Смоленки,д.3к1,"59.949521,30.264070",166.6,22000000,132052
Санкт-Петербург;район Адмиралтейский;11-я Красноармейская ул.,unknown,unknown,unknown,"59.912506,30.302089",132.0,21916588,166034
Санкт-Петербург;район Петроградский;ул. Мира;д.36,район Петроградский,ул. Мира,д.36,"59.962779,30.328164",137.9,22064000,160000
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",143.0,22062600,154283
Санкт-Петербург;район Красносельский;ул. Катерников,unknown,unknown,unknown,"59.853523,30.156543",143.0,22211500,155325
Санкт-Петербург;район Красносельский;ул. Пограничника Гарькавого,unknown,unknown,unknown,"59.860579,30.150424",134.0,22131450,165160
Санкт-Петербург;район Приморский;Серебристый бул.;д.19к2,район Приморский,Серебристый бул.,д.19к2,"60.006206,30.282882",122.5,22171179,180989
Санкт-Петербург;район Красносельский;ул. Пограничника Гарькавого,unknown,unknown,unknown,"59.860579,30.150424",133.0,22354080,168075
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962949,30.244281",132.7,22457644,169287
Санкт-Петербург;район Невский;просп. Обуховской обороны,unknown,unknown,unknown,"59.901516,30.430606",143.2,22520631,157266
Санкт-Петербург;район Московский;Московский просп.;д.183-185,район Московский,Московский просп.,д.183-185,"59.857416,30.317352",171.9,22391911,130283
Санкт-Петербург;район Красносельский;ул. Пограничника Гарькавого,unknown,unknown,unknown,"59.861054,30.149936",133.0,22354080,168075
Санкт-Петербург;район Красногвардейский;Магнитогорская ул.,unknown,unknown,unknown,"59.935875,30.419792",134.2,22380048,166766
