address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Центральный;ул. Смольного;д.4к2,район Центральный,ул. Смольного,д.4к2,"59.952155,30.395189",131.0,45088000,344183
Санкт-Петербург;район Петроградский;Песочная наб.;д.40,район Петроградский,Песочная наб.,д.40,"59.967660,30.285406",176.8,45500000,257352
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.13,район Петроградский,ул. Куйбышева,д.13,"59.955746,30.329648",170.0,47000000,276470
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",119.7,46842000,391328
Санкт-Петербург;район Центральный;наб. Реки Мойки;д.31,район Центральный,наб. Реки Мойки,д.31,"59.941380,30.319821",99.5,47000000,472361
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",119.0,47505000,399201
Санкт-Петербург;район Московский;ул. Победы;д.5,район Московский,ул. Победы,д.5,"59.858566,30.316560",130.0,54900000,422307
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",220.0,55000000,250000
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",154.0,58000000,376623
Санкт-Петербург;район Петроградский;наб. Мартынова;д.62,район Петроградский,наб. Мартынова,д.62,"59.975603,30.249492",126.0,58000000,460317
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",137.0,58497000,426985
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",175.8,59000000,335608
Санкт-Петербург;район Выборгский;Большой Сампсониевский просп.;д.4-6,район Выборгский,Большой Сампсониевский просп.,д.4-6,"59.957372,30.343851",234.0,62870000,268675
Санкт-Петербург;район Петроградский;наб. Мартынова;д.74,район Петроградский,наб. Мартынова,д.74,"59.975936,30.246455",151.0,65000000,430463
Санкт-Петербург;район Петроградский;2-я Березовая аллея;д.13-15,район Петроградский,2-я Березовая аллея,д.13-15,"59.980668,30.289026",113.5,66000000,581497
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",175.0,66316000,378948
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",265.0,80780000,304830
Санкт-Петербург;район Петроградский;Вязовая ул.;д.8,район Петроградский,Вязовая ул.,д.8,"59.967691,30.276109",165.0,84000000,509090
Санкт-Петербург;район Петроградский;Санаторная аллея;д.3,район Петроградский,Санаторная аллея,д.3,"59.975508,30.286714",148.0,96200000,650000
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",194.0,105038000,541432
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",265.0,121350000,457924
Санкт-Петербург;район Петроградский;Динамовская ул.;д.2,район Петроградский,Динамовская ул.,д.2,"59.973906,30.260541",194.7,130000000,667693
Санкт-Петербург;район Центральный;наб. Кутузова;д.24,район Центральный,наб. Кутузова,д.24,"59.948658,30.340581",214.0,137816000,644000
Санкт-Петербург;район Петроградский;просп. Динамо;д.12,район Петроградский,просп. Динамо,д.12,"59.968934,30.275004",188.3,146000000,775358
Санкт-Петербург;район Петроградский;Константиновский просп.;д.23,район Петроградский,Константиновский просп.,д.23,"59.973455,30.267772",166.3,155000000,932050
