address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Фрунзенский;Лиговский просп.;д.232,район Фрунзенский,Лиговский просп.,д.232,"59.906450,30.347302",39.5,5124686,129837
Санкт-Петербург;район Красногвардейский;Ковалевская ул.;д.26,район Красногвардейский,Ковалевская ул.,д.26,"59.979326,30.512482",53.0,5100000,96226
Санкт-Петербург;район Невский;ул. Невзоровой,unknown,unknown,unknown,"59.890459,30.412577",44.8,5159246,115084
Санкт-Петербург;район Красносельский;ул. Маршала Захарова;д.17К2,район Красносельский,ул. Маршала Захарова,д.17К2,"59.853103,30.189403",48.0,5150000,107291
Санкт-Петербург;пос. Парголово;район Приморский;ул. Парашютная,пос. Парголово,район Приморский,ул. Парашютная,"60.036328,30.252321",55.9,5246700,93925
Санкт-Петербург;район Калининский;ул. Бутлерова;д.32,район Калининский,ул. Бутлерова,д.32,"60.006026,30.400157",45.0,5200000,115555
Санкт-Петербург;район Невский;Октябрьская наб.;д.98К3,район Невский,Октябрьская наб.,д.98К3,"59.872037,30.474762",55.2,5294400,96000
Санкт-Петербург;район Красносельский;ул. Маршала Казакова;д.58,район Красносельский,ул. Маршала Казакова,д.58,"59.862879,30.190527",61.4,5290000,86184
Санкт-Петербург;пос. Парголово;район Приморский;ул. Парашютная,пос. Парголово,район Приморский,ул. Парашютная,"60.036328,30.252321",56.5,5307500,93938
Санкт-Петербург;пос. Парголово;район Приморский;ул. Парашютная,пос. Парголово,район Приморский,ул. Парашютная,"60.036328,30.252321",57.8,5429100,93961
Санкт-Петербург;район Фрунзенский;Загребский бул.;д.31/5,район Фрунзенский,Загребский бул.,д.31/5,"59.834628,30.410030",50.3,5490000,109145
Санкт-Петербург;пос. Шушары;район Пушкинский;Ленсоветовский тер.;д.25,район Пушкинский,Ленсоветовский тер.,д.25,"59.758218,30.464620",62.0,5500000,88709
Санкт-Петербург;район Невский;Народная ул.;д.45,район Невский,Народная ул.,д.45,"59.882677,30.475607",56.5,5550000,98230
Санкт-Петербург;район Приморский;просп. Королева,unknown,unknown,unknown,"60.034699,30.220542",48.2,5600623,116195
Санкт-Петербург;район Красносельский;Ленинский просп.;д.96К1,район Красносельский,Ленинский просп.,д.96К1,"59.854459,30.216811",51.8,5600000,108108
Санкт-Петербург;пос. Парголово;район Выборгский;проезд Толубеевский;д.14к1,район Выборгский,проезд Толубеевский,д.14к1,"60.076448,30.348450",52.6,5600000,106463
Санкт-Петербург;район Адмиралтейский;Спасский пер.;д.4,район Адмиралтейский,Спасский пер.,д.4,"59.929290,30.317737",34.9,5640000,161604
Санкт-Петербург;пос. Шушары;район Пушкинский;Пулковское тер.;ул. Кокколевская;д.7к2,Пулковское тер.,ул. Кокколевская,д.7к2,"59.756278,30.364647",55.7,5600000,100538
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",55.2,5661668,102566
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",55.0,5661668,102939
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",55.1,5661668,102752
Санкт-Петербург;район Центральный;Боровая ул.;д.23/21,район Центральный,Боровая ул.,д.23/21,"59.918647,30.346114",50.5,5699000,112851
Санкт-Петербург;пос. Металлострой;район Колпинский;Центральная ул.;д.19к3,район Колпинский,Центральная ул.,д.19к3,"59.810333,30.580503",62.0,5699000,91919
Санкт-Петербург;район Калининский;просп. Просвещения;д.104,район Калининский,просп. Просвещения,д.104,"60.034852,30.425193",48.0,5780000,120416
Санкт-Петербург;район Невский;Дальневосточный просп.;д.15АГ1,район Невский,Дальневосточный просп.,д.15АГ1,"59.898253,30.458847",48.9,5843550,119500
