address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Петроградский;Пионерская ул.;д.50,район Петроградский,Пионерская ул.,д.50,"59.963539,30.273171",75.1,18780000,250066
Санкт-Петербург;район Центральный;Орловская ул.;д.1,район Центральный,Орловская ул.,д.1,"59.951731,30.390096",63.1,18900000,299524
Санкт-Петербург;район Петроградский;Петровский просп.;д.24к3,район Петроградский,Петровский просп.,д.24к3,"59.959435,30.259220",66.8,19037156,284987
Санкт-Петербург;район Петроградский;Петровский просп.;д.24к3,район Петроградский,Петровский просп.,д.24к3,"59.959599,30.258335",66.8,19037156,284987
Санкт-Петербург;Сестрорецк;район Курортный;ул. Максима Горького,Сестрорецк,район Курортный,ул. Максима Горького,"60.112991,29.953195",76.2,19346418,253890
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",75.2,19600000,260638
Санкт-Петербург;район Адмиралтейский;Галерная ул.;д.15,район Адмиралтейский,Галерная ул.,д.15,"59.931029,30.288561",98.0,19760000,201632
Санкт-Петербург;район Петроградский;Петровский просп.;д.2с2,район Петроградский,Петровский просп.,д.2с2,"59.953883,30.279668",74.8,19808750,265000
Санкт-Петербург;район Центральный;Малая Конюшенная ул.;д.4/2,район Центральный,Малая Конюшенная ул.,д.4/2,"59.937941,30.326289",80.0,19999000,249987
Санкт-Петербург;район Центральный;наб. Реки Мойки;д.10,район Центральный,наб. Реки Мойки,д.10,"59.941439,30.321815",73.0,19900000,272602
Санкт-Петербург;район Центральный;Фурштатская ул.;д.48,район Центральный,Фурштатская ул.,д.48,"59.945364,30.363443",93.6,19900000,212606
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",94.3,21850000,231707
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",74.8,21937344,293280
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",94.6,21950000,232029
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",82.2,21950000,267031
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",82.7,21900000,264812
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",74.0,21937000,296445
Санкт-Петербург;район Петроградский;Ждановская ул.;д.45,район Петроградский,Ждановская ул.,д.45,"59.963436,30.267733",108.0,22200000,205555
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.65,район Петроградский,Каменноостровский просп.,д.65,"59.973613,30.305564",100.5,22950000,228358
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",83.6,23300000,278708
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",132.5,23400000,176603
Санкт-Петербург;район Василеостровский;Наличная ул.;д.26к4,район Василеостровский,Наличная ул.,д.26к4,"59.940722,30.228336",126.3,23295000,184441
Санкт-Петербург;район Центральный;4-я Советская ул.;д.9,район Центральный,4-я Советская ул.,д.9,"59.934010,30.367575",83.8,23700000,282816
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.13,район Петроградский,ул. Куйбышева,д.13,"59.955746,30.329648",75.8,24000000,316622
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",117.0,26945000,230299
