address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Московский;Яковлевский пер.;д.3,район Московский,Яковлевский пер.,д.3,"59.874702,30.325597",112.7,9500000,84294
Санкт-Петербург;район Адмиралтейский;Измайловский просп.;д.25,район Адмиралтейский,Измайловский просп.,д.25,"59.911011,30.306966",120.0,9500000,79166
Санкт-Петербург;район Центральный;Лиговский просп.;д.44Б,район Центральный,Лиговский просп.,д.44Б,"59.926445,30.359068",122.0,9500000,77868
Санкт-Петербург;район Центральный;Херсонская ул.;д.21,район Центральный,Херсонская ул.,д.21,"59.928636,30.379702",115.0,9450000,82173
Санкт-Петербург;район Петроградский;ул. Лизы Чайкиной;д.25,район Петроградский,ул. Лизы Чайкиной,д.25,"59.954633,30.304738",115.0,9500000,82608
Санкт-Петербург;район Калининский;ул. Академика Лебедева;д.12,район Калининский,ул. Академика Лебедева,д.12,"59.961881,30.354954",112.0,9500000,84821
Санкт-Петербург;район Василеостровский;Косая линия;д.24/25,район Василеостровский,Косая линия,д.24/25,"59.922345,30.252537",99.0,9500000,95959
Санкт-Петербург;район Центральный;Социалистическая ул.;д.3,район Центральный,Социалистическая ул.,д.3,"59.924041,30.339539",115.0,9500000,82608
Санкт-Петербург;район Приморский;Камышовая ул.;д.6К1,район Приморский,Камышовая ул.,д.6К1,"60.005401,30.249734",103.3,9600000,92933
Санкт-Петербург;район Петроградский;Большая Пушкарская ул.;д.32,район Петроградский,Большая Пушкарская ул.,д.32,"59.959940,30.304325",103.9,9550000,91915
Санкт-Петербург;район Адмиралтейский;Псковская ул.;д.1,район Адмиралтейский,Псковская ул.,д.1,"59.920533,30.282478",114.8,9700000,84494
Санкт-Петербург;район Красносельский;ул. Маршала Казакова;д.68к1,район Красносельский,ул. Маршала Казакова,д.68к1,"59.865614,30.179953",120.0,9700000,80833
Санкт-Петербург;район Невский;Дальневосточный просп.;д.24,район Невский,Дальневосточный просп.,д.24,"59.904175,30.457532",125.7,9796000,77931
Санкт-Петербург;район Красносельский;ул. Маршала Казакова;д.68к1,район Красносельский,ул. Маршала Казакова,д.68к1,"59.865614,30.179953",120.2,9780000,81364
Санкт-Петербург;район Центральный;наб. Обводного Канала;д.57,район Центральный,наб. Обводного Канала,д.57,"59.914795,30.357586",120.7,9800000,81193
Санкт-Петербург;район Фрунзенский;Боровая ул.;д.84,район Фрунзенский,Боровая ул.,д.84,"59.911390,30.341605",114.3,9800000,85739
Санкт-Петербург;район Центральный;пер. Апраксин;д.5,район Центральный,пер. Апраксин,д.5,"59.928550,30.325417",100.8,9800000,97222
Санкт-Петербург;Сестрорецк;район Курортный;ул. Всеволода Боброва;д.27,район Курортный,ул. Всеволода Боброва,д.27,"60.053359,30.001754",189.0,9800000,51851
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.20,район Петроградский,ул. Куйбышева,д.20,"59.955881,30.328786",111.3,9860000,88589
Санкт-Петербург;район Центральный;Загородный просп.;д.21-23,район Центральный,Загородный просп.,д.21-23,"59.925002,30.339009",126.0,9900000,78571
Санкт-Петербург;район Центральный;ул. Марата;д.31,район Центральный,ул. Марата,д.31,"59.926521,30.351864",90.0,9900000,110000
Санкт-Петербург;район Центральный;Таврическая ул.;д.2,район Центральный,Таврическая ул.,д.2,"59.942047,30.377349",93.0,9850000,105913
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.174,район Адмиралтейский,наб. Канала Грибоедова,д.174,"59.918102,30.282738",119.0,9900000,83193
Санкт-Петербург;район Адмиралтейский;Можайская ул.;д.11,район Адмиралтейский,Можайская ул.,д.11,"59.916960,30.326154",97.6,9900000,101434
Санкт-Петербург;район Петроградский;Малая Посадская ул.;д.25,район Петроградский,Малая Посадская ул.,д.25,"59.958408,30.331696",132.9,10000000,75244
