address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;Колпино;район Колпинский;ул. Танкистов;д.30,район Колпинский,ул. Танкистов,д.30,"59.743363,30.561279",60.5,4340000,71735
Санкт-Петербург;район Кировский;ул. Примакова;д.4,район Кировский,ул. Примакова,д.4,"59.870136,30.274294",48.8,4340000,88934
Санкт-Петербург;район Кировский;Краснопутиловская ул.;д.38,район Кировский,Краснопутиловская ул.,д.38,"59.867556,30.276001",49.2,4300000,87398
Санкт-Петербург;район Кировский;Краснопутиловская ул.;д.47,район Кировский,Краснопутиловская ул.,д.47,"59.867213,30.272974",49.3,4300000,87221
Санкт-Петербург;район Кировский;просп. Стачек;д.220К2,район Кировский,просп. Стачек,д.220К2,"59.845483,30.222758",49.3,4300000,87221
Санкт-Петербург;район Кировский;просп. Маршала Жукова;д.58К3,район Кировский,просп. Маршала Жукова,д.58К3,"59.839018,30.207109",49.5,4350000,87878
Санкт-Петербург;район Кировский;просп. Народного ополчения;д.41,район Кировский,просп. Народного ополчения,д.41,"59.846680,30.278381",49.6,4392000,88548
Санкт-Петербург;район Московский;Краснопутиловская ул.;д.105,район Московский,Краснопутиловская ул.,д.105,"59.849026,30.306903",49.0,4360000,88979
Санкт-Петербург;район Красносельский;Геологическая ул.;д.75к4,район Красносельский,Геологическая ул.,д.75к4,"59.753110,30.078434",120.0,4360000,36333
Санкт-Петербург;район Кировский;Трамвайный просп.;д.27К2,район Кировский,Трамвайный просп.,д.27К2,"59.853415,30.278543",48.9,4391000,89795
Санкт-Петербург;район Московский;Кубинская ул.;д.70К1,район Московский,Кубинская ул.,д.70К1,"59.850595,30.293087",49.5,4400000,88888
Санкт-Петербург;район Красносельский;ул. Пограничника Гарькавого;д.48К1,район Красносельский,ул. Пограничника Гарькавого,д.48К1,"59.826804,30.147551",49.0,4400000,89795
Санкт-Петербург;район Кировский;просп. Ветеранов;д.28,район Кировский,просп. Ветеранов,д.28,"59.845017,30.252474",49.0,4400000,89795
Санкт-Петербург;район Красносельский;ул. Тамбасова;д.25К1,район Красносельский,ул. Тамбасова,д.25К1,"59.828948,30.155779",48.7,4400000,90293
Санкт-Петербург;район Кировский;просп. Народного ополчения;д.35,район Кировский,просп. Народного ополчения,д.35,"59.847123,30.278408",44.1,4400000,99773
Санкт-Петербург;район Кировский;Дачный просп.;д.36К3,район Кировский,Дачный просп.,д.36К3,"59.838806,30.264565",50.0,4490000,89800
Санкт-Петербург;район Кировский;ул. Лени Голикова;д.10,район Кировский,ул. Лени Голикова,д.10,"59.846143,30.231229",49.5,4475000,90404
Санкт-Петербург;район Кировский;просп. Народного ополчения;д.7,район Кировский,просп. Народного ополчения,д.7,"59.850518,30.279612",49.0,4500000,91836
Санкт-Петербург;район Кировский;Дачный просп.;д.28,район Кировский,Дачный просп.,д.28,"59.840338,30.260307",49.4,4500000,91093
Санкт-Петербург;район Кировский;ул. Бурцева;д.13,район Кировский,ул. Бурцева,д.13,"59.835301,30.206705",49.0,4500000,91836
Санкт-Петербург;район Кировский;Трамвайный просп.;д.15К1,район Кировский,Трамвайный просп.,д.15К1,"59.854712,30.264574",48.8,4500000,92213
Санкт-Петербург;район Московский;Кубинская ул.;д.58,район Московский,Кубинская ул.,д.58,"59.856275,30.294210",50.0,4550000,91000
Санкт-Петербург;район Кировский;ул. Бурцева;д.1,район Кировский,ул. Бурцева,д.1,"59.835953,30.201809",48.8,4640000,95081
Санкт-Петербург;район Кировский;ул. Зины Портновой;д.14,район Кировский,ул. Зины Портновой,д.14,"59.854743,30.257532",50.0,4650000,93000
Санкт-Петербург;район Кировский;просп. Народного ополчения;д.35,район Кировский,просп. Народного ополчения,д.35,"59.847123,30.278408",49.0,4689000,95693
