address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Петроградский;Ораниенбаумская ул.;д.22-24,район Петроградский,Ораниенбаумская ул.,д.22-24,"59.961422,30.295593",144.5,11800000,81660
Санкт-Петербург;район Центральный;ул. Марата;д.22-24,район Центральный,ул. Марата,д.22-24,"59.928009,30.353687",140.7,11800000,83866
Санкт-Петербург;район Адмиралтейский;Старо-Петергофский просп.;д.52,район Адмиралтейский,Старо-Петергофский просп.,д.52,"59.901906,30.275471",155.8,11900000,76379
Санкт-Петербург;район Центральный;Херсонская ул.;д.1/7,район Центральный,Херсонская ул.,д.1/7,"59.929840,30.376163",167.0,11999000,71850
Санкт-Петербург;район Красносельский;Авангардная ул.;д.31,район Красносельский,Авангардная ул.,д.31,"59.832222,30.181759",196.8,11900000,60467
Санкт-Петербург;район Центральный;ул. Радищева;д.29,район Центральный,ул. Радищева,д.29,"59.939208,30.363802",144.7,11900000,82239
Санкт-Петербург;район Центральный;Невский просп.;д.146,район Центральный,Невский просп.,д.146,"59.929078,30.370854",141.0,11900000,84397
Санкт-Петербург;район Адмиралтейский;Садовая ул.;д.102,район Адмиралтейский,Садовая ул.,д.102,"59.917772,30.288892",140.0,11990000,85642
Санкт-Петербург;район Адмиралтейский;Английский просп.;д.21/60,район Адмиралтейский,Английский просп.,д.21/60,"59.923477,30.284265",138.0,12000000,86956
Санкт-Петербург;район Петроградский;Чкаловский просп.;д.16Б,район Петроградский,Чкаловский просп.,д.16Б,"59.961125,30.289368",157.3,12135000,77145
Санкт-Петербург;район Петроградский;Съезжинская ул.;д.19,район Петроградский,Съезжинская ул.,д.19,"59.953687,30.299447",136.5,12000000,87912
Санкт-Петербург;район Центральный;Синопская наб.;д.28,район Центральный,Синопская наб.,д.28,"59.929885,30.388030",165.3,12000000,72595
Санкт-Петербург;район Центральный;ул. Марата;д.80,район Центральный,ул. Марата,д.80,"59.920068,30.341488",166.6,12000000,72028
Санкт-Петербург;район Центральный;ул. Марата;д.60/7,район Центральный,ул. Марата,д.60/7,"59.921786,30.347462",140.9,12000000,85166
Санкт-Петербург;район Василеостровский;7-я Васильевского острова линия;д.40,район Василеостровский,7-я Васильевского острова линия,д.40,"59.941736,30.279738",135.0,12200000,90370
Санкт-Петербург;район Петроградский;Малая Посадская ул.;д.25,район Петроградский,Малая Посадская ул.,д.25,"59.958408,30.331696",137.2,12200000,88921
Санкт-Петербург;район Выборгский;Нейшлотский пер.;д.15б,район Выборгский,Нейшлотский пер.,д.15б,"59.967209,30.348504",146.4,12200000,83316
Санкт-Петербург;район Центральный;Старорусская ул.;д.5/3,район Центральный,Старорусская ул.,д.5/3,"59.932622,30.384311",147.0,12371000,84156
Санкт-Петербург;район Петроградский;просп. Малый Петроградской стороны;д.47,район Петроградский,просп. Малый Петроградской стороны,д.47,"59.960841,30.298423",133.0,12500000,93984
Санкт-Петербург;район Центральный;8-я Советская ул.;д.57,район Центральный,8-я Советская ул.,д.57,"59.933307,30.382092",183.0,12500000,68306
Санкт-Петербург;район Адмиралтейский;6-я Красноармейская ул.;д.25,район Адмиралтейский,6-я Красноармейская ул.,д.25,"59.912508,30.310820",177.0,12600000,71186
Санкт-Петербург;район Центральный;Литейный просп.;д.40,район Центральный,Литейный просп.,д.40,"59.938568,30.348648",133.8,12500000,93430
Санкт-Петербург;район Невский;ул. Подвойского;д.46,район Невский,ул. Подвойского,д.46,"59.919680,30.498900",196.0,12500000,63775
Санкт-Петербург;район Василеостровский;6-я Васильевского острова линия;д.7/6,район Василеостровский,6-я Васильевского острова линия,д.7/6,"59.937562,30.285487",154.0,12990000,84350
Санкт-Петербург;район Центральный;Невский просп.;д.156,район Центральный,Невский просп.,д.156,"59.927730,30.374708",152.5,12950000,84918
