address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Красногвардейский;просп. Энергетиков;д.30К2,район Красногвардейский,просп. Энергетиков,д.30К2,"59.956687,30.434940",101.0,8200000,81188
Санкт-Петербург;район Красногвардейский;Ленская ул.;д.16К1,район Красногвардейский,Ленская ул.,д.16К1,"59.940357,30.496232",126.0,8300000,65873
Санкт-Петербург;Петергоф;район Петродворцовый;ул. Аврова;д.18,район Петродворцовый,ул. Аврова,д.18,"59.872651,29.921696",108.2,8500000,78558
Санкт-Петербург;район Фрунзенский;Средняя ул.;д.6,район Фрунзенский,Средняя ул.,д.6,"59.899126,30.361664",87.0,8900000,102298
Санкт-Петербург;район Красногвардейский;Заневский просп.;д.42,район Красногвардейский,Заневский просп.,д.42,"59.934321,30.434545",65.0,9138000,140584
Санкт-Петербург;район Невский;Октябрьская наб.;д.24К1,район Невский,Октябрьская наб.,д.24К1,"59.907875,30.430403",106.1,9210000,86804
Санкт-Петербург;район Невский;ул. Латышских Стрелков;д.7К1,район Невский,ул. Латышских Стрелков,д.7К1,"59.927193,30.468079",126.0,9490000,75317
Санкт-Петербург;район Центральный;ул. Черняховского;д.31,район Центральный,ул. Черняховского,д.31,"59.918043,30.357783",90.0,9500000,105555
Санкт-Петербург;район Выборгский;Выборгское ш.;д.31,район Выборгский,Выборгское ш.,д.31,"60.063999,30.304765",135.0,9900000,73333
Санкт-Петербург;пос. Металлострой;район Колпинский;Центральная ул.;д.19к3,район Колпинский,Центральная ул.,д.19к3,"59.810333,30.580503",145.0,9990000,68896
Санкт-Петербург;район Адмиралтейский;Английский просп.;д.51,район Адмиралтейский,Английский просп.,д.51,"59.916636,30.290392",128.0,10000000,78125
Санкт-Петербург;район Адмиралтейский;Английский просп.;д.51,район Адмиралтейский,Английский просп.,д.51,"59.916636,30.290392",130.0,10000000,76923
Санкт-Петербург;Петергоф;район Петродворцовый;Менделеевская ул.;д.1Д,район Петродворцовый,Менделеевская ул.,д.1Д,"59.896657,29.867160",250.0,10000000,40000
Санкт-Петербург;район Фрунзенский;Боровая ул.;д.47к3,район Фрунзенский,Боровая ул.,д.47к3,"59.913835,30.342809",141.1,10500000,74415
Санкт-Петербург;Сестрорецк;район Курортный;ул. Коробицына;д.2А,район Курортный,ул. Коробицына,д.2А,"60.059485,29.985899",220.0,10600000,48181
Санкт-Петербург;район Центральный;ул. Некрасова;д.1/38,район Центральный,ул. Некрасова,д.1/38,"59.938802,30.349618",125.0,10950000,87600
Санкт-Петербург;район Центральный;ул. Некрасова;д.1/38,район Центральный,ул. Некрасова,д.1/38,"59.938802,30.349618",125.0,11100000,88800
Санкт-Петербург;район Центральный;ул. Маяковского;д.19/15,район Центральный,ул. Маяковского,д.19/15,"59.938568,30.355601",160.7,11250000,70006
Санкт-Петербург;район Адмиралтейский;Троицкий просп.;д.16,район Адмиралтейский,Троицкий просп.,д.16,"59.915688,30.298944",162.0,11200000,69135
Санкт-Петербург;район Адмиралтейский;12-я Красноармейская ул.;д.34,район Адмиралтейский,12-я Красноармейская ул.,д.34,"59.911281,30.296698",148.1,11390000,76907
Санкт-Петербург;район Петроградский;Чкаловский просп.;д.14,район Петроградский,Чкаловский просп.,д.14,"59.960408,30.289835",154.9,11330000,73143
Санкт-Петербург;район Василеостровский;15-я Васильевского острова линия;д.16,район Василеостровский,15-я Васильевского острова линия,д.16,"59.937616,30.271033",109.1,11500000,105407
Санкт-Петербург;район Адмиралтейский;пер. Калинкин;д.1,район Адмиралтейский,пер. Калинкин,д.1,"59.916654,30.288272",99.0,11500000,116161
Санкт-Петербург;район Петроградский;Ораниенбаумская ул.;д.22-24,район Петроградский,Ораниенбаумская ул.,д.22-24,"59.961422,30.295593",144.5,11790000,81591
Санкт-Петербург;район Кировский;ул. Трефолева;д.34,район Кировский,ул. Трефолева,д.34,"59.891701,30.265401",136.0,11795000,86727
