address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962949,30.244281",203.2,53806034,264832
Санкт-Петербург;Пушкин;район Пушкинский;Песочная ул.;д.8,район Пушкинский,Песочная ул.,д.8,"59.729876,30.400112",180.0,54000000,300000
Санкт-Петербург;район Петроградский;ул. Рюхина;д.12,район Петроградский,ул. Рюхина,д.12,"59.969957,30.259966",188.7,54000000,286168
Санкт-Петербург;район Адмиралтейский;Конногвардейский бул.;д.5,район Адмиралтейский,Конногвардейский бул.,д.5,"59.934562,30.300555",177.9,56844500,319530
Санкт-Петербург;район Красногвардейский;Пискаревский просп.;д.1,район Красногвардейский,Пискаревский просп.,д.1,"59.957298,30.405572",212.2,57540485,271161
Санкт-Петербург;район Петроградский;Барочная ул.,unknown,unknown,unknown,"59.965744,30.286091",193.2,58330944,301920
Санкт-Петербург;район Петроградский;Петровский просп.;д.2,район Петроградский,Петровский просп.,д.2,"59.953908,30.276818",179.0,59900000,334636
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",254.1,63808781,251156
Санкт-Петербург;район Василеостровский;ул. Нахимова;д.15,район Василеостровский,ул. Нахимова,д.15,"59.941150,30.218069",230.0,65000000,282608
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",258.2,65769467,254683
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962974,30.260694",200.0,69993000,349965
Санкт-Петербург;район Центральный;Итальянская ул.;д.1,район Центральный,Итальянская ул.,д.1,"59.936949,30.327932",186.2,70000000,375939
Санкт-Петербург;район Петроградский;проезд Петровская коса,unknown,unknown,unknown,"59.962021,30.244503",253.2,71189564,281137
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",179.7,73317600,408000
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962974,30.260694",199.7,73877900,369944
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",179.4,74720100,416500
Санкт-Петербург;район Приморский;Приморский просп.;д.46,район Приморский,Приморский просп.,д.46,"59.983148,30.244246",222.4,76505600,344000
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.960667,30.255941",228.2,82320128,360800
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962548,30.259272",300.8,82115670,272990
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,unknown,unknown,"59.962974,30.260694",199.2,83651400,419936
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",203.1,88043850,433500
Санкт-Петербург;район Петроградский;ул. Рентгена;д.19,район Петроградский,ул. Рентгена,д.19,"59.964822,30.326271",290.7,89000000,306157
Санкт-Петербург;район Центральный;Парадная ул.;д.3к2,район Центральный,Парадная ул.,д.3к2,"59.940776,30.369471",235.0,95000000,404255
Санкт-Петербург;район Центральный;Кирочная ул.;д.64,район Центральный,Кирочная ул.,д.64,"59.940713,30.386431",221.0,100000000,452488
Санкт-Петербург;район Центральный;Тверская ул.;д.4,район Центральный,Тверская ул.,д.4,"59.947140,30.379280",209.0,120000000,574162
