address,district,street,house_number,coords,area,full_price,weighted_price
Санкт-Петербург;район Адмиралтейский;Вознесенский просп.;д.18,район Адмиралтейский,Вознесенский просп.,д.18,"59.929353,30.308628",276.2,24800000,89790
Санкт-Петербург;район Центральный;Звенигородская ул.;д.2/44,район Центральный,Звенигородская ул.,д.2/44,"59.923081,30.335981",231.2,24800000,107266
Санкт-Петербург;район Центральный;Звенигородская ул.;д.2/44,район Центральный,Звенигородская ул.,д.2/44,"59.923081,30.335981",231.2,25000000,108131
Санкт-Петербург;район Адмиралтейский;ул. Глинки;д.1,район Адмиралтейский,ул. Глинки,д.1,"59.927554,30.295108",191.0,25000000,130890
Санкт-Петербург;район Центральный;Большая Морская ул.;д.13,район Центральный,Большая Морская ул.,д.13,"59.935250,30.315832",103.0,24900000,241747
Санкт-Петербург;район Фрунзенский;Бухарестская ул.;д.59,район Фрунзенский,Бухарестская ул.,д.59,"59.856289,30.393959",183.0,25000000,136612
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.5,район Петроградский,ул. Куйбышева,д.5,"59.954592,30.327888",187.0,25000000,133689
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.38/96,район Петроградский,Каменноостровский просп.,д.38/96,"59.965903,30.311188",254.6,25000000,98193
Санкт-Петербург;район Центральный;ул. Ломоносова;д.16,район Центральный,ул. Ломоносова,д.16,"59.927658,30.338829",242.0,24900000,102892
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.23/1,район Петроградский,просп. Большой Петроградской стороны,д.23/1,"59.956453,30.297246",161.8,24900000,153893
Санкт-Петербург;район Центральный;Греческий просп.;д.12,район Центральный,Греческий просп.,д.12,"59.939374,30.369920",250.0,24900000,99600
Санкт-Петербург;район Центральный;наб. Реки Фонтанки;д.18,район Центральный,наб. Реки Фонтанки,д.18,"59.941056,30.340814",185.0,25000000,135135
Санкт-Петербург;район Центральный;наб. Реки Фонтанки;д.38,район Центральный,наб. Реки Фонтанки,д.38,"59.934096,30.344722",125.0,25000000,200000
Санкт-Петербург;район Петроградский;ул. Рентгена;д.4,район Петроградский,ул. Рентгена,д.4,"59.963305,30.316165",277.0,24900000,89891
Санкт-Петербург;район Московский;Ленинский просп.;д.161К2,район Московский,Ленинский просп.,д.161К2,"59.850784,30.317036",251.3,25000000,99482
Санкт-Петербург;район Центральный;Моховая ул.;д.28,район Центральный,Моховая ул.,д.28,"59.941642,30.345557",314.2,25000000,79567
Санкт-Петербург;район Адмиралтейский;просп. Римского-Корсакова;д.29,район Адмиралтейский,просп. Римского-Корсакова,д.29,"59.924172,30.301342",243.1,25000000,102838
Санкт-Петербург;район Петроградский;ул. Куйбышева;д.33/8,район Петроградский,ул. Куйбышева,д.33/8,"59.957638,30.334373",216.0,25000000,115740
Санкт-Петербург;район Центральный;Коломенская ул.;д.42,район Центральный,Коломенская ул.,д.42,"59.921074,30.350777",285.3,25299000,88675
Санкт-Петербург;район Петроградский;ул. Блохина;д.4,район Петроградский,ул. Блохина,д.4,"59.950519,30.304684",194.5,25500000,131105
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.54,район Петроградский,Каменноостровский просп.,д.54,"59.971582,30.305969",214.8,25500000,118715
Санкт-Петербург;район Выборгский;просп. Энгельса;д.16К2,район Выборгский,просп. Энгельса,д.16К2,"60.001397,30.326899",250.0,25750000,103000
Санкт-Петербург;район Центральный;Моховая ул.;д.26,район Центральный,Моховая ул.,д.26,"59.941916,30.345530",145.0,25850000,178275
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.69,район Петроградский,просп. Большой Петроградской стороны,д.69,"59.964223,30.309966",214.3,25755000,120181
Санкт-Петербург;район Центральный;Загородный просп.;д.13,район Центральный,Загородный просп.,д.13,"59.925917,30.341326",295.3,25900000,87707
