address,district,street,house_number,coords,area,full_price,weighted_price
Москва;Внуковское поселение;район Внуковское;ул. Авиаконструктора Петлякова;д.13к1,район Внуковское,ул. Авиаконструктора Петлякова,д.13к1,"55.621374,37.305740",75.0,11000000,146666
Москва;Внуковское поселение;район Внуковское;ул. Авиаконструктора Петлякова;д.13к1,район Внуковское,ул. Авиаконструктора Петлякова,д.13к1,"55.621374,37.305740",74.8,11000000,147058
Москва;район Северное Медведково;Широкая ул.;д.30,район Северное Медведково,Широкая ул.,д.30,"55.885963,37.678460",66.1,11182000,169167
Москва;район Теплый Стан;ул. Академика Варги;д.24,район Теплый Стан,ул. Академика Варги,д.24,"55.634176,37.472297",63.7,11200000,175824
Москва;район Бибирево;Алтуфьевское ш.;д.74,район Бибирево,Алтуфьевское ш.,д.74,"55.890340,37.588790",77.6,11200000,144329
Москва;Сосенское поселение;район Сосенское;ул. Александры Монаховой;д.97,район Сосенское,ул. Александры Монаховой,д.97,"55.540730,37.489967",88.0,11500000,130681
Москва;район Черемушки;Перекопская ул.;д.30к1,район Черемушки,Перекопская ул.,д.30к1,"55.663217,37.569962",67.2,11700000,174107
Москва;район Строгино;ул. Твардовского;д.21К2,район Строгино,ул. Твардовского,д.21К2,"55.795798,37.403414",65.0,11800000,181538
Москва;район Бирюлево Западное;Харьковский проезд;д.9К1,район Бирюлево Западное,Харьковский проезд,д.9К1,"55.590078,37.641629",77.0,12000000,155844
Москва;район Головинский;Онежская ул.;д.18,район Головинский,Онежская ул.,д.18,"55.850651,37.520563",58.4,12000000,205479
Москва;район Братеево;ул. Борисовские Пруды;д.46К2,район Братеево,ул. Борисовские Пруды,д.46К2,"55.641651,37.773205",72.4,12000000,165745
Москва;Сосенское поселение;район Сосенское;ул. Александры Монаховой;д.97,район Сосенское,ул. Александры Монаховой,д.97,"55.540730,37.489967",93.0,12000000,129032
Москва;район Чертаново Центральное;Чертановская ул.;д.48К2,район Чертаново Центральное,Чертановская ул.,д.48К2,"55.607641,37.588296",74.8,12250000,163770
Москва;район Новокосино;Новокосинская ул.;д.14К4,район Новокосино,Новокосинская ул.,д.14К4,"55.737948,37.859498",84.0,12500000,148809
Москва;район Фили-Давыдково;ул. Артамонова;д.12К2,район Фили-Давыдково,ул. Артамонова,д.12К2,"55.720170,37.455885",59.0,12500000,211864
Москва;район Ясенево;Новоясеневский просп.;д.32К3,район Ясенево,Новоясеневский просп.,д.32К3,"55.602108,37.538098",63.0,12500000,198412
Москва;район Митино;ул. Барышиха;д.22К1,район Митино,ул. Барышиха,д.22К1,"55.844693,37.350611",73.6,12800000,173913
Москва;район Дмитровский;Дмитровское ш.;д.107Ак1,район Дмитровский,Дмитровское ш.,д.107Ак1,"55.879495,37.539877",82.5,12800000,155151
Москва;район Можайский;ул. Кутузова;д.2,район Можайский,ул. Кутузова,д.2,"55.720672,37.417643",78.0,12990000,166538
Москва;район Митино;пер. 3-й Митинский;д.7,район Митино,пер. 3-й Митинский,д.7,"55.846133,37.347763",73.8,13000000,176151
Москва;район Филевский парк;Сеславинская ул.;д.24,район Филевский парк,Сеславинская ул.,д.24,"55.742980,37.492410",57.4,13100000,228222
Москва;район Можайский;Можайское ш.;д.26,район Можайский,Можайское ш.,д.26,"55.720484,37.423410",80.0,13250000,165625
Москва;район Митино;пер. Ангелов;д.11,район Митино,пер. Ангелов,д.11,"55.852192,37.345733",76.0,13300000,175000
Москва;район Рязанский;ул. Васильцовский Стан;д.11,район Рязанский,ул. Васильцовский Стан,д.11,"55.716701,37.751188",77.0,13500000,175324
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",71.0,13404289,188845
