address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Даниловский;2-й Павелецкий проезд;д.4К2,район Даниловский,2-й Павелецкий проезд,д.4К2,"55.714364,37.642824",43.0,8200000,190697
Москва;район Некрасовка;ул. Липчанского;д.6,район Некрасовка,ул. Липчанского,д.6,"55.704331,37.937498",62.1,8192000,131916
Москва;район Некрасовка;ул. Липчанского;д.6,район Некрасовка,ул. Липчанского,д.6,"55.704331,37.937498",63.9,8192000,128200
Москва;район Некрасовка;ул. Липчанского;д.6,район Некрасовка,ул. Липчанского,д.6,"55.704331,37.937498",63.9,8192000,128200
Москва;район Некрасовка;ул. Липчанского;д.4,район Некрасовка,ул. Липчанского,д.4,"55.704266,37.935819",63.9,8192000,128200
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.39Ак1,район Хорошево-Мневники,просп. Маршала Жукова,д.39Ак1,"55.774986,37.471514",36.1,8194736,227000
Москва;район Некрасовка;ул. Недорубова;д.11,район Некрасовка,ул. Недорубова,д.11,"55.702551,37.933303",63.8,8192000,128401
Москва;район Коптево;Коптевская ул.;д.28к2,район Коптево,Коптевская ул.,д.28к2,"55.835786,37.523609",55.5,8150000,146846
Москва;район Орехово-Борисово Южное;Гурьевский проезд;д.27К2,район Орехово-Борисово Южное,Гурьевский проезд,д.27К2,"55.609253,37.755751",51.3,8200000,159844
Москва;район Царицыно;ул. Медиков;д.24,район Царицыно,ул. Медиков,д.24,"55.632692,37.679808",47.4,8200000,172995
Москва;район Проспект Вернадского;Ленинский просп.;д.110К1,район Проспект Вернадского,Ленинский просп.,д.110К1,"55.667213,37.513008",42.0,8200000,195238
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.867591,37.483547",40.3,8293430,205996
Москва;район Южное Бутово;Остафьевская ул.;д.8,район Южное Бутово,Остафьевская ул.,д.8,"55.530760,37.503073",54.0,8290000,153518
Москва;район Дмитровский;Лобненская ул.;д.13А,район Дмитровский,Лобненская ул.,д.13А,"55.889265,37.528207",58.7,8331140,142000
Москва;район Рязанский;Рязанский просп.;д.вл26,район Рязанский,Рязанский просп.,д.вл26,"55.717107,37.768244",51.6,8359200,162000
Москва;район Гольяново;Амурская ул.,unknown,unknown,unknown,"55.808334,37.760354",63.5,8362188,131688
Москва;район Северное Бутово;Старобитцевская ул.;д.23К1,район Северное Бутово,Старобитцевская ул.,д.23К1,"55.577505,37.573977",53.0,8300000,156603
Москва;Московский поселение;район Московский;Саларьево Парк ЖК;д.к14/1,район Московский,Саларьево Парк ЖК,д.к14/1,"55.617510,37.408561",65.5,8300000,126717
Москва;район Отрадное;ул. Римского-Корсакова;д.11к7,район Отрадное,ул. Римского-Корсакова,д.11к7,"55.874289,37.600379",57.7,8458820,146600
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.602559,37.732584",51.2,8401920,164100
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.645126,37.390712",57.0,8460000,148421
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",62.6,8451803,135012
Москва;район Очаково-Матвеевское;Озерная ул.;д.31К3,район Очаково-Матвеевское,Озерная ул.,д.31К3,"55.672306,37.451923",45.0,8450000,187777
Москва;район Вешняки;Вешняковская ул.;д.28/21к2,район Вешняки,Вешняковская ул.,д.28/21к2,"55.718086,37.819514",49.0,8490000,173265
Москва;пос. Коммунарка;район Сосенское;ул. Бачуринская,пос. Коммунарка,район Сосенское,ул. Бачуринская,"55.579154,37.481033",67.8,8475000,125000
