address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Солнцево;ул. Главмосстроя;д.7,район Солнцево,ул. Главмосстроя,д.7,"55.653888,37.407196",90.0,15200000,168888
Москва;район Хорошевский;Ходынский бул.;д.13,район Хорошевский,Ходынский бул.,д.13,"55.785721,37.524094",118.6,35500000,299325
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,13970000,162441
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",98.0,16856000,172000
Москва;район Замоскворечье;Садовническая ул.;д.57С1,район Замоскворечье,Садовническая ул.,д.57С1,"55.740558,37.640929",84.0,48800000,580952
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,13970000,162441
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",117.0,57000000,487179
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,12777000,148569
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",100.1,17617600,176000
Москва;район Ломоносовский;ул. Строителей;д.3,район Ломоносовский,ул. Строителей,д.3,"55.685100,37.537300",79.0,27400000,346835
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",106.0,68900000,650000
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",100.0,35000000,350000
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.68К2,район Хорошево-Мневники,просп. Маршала Жукова,д.68К2,"55.779676,37.456810",170.0,37750000,222058
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.7С6,район Хорошево-Мневники,3-я Хорошевская ул.,д.7С6,"55.786920,37.491979",112.3,20101000,178993
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.7к2,район Хорошево-Мневники,3-я Хорошевская ул.,д.7к2,"55.786870,37.494979",119.5,21271000,178000
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",127.3,31009000,243628
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",108.9,31709000,291202
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",115.8,32210000,278079
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",110.7,32811000,296449
Москва;район Аэропорт;Кочновский проезд;д.4к1,район Аэропорт,Кочновский проезд,д.4к1,"55.806646,37.542958",103.5,30000000,289855
Москва;район Некрасовка;1-я Вольская ул.;д.15К1,район Некрасовка,1-я Вольская ул.,д.15К1,"55.684097,37.926593",72.0,9500000,131944
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к14,Люберецкие Поля мкр,13-й кв-л,д.к14,"55.703459,37.945116",76.0,7164672,94272
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",82.2,8585790,104450
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.1,8427000,109299
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.4,8427120,108877
