address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Западное Дегунино;Дмитровское ш.;д.81,район Западное Дегунино,Дмитровское ш.,д.81,"55.861176,37.549426",52.6,10645826,202392
Москва;район Солнцево;ул. Авиаторов;д.5,район Солнцево,ул. Авиаторов,д.5,"55.640929,37.398851",51.3,10700000,208576
Москва;район Южное Бутово;ул. Поляны;д.7,район Южное Бутово,ул. Поляны,д.7,"55.552408,37.552157",57.7,10750000,186308
Москва;район Сокол;Светлый проезд;д.6К2,район Сокол,Светлый проезд,д.6К2,"55.813253,37.490227",57.2,10800000,188811
Москва;район Академический;просп. 60-летия Октября;д.23К1,район Академический,просп. 60-летия Октября,д.23К1,"55.691399,37.576789",48.0,10900000,227083
Москва;район Солнцево;Мещерский лес ЖК;д.к5с1,район Солнцево,Мещерский лес ЖК,д.к5с1,"55.661948,37.421443",65.5,10990000,167786
Москва;район Бескудниковский;Бескудниковский бул.;д.21К2,район Бескудниковский,Бескудниковский бул.,д.21К2,"55.866687,37.557107",63.0,10900000,173015
Москва;район Очаково-Матвеевское;Большая Очаковская ул.;д.12к4,район Очаково-Матвеевское,Большая Очаковская ул.,д.12к4,"55.686954,37.461230",60.3,11000000,182421
Москва;район Кунцево;Молодогвардейская ул.;д.36К6,район Кунцево,Молодогвардейская ул.,д.36К6,"55.737279,37.416305",49.7,11000000,221327
Москва;район Очаково-Матвеевское;Большая Очаковская ул.;д.12к4,район Очаково-Матвеевское,Большая Очаковская ул.,д.12к4,"55.686954,37.461230",60.4,11000000,182119
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",59.7,11035000,184840
Москва;район Куркино;Ландышевая ул.;д.14К1,район Куркино,Ландышевая ул.,д.14К1,"55.884610,37.388421",53.0,11020000,207924
Москва;район Косино-Ухтомский;ул. Дмитриевского;д.11,район Косино-Ухтомский,ул. Дмитриевского,д.11,"55.709064,37.890957",63.0,11100000,176190
Москва;район Нагатинский затон;Коломенская ул.;д.3,район Нагатинский затон,Коломенская ул.,д.3,"55.684183,37.706613",66.7,11250000,168665
Москва;Московский;район Юго-Западный;3-й мкр;д.12,район Юго-Западный,3-й мкр,д.12,"55.595323,37.339849",72.9,11400000,156485
Москва;район Соколиная гора;просп. Буденного;д.51к1,район Соколиная гора,просп. Буденного,д.51к1,"55.760449,37.737767",63.7,11432000,179466
Москва;район Войковский;ул. Космонавта Волкова;д.7,район Войковский,ул. Космонавта Волкова,д.7,"55.815999,37.509550",53.0,11400000,215094
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",65.0,11300000,173846
Москва;район Вешняки;Вешняковская ул.;д.18к1,район Вешняки,Вешняковская ул.,д.18к1,"55.723607,37.824032",50.8,11360000,223622
Москва;район Бирюлево Восточное;6-я Радиальная ул.;д.5к3,район Бирюлево Восточное,6-я Радиальная ул.,д.5к3,"55.604651,37.661132",72.7,11350000,156121
Москва;район Отрадное;ул. Римского-Корсакова;д.11к7,район Отрадное,ул. Римского-Корсакова,д.11к7,"55.875501,37.602247",68.5,11500000,167883
Москва;Внуковское поселение;район Внуковское;ул. Самуила Маршака;д.15,район Внуковское,ул. Самуила Маршака,д.15,"55.637510,37.328503",64.5,11500000,178294
Москва;район Хорошево-Мневники;ул. Маршала Тухачевского;д.24К3,район Хорошево-Мневники,ул. Маршала Тухачевского,д.24К3,"55.785670,37.476196",51.3,11500000,224171
Москва;район Бабушкинский;ул. Менжинского;д.32К3,район Бабушкинский,ул. Менжинского,д.32К3,"55.870157,37.665938",54.0,11600000,214814
Москва;район Бутырский;Новодмитровская ул.;д.2к7,район Бутырский,Новодмитровская ул.,д.2к7,"55.802462,37.591934",64.8,11590000,178858
