address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Богородское;Ивантеевская ул.;д.28К1,район Богородское,Ивантеевская ул.,д.28К1,"55.815752,37.728981",40.0,7000000,175000
Москва;район Западное Дегунино;Базовская ул.;д.4А,район Западное Дегунино,Базовская ул.,д.4А,"55.873935,37.508104",42.0,7000000,166666
Москва;район Царицыно;ул. Бехтерева;д.35К1,район Царицыно,ул. Бехтерева,д.35К1,"55.621836,37.648708",44.8,7200000,160714
Москва;Щербинка;район Щербинка;Южный кв-л;д.10,район Щербинка,Южный кв-л,д.10,"55.493120,37.554169",63.4,7150000,112776
Москва;район Люблино;Люблинская ул.;д.72,район Люблино,Люблинская ул.,д.72,"55.668214,37.739177",54.1,7300000,134935
Москва;район Можайский;Сколковское ш.;д.2,район Можайский,Сколковское ш.,д.2,"55.708420,37.404052",38.3,7300000,190600
Москва;район Можайский;Гвардейская ул.;д.9К2,район Можайский,Гвардейская ул.,д.9К2,"55.723303,37.422710",37.7,7400000,196286
Москва;район Западное Дегунино;Дмитровское ш.;д.81,район Западное Дегунино,Дмитровское ш.,д.81,"55.861176,37.549426",35.7,7386504,206904
Москва;район Царицыно;Кантемировская ул.;д.33К2,район Царицыно,Кантемировская ул.,д.33К2,"55.635360,37.661823",37.0,7450000,201351
Москва;район Бирюлево Восточное;Бирюлевская ул.;д.39,район Бирюлево Восточное,Бирюлевская ул.,д.39,"55.588191,37.665731",54.0,7500000,138888
Москва;Филимонковское поселение;пос. Марьино;район Филимонковское;д.40,пос. Марьино,район Филимонковское,д.40,"55.548049,37.314068",64.0,7550000,117968
Москва;район Кузьминки;Волгоградский просп.;д.150К1,район Кузьминки,Волгоградский просп.,д.150К1,"55.701410,37.789815",44.0,7570000,172045
Москва;Московский;район Московский;ул. Бианки;д.6к4,район Московский,ул. Бианки,д.6к4,"55.601254,37.361930",61.0,7550000,123770
Москва;район Бибирево;ул. Коненкова;д.19Г,район Бибирево,ул. Коненкова,д.19Г,"55.893087,37.605643",45.3,7500000,165562
Москва;пос. Первомайское;район Первомайское;ул. Центральная;д.31,район Первомайское,ул. Центральная,д.31,"55.535901,37.157877",51.4,7500000,145914
Москва;Сосенское поселение;район Сосенское;бул. Веласкеса;д.8,район Сосенское,бул. Веласкеса,д.8,"55.592637,37.461122",60.6,7700000,127062
Москва;район Бибирево;ул. Корнейчука;д.36Б,район Бибирево,ул. Корнейчука,д.36Б,"55.896145,37.626151",45.5,7700000,169230
Москва;Десеновское поселение;район Десёновское;просп. Нововатутинский;д.7,район Десёновское,просп. Нововатутинский,д.7,"55.517016,37.347979",55.0,7650000,139090
Москва;район Некрасовка;Покровская ул.;д.17Ак1,район Некрасовка,Покровская ул.,д.17Ак1,"55.698533,37.935513",61.2,7693360,125708
Москва;район Люблино;Краснодарская ул.;д.51К4,район Люблино,Краснодарская ул.,д.51К4,"55.678595,37.767016",45.8,7800000,170305
Москва;Щербинка;район Щербинка;Южный кв-л;д.6,район Щербинка,Южный кв-л,д.6,"55.494706,37.553136",65.7,7850000,119482
Москва;район Солнцево;ул. Щорса;д.4К1,район Солнцево,ул. Щорса,д.4К1,"55.647097,37.404968",53.5,7850000,146728
Москва;район Чертаново Южное;Россошанская ул.;д.3К1,район Чертаново Южное,Россошанская ул.,д.3К1,"55.595994,37.607835",43.9,7950000,181093
Москва;район Чертаново Южное;Россошанская ул.;д.7К1,район Чертаново Южное,Россошанская ул.,д.7К1,"55.596483,37.610592",42.0,7999000,190452
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",52.0,7900000,151923
