address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",39.1,10000000,255754
Москва;район Строгино;ул. Твардовского;д.12к3,район Строгино,ул. Твардовского,д.12к3,"55.793242,37.401042",42.0,10500000,250000
Москва;район Беговой;Искра Парк ЖК,unknown,unknown,unknown,"55.790094,37.550819",44.4,11100000,250000
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",46.0,11500000,250000
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",47.5,11500000,242105
Москва;район Беговой;Ленинградский просп.;д.31С31,район Беговой,Ленинградский просп.,д.31С31,"55.785058,37.561616",40.8,11800000,289215
Москва;район Басманный;Нижняя Красносельская ул.;д.35С1,район Басманный,Нижняя Красносельская ул.,д.35С1,"55.776294,37.672163",54.6,12673534,232116
Москва;район Аэропорт;ул. Черняховского;д.19,район Аэропорт,ул. Черняховского,д.19,"55.809160,37.541126",44.2,13397000,303099
Москва;район Обручевский;Ленинский просп.;д.119,район Обручевский,Ленинский просп.,д.119,"55.651516,37.488727",50.0,14200000,284000
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",45.5,14900000,327472
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",42.0,16490000,392619
Москва;район Щукино;Щукинская ул.;д.8к1,район Щукино,Щукинская ул.,д.8к1,"55.808953,37.479205",56.0,17100000,305357
Москва;район Даниловский;ул. Серпуховский Вал;д.21к3,район Даниловский,ул. Серпуховский Вал,д.21к3,"55.710038,37.608940",58.0,18300000,315517
Москва;район Пресненский;ул. Сергея Макеева;д.9,район Пресненский,ул. Сергея Макеева,д.9,"55.761558,37.549067",47.0,19480000,414468
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",58.0,19900000,343103
Москва;район Раменки;ул. Столетова;д.15,район Раменки,ул. Столетова,д.15,"55.702693,37.499013",60.0,21450000,357500
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к2,район Тропарево-Никулино,просп. Вернадского,д.94к2,"55.652796,37.474192",58.3,23900000,409948
Москва;район Раменки;Мосфильмовская ул.;д.88к2с6,район Раменки,Мосфильмовская ул.,д.88к2с6,"55.705488,37.493308",77.9,28500000,365853
Москва;район Пресненский;ул. Сергея Макеева;д.9,район Пресненский,ул. Сергея Макеева,д.9,"55.761558,37.549067",57.0,31000000,543859
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",67.0,39140000,584179
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,район Новофёдоровское,Борисоглебское ЖК,"55.485620,36.921484",33.8,2577000,76242
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,район Новофёдоровское,Борисоглебское ЖК,"55.498495,36.916222",34.8,2784000,80000
Москва;Филимонковское поселение;район Филимонковское;ул. Харлампиева;д.50к3,район Филимонковское,ул. Харлампиева,д.50к3,"55.548706,37.311112",40.0,3500000,87500
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;ул. Борисоглебская Слобода;д.8,район Новофёдоровское,ул. Борисоглебская Слобода,д.8,"55.497409,36.912557",34.2,3650000,106725
Москва;Зеленоград;район Матушкино;д.к200Г,Зеленоград,район Матушкино,д.к200Г,"56.004529,37.198832",33.0,4300000,130303
