address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Западное Дегунино;Базовская ул.;д.15к15,район Западное Дегунино,Базовская ул.,д.15к15,"55.876157,37.505292",58.2,9150000,157216
Москва;район Южное Бутово;ул. Адмирала Лазарева;д.52,район Южное Бутово,ул. Адмирала Лазарева,д.52,"55.542767,37.518282",51.0,9400000,184313
Москва;район Орехово-Борисово Северное;Шипиловская ул.;д.8к1,район Орехово-Борисово Северное,Шипиловская ул.,д.8к1,"55.617068,37.700541",50.6,9400000,185770
Москва;район Некрасовка;Рождественская ул.;д.32,район Некрасовка,Рождественская ул.,д.32,"55.701354,37.927060",62.5,9350000,149600
Москва;Московский;район Первый Московский Город-Парк;ул. Москвитина;д.1к1,район Первый Московский Город-Парк,ул. Москвитина,д.1к1,"55.599280,37.356612",57.7,9500000,164644
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",60.9,9500000,155993
Москва;район Солнцево;ул. Авиаторов;д.5,район Солнцево,ул. Авиаторов,д.5,"55.640929,37.398851",52.0,9480000,182307
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",49.1,9647659,196490
Москва;район Некрасовка;ул. Недорубова;д.20к1,район Некрасовка,ул. Недорубова,д.20к1,"55.703205,37.935468",59.3,9700000,163575
Москва;Внуковское поселение;район Внуковское;ул. Самуила Маршака;д.8,район Внуковское,ул. Самуила Маршака,д.8,"55.640624,37.328917",62.0,9650000,155645
Москва;район Солнцево;Боровское ш.;д.вл7,район Солнцево,Боровское ш.,д.вл7,"55.658556,37.415164",54.6,9700000,177655
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",46.0,9742200,211786
Москва;район Бирюлево Восточное;Липецкая ул.;д.22К1,район Бирюлево Восточное,Липецкая ул.,д.22К1,"55.593207,37.671040",59.0,9700000,164406
Москва;район Солнцево;ул. Главмосстроя;д.7,район Солнцево,ул. Главмосстроя,д.7,"55.653888,37.407196",50.6,9750000,192687
Москва;район Теплый Стан;Профсоюзная ул.;д.вл128к2,район Теплый Стан,Профсоюзная ул.,д.вл128к2,"55.630090,37.514473",53.7,9827100,183000
Москва;район Солнцево;Производственная ул.;д.12к1,район Солнцево,Производственная ул.,д.12к1,"55.644227,37.388780",59.2,9750000,164695
Москва;район Южное Бутово;ул. Поляны;д.5Ак3,район Южное Бутово,ул. Поляны,д.5Ак3,"55.555596,37.557188",57.9,9800000,169257
Москва;Внуковское поселение;район Внуковское;бул. Андрея Тарковского;д.5,район Внуковское,бул. Андрея Тарковского,д.5,"55.627727,37.342984",70.0,9900000,141428
Москва;район Теплый Стан;Профсоюзная ул.;д.вл128к2,район Теплый Стан,Профсоюзная ул.,д.вл128к2,"55.630090,37.514473",54.2,9919000,183007
Москва;район Орехово-Борисово Южное;Ореховый бул.;д.20/2,район Орехово-Борисово Южное,Ореховый бул.,д.20/2,"55.611948,37.729691",58.5,9945000,170000
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",54.0,10261188,190022
Москва;район Южное Бутово;Южнобутовская ул.;д.117,район Южное Бутово,Южнобутовская ул.,д.117,"55.532197,37.519485",56.6,10400000,183745
Москва;район Щукино;ул. Народного Ополчения;д.44к1,район Щукино,ул. Народного Ополчения,д.44к1,"55.791653,37.491242",47.0,10400000,221276
Москва;район Рязанский;2-й Грайвороновский проезд;д.38к1,район Рязанский,2-й Грайвороновский проезд,д.38к1,"55.724353,37.741010",62.4,10480000,167948
Москва;район Коптево;ул. Лихоборские Бугры;д.4к1,район Коптево,ул. Лихоборские Бугры,д.4к1,"55.841807,37.549597",55.0,10600000,192727
