address,district,street,house_number,coords,area,full_price,weighted_price
Москва;Троицк;район Троицк;ул. Нагорная;д.5,район Троицк,ул. Нагорная,д.5,"55.492926,37.300386",39.0,6500000,166666
Москва;район Соколиная гора;просп. Буденного;д.51к4,район Соколиная гора,просп. Буденного,д.51к4,"55.759689,37.738477",45.6,6546000,143552
Москва;район Хорошево-Мневники;ул. Народного Ополчения,unknown,unknown,unknown,"55.774036,37.474213",29.0,6525000,225000
Москва;район Северное Тушино;Туристская ул.;д.19К1,район Северное Тушино,Туристская ул.,д.19К1,"55.852263,37.421156",41.6,6500000,156250
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882528,37.681620",38.4,6529000,170026
Москва;район Чертаново Северное;Сумская ул.;д.6К3,район Чертаново Северное,Сумская ул.,д.6К3,"55.625328,37.605373",33.2,6500000,195783
Москва;район Нагатино-Садовники;Нагатинская ул.;д.17К1,район Нагатино-Садовники,Нагатинская ул.,д.17К1,"55.680331,37.644764",30.3,6500000,214521
Москва;район Северный;Дмитровское ш.;д.169К3,район Северный,Дмитровское ш.,д.169К3,"55.932344,37.542931",35.0,6500000,185714
Москва;район Дмитровский;Лобненская ул.;д.13А,район Дмитровский,Лобненская ул.,д.13А,"55.889820,37.528950",38.1,6552828,171900
Москва;район Коптево;Коптевский бул.;д.19,район Коптево,Коптевский бул.,д.19,"55.831549,37.521686",35.1,6550000,186609
Москва;район Новокосино;Новокосинская ул.;д.23,район Новокосино,Новокосинская ул.,д.23,"55.741161,37.860603",36.8,6550000,177989
Москва;район Чертаново Южное;Варшавское ш.;д.170Е,район Чертаново Южное,Варшавское ш.,д.170Е,"55.584399,37.579538",38.3,6623032,172879
Москва;район Восточное Дегунино;Дубнинская ул.;д.16К3,район Восточное Дегунино,Дубнинская ул.,д.16К3,"55.867551,37.568282",34.0,6600000,194117
Москва;район Западное Дегунино;Дмитровское ш.;д.71к2с4,район Западное Дегунино,Дмитровское ш.,д.71к2с4,"55.854960,37.559036",35.1,6641965,189229
Москва;район Марьино;Новомарьинская ул.;д.28,район Марьино,Новомарьинская ул.,д.28,"55.657682,37.767645",39.0,6600000,169230
Москва;район Дмитровский;ул. 800-летия Москвы;д.2К2,район Дмитровский,ул. 800-летия Москвы,д.2К2,"55.875395,37.532691",32.9,6600000,200607
Москва;район Солнцево;Лучи ЖК;д.1,район Солнцево,Лучи ЖК,д.1,"55.642967,37.384981",34.6,6600000,190751
Москва;район Косино-Ухтомский;Лухмановская ул.;д.18,район Косино-Ухтомский,Лухмановская ул.,д.18,"55.720083,37.903048",40.0,6600000,165000
Москва;район Южное Бутово;ул. Поляны,unknown,unknown,unknown,"55.553871,37.554841",40.3,6709950,166500
Москва;район Марьина роща;Складочная ул.;д.6С10,район Марьина роща,Складочная ул.,д.6С10,"55.802253,37.598698",36.2,6711566,185300
Москва;район Южное Тушино;Окружная ул.;д.6,район Южное Тушино,Окружная ул.,д.6,"55.844197,37.399327",36.0,6650000,184722
Москва;район Головинский;Онежская ул.;д.37,район Головинский,Онежская ул.,д.37,"55.856118,37.512092",32.0,6690000,209062
Москва;район Новогиреево;Перовская ул.;д.58,район Новогиреево,Перовская ул.,д.58,"55.745032,37.791908",30.0,6700000,223333
Москва;район Можайский;Гвардейская ул.;д.8,район Можайский,Гвардейская ул.,д.8,"55.722421,37.425468",32.0,6700000,209375
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.599235,37.727373",34.0,6700000,197058
