address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Крылатское;Островной проезд;д.1,район Крылатское,Островной проезд,д.1,"55.757805,37.447548",90.3,40000000,442967
Москва;район Пресненский;Мерзляковский пер.;д.15,район Пресненский,Мерзляковский пер.,д.15,"55.756533,37.596435",100.2,40000000,399201
Москва;район Басманный;Большой Харитоньевский пер.;д.16-18,район Басманный,Большой Харитоньевский пер.,д.16-18,"55.765205,37.647486",77.0,40000000,519480
Москва;район Мещанский;ул. Советской Армии;д.6,район Мещанский,ул. Советской Армии,д.6,"55.786703,37.617474",61.0,41000000,672131
Москва;район Арбат;1-й Смоленский пер.;д.21,район Арбат,1-й Смоленский пер.,д.21,"55.749334,37.579178",68.0,42000000,617647
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",83.3,42000000,504201
Москва;район Покровское-Стрешнево;Ленинградское ш.;д.23к1,район Покровское-Стрешнево,Ленинградское ш.,д.23к1,"55.824693,37.484424",78.6,43950000,559160
Москва;район Раменки;Воробьевское ш.;д.4,район Раменки,Воробьевское ш.,д.4,"55.727693,37.535359",65.0,45000000,692307
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",61.0,45000000,737704
Москва;район Красносельский;Милютинский пер.;д.19/4С2,район Красносельский,Милютинский пер.,д.19/4С2,"55.765909,37.632125",72.0,45000000,625000
Москва;район Раменки;Минская ул.;д.2,район Раменки,Минская ул.,д.2,"55.716037,37.503998",111.0,45000000,405405
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к2,район Очаково-Матвеевское,Нежинская ул.,д.1к2,"55.719313,37.478019",88.0,47265300,537105
Москва;район Пресненский;ул. Сергея Макеева;д.9к1,район Пресненский,ул. Сергея Макеева,д.9к1,"55.760915,37.550208",94.0,49000000,521276
Москва;район Хамовники;ул. Льва Толстого;д.23к1,район Хамовники,ул. Льва Толстого,д.23к1,"55.735941,37.583598",75.0,50000000,666666
Москва;район Покровское-Стрешнево;Ленинградское ш.;д.23к1,район Покровское-Стрешнево,Ленинградское ш.,д.23к1,"55.824693,37.484424",92.8,49950000,538254
Москва;район Арбат;1-й Смоленский пер.;д.17,район Арбат,1-й Смоленский пер.,д.17,"55.748711,37.578514",78.0,50000000,641025
Москва;район Хамовники;Комсомольский просп.;д.42С2,район Хамовники,Комсомольский просп.,д.42С2,"55.721731,37.572899",107.4,51000000,474860
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",73.0,51500000,705479
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",100.0,54000000,540000
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",100.0,54000000,540000
Москва;район Мещанский;Варсонофьевский пер.;д.4С1,район Мещанский,Варсонофьевский пер.,д.4С1,"55.763245,37.624822",107.0,55000000,514018
Москва;район Пресненский;Большая Садовая ул.;д.5к2,район Пресненский,Большая Садовая ул.,д.5к2,"55.769104,37.591701",105.0,60000000,571428
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",98.0,59900000,611224
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",106.0,63020400,594532
Москва;район Тверской;1-й Тверской-Ямской пер.;д.11,район Тверской,1-й Тверской-Ямской пер.,д.11,"55.773155,37.597208",112.0,63020400,562682
