address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",129.0,17700000,137209
Москва;район Крылатское;Осенняя ул.;д.16,район Крылатское,Осенняя ул.,д.16,"55.765635,37.405471",80.0,18900000,236250
Москва;район Беговой;Ленинградский просп.;д.14К4,район Беговой,Ленинградский просп.,д.14К4,"55.781696,37.579762",72.0,19400000,269444
Москва;район Дмитровский;ул. Софьи Ковалевской;д.20,район Дмитровский,ул. Софьи Ковалевской,д.20,"55.887968,37.537101",88.2,20000000,226757
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",78.0,20000000,256410
Москва;район Хамовники;Большой Афанасьевский пер.;д.5,район Хамовники,Большой Афанасьевский пер.,д.5,"55.745453,37.596381",67.0,20500000,305970
Москва;район Басманный;Большой Казенный пер.;д.4,район Басманный,Большой Казенный пер.,д.4,"55.759593,37.653891",79.0,21500000,272151
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",87.0,22600000,259770
Москва;район Раменки;Мичуринский просп.;д.16,район Раменки,Мичуринский просп.,д.16,"55.703119,37.506047",75.0,22800000,304000
Москва;район Южнопортовый;ул. 1-я Машиностроения;д.10,район Южнопортовый,ул. 1-я Машиностроения,д.10,"55.714191,37.670914",75.0,23500000,313333
Москва;район Южнопортовый;ул. 1-я Машиностроения;д.10,район Южнопортовый,ул. 1-я Машиностроения,д.10,"55.714191,37.670914",78.0,23500000,301282
Москва;район Коньково;Профсоюзная ул.;д.104,район Коньково,Профсоюзная ул.,д.104,"55.641920,37.523456",82.0,23500000,286585
Москва;район Щукино;ул. Маршала Бирюзова;д.8К1,район Щукино,ул. Маршала Бирюзова,д.8К1,"55.792184,37.496794",96.0,25000000,260416
Москва;район Можайский;ул. Кутузова;д.11К4,район Можайский,ул. Кутузова,д.11К4,"55.722553,37.411616",137.0,27500000,200729
Москва;район Хорошевский;проезд Березовой Рощи;д.10,район Хорошевский,проезд Березовой Рощи,д.10,"55.788940,37.519171",92.6,27700000,299136
Москва;район Строгино;ул. Маршала Катукова;д.24к6,район Строгино,ул. Маршала Катукова,д.24к6,"55.802442,37.412128",99.0,28600000,288888
Москва;район Хамовники;пер. Сивцев Вражек;д.21,район Хамовники,пер. Сивцев Вражек,д.21,"55.747267,37.593381",82.0,29000000,353658
Москва;район Сокольники;проезд Попов;д.4,район Сокольники,проезд Попов,д.4,"55.784066,37.697469",80.0,33300000,416250
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",121.0,35300000,291735
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",126.0,37500000,297619
Москва;район Щукино;Авиационная ул.;д.79В,район Щукино,Авиационная ул.,д.79В,"55.807461,37.448465",120.0,38800000,323333
Москва;район Покровское-Стрешнево;Сосновая аллея;д.1,район Покровское-Стрешнево,Сосновая аллея,д.1,"55.820020,37.462954",127.0,39000000,307086
Москва;район Раменки;Минская ул.;д.1ГК2,район Раменки,Минская ул.,д.1ГК2,"55.712127,37.499390",123.0,39450000,320731
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",126.0,40000000,317460
Москва;район Пресненский;ул. Сергея Макеева;д.9к3,район Пресненский,ул. Сергея Макеева,д.9к3,"55.762100,37.550064",115.0,41000000,356521
