address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Бутырский;Новодмитровская ул.;д.2к7,район Бутырский,Новодмитровская ул.,д.2к7,"55.802462,37.591934",66.1,13650000,206505
Москва;пос. Коммунарка;район Сосенское;ул. Лазурная;д.14,район Сосенское,ул. Лазурная,д.14,"55.566949,37.470833",95.7,13700000,143155
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",76.6,13700000,178851
Москва;район Восточное Дегунино;Дубнинская ул.;д.22к6,район Восточное Дегунино,Дубнинская ул.,д.22к6,"55.872627,37.561643",82.0,13860000,169024
Москва;район Коптево;проезд Черепановых;д.32,район Коптево,проезд Черепановых,д.32,"55.841311,37.529151",85.0,14000000,164705
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",93.8,13970000,148933
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,14013000,162941
Москва;район Солнцево;Боровское ш.;д.2к6,район Солнцево,Боровское ш.,д.2к6,"55.661592,37.416979",88.0,13980000,158863
Москва;район Северный;Дмитровское ш.;д.122Гк1,район Северный,Дмитровское ш.,д.122Гк1,"55.920668,37.547252",76.8,14700000,191406
Москва;район Ломоносовский;ул. Строителей;д.5К2,район Ломоносовский,ул. Строителей,д.5К2,"55.684366,37.533993",79.5,14800000,186163
Москва;район Головинский;Кронштадтский бул.;д.6к5,район Головинский,Кронштадтский бул.,д.6к5,"55.840533,37.493614",65.7,15000000,228310
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к3,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к3,"55.676585,37.634092",101.4,15200000,149901
Москва;район Хорошево-Мневники;ул. Народного Ополчения;д.11,район Хорошево-Мневники,ул. Народного Ополчения,д.11,"55.772416,37.474417",62.0,15500000,250000
Москва;район Южное Тушино;ул. Фабрициуса;д.18,район Южное Тушино,ул. Фабрициуса,д.18,"55.843965,37.446910",80.3,15790000,196637
Москва;Сосенское поселение;пос. Газопровод;район Сосенское;д.18к1,пос. Газопровод,район Сосенское,д.18к1,"55.579429,37.482421",121.0,16300000,134710
Москва;район Северное Медведково;Широкая ул.;д.30,район Северное Медведково,Широкая ул.,д.30,"55.885963,37.678460",116.8,16397000,140385
Москва;район Ломоносовский;ул. Академика Пилюгина;д.14К4,район Ломоносовский,ул. Академика Пилюгина,д.14К4,"55.671422,37.533185",77.1,16399000,212697
Москва;район Беговой;Ленинградский просп.;д.29к1,район Беговой,Ленинградский просп.,д.29к1,"55.785169,37.564033",68.0,16500000,242647
Москва;район Головинский;Кронштадтский бул.;д.6к2,район Головинский,Кронштадтский бул.,д.6к2,"55.841261,37.494422",70.0,16500000,235714
Москва;район Тропарево-Никулино;ул. Академика Анохина;д.5К1,район Тропарево-Никулино,ул. Академика Анохина,д.5К1,"55.663832,37.474641",69.9,16600000,237482
Москва;район Тропарево-Никулино;ул. Академика Анохина;д.5К1,район Тропарево-Никулино,ул. Академика Анохина,д.5К1,"55.663832,37.474641",69.9,16600000,237482
Москва;район Южное Бутово;ул. Адмирала Лазарева;д.63к2,район Южное Бутово,ул. Адмирала Лазарева,д.63к2,"55.536543,37.506765",87.6,16750000,191210
Москва;район Очаково-Матвеевское;Озерная ул.;д.4к1,район Очаково-Матвеевское,Озерная ул.,д.4к1,"55.686939,37.465191",75.2,16800000,223404
Москва;район Академический;Большая Черемушкинская ул.;д.24к1,район Академический,Большая Черемушкинская ул.,д.24к1,"55.681163,37.587308",75.0,16900000,225333
Москва;район Вешняки;Вешняковская ул.;д.18к1,район Вешняки,Вешняковская ул.,д.18к1,"55.723607,37.824032",85.2,16907000,198438
