address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к3,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к3,"55.676585,37.634092",109.3,17800000,162854
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",88.1,19900000,225879
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",139.5,21568884,154615
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",125.0,23000000,184000
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",166.9,23544284,141068
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",102.0,23500000,230392
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",103.1,25000000,242483
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к2,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к2,"55.677539,37.634398",128.0,25000000,195312
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",133.0,25500000,191729
Москва;район Обручевский;Профсоюзная ул.;д.68к2,район Обручевский,Профсоюзная ул.,д.68к2,"55.664091,37.546255",90.0,25500000,283333
Москва;район Обручевский;Профсоюзная ул.;д.68к2,район Обручевский,Профсоюзная ул.,д.68к2,"55.664091,37.546255",92.0,26300000,285869
Москва;район Фили-Давыдково;ул. Ватутина;д.18К2,район Фили-Давыдково,ул. Ватутина,д.18К2,"55.722588,37.452103",97.3,26999999,277492
Москва;район Обручевский;Профсоюзная ул.;д.68к1,район Обручевский,Профсоюзная ул.,д.68к1,"55.664654,37.546084",96.0,27200000,283333
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",132.0,27500000,208333
Москва;район Измайлово;Первомайская ул.;д.42,район Измайлово,Первомайская ул.,д.42,"55.792265,37.787111",115.0,32500000,282608
Москва;район Щукино;ул. Расплетина;д.21,район Щукино,ул. Расплетина,д.21,"55.798257,37.481990",113.0,33000000,292035
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",122.8,34700000,282573
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.78,район Хорошево-Мневники,просп. Маршала Жукова,д.78,"55.780846,37.449147",150.0,34900000,232666
Москва;район Хорошевский;проезд Березовой Рощи;д.10,район Хорошевский,проезд Березовой Рощи,д.10,"55.788940,37.519171",100.0,35000000,350000
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",120.0,35000000,291666
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",155.0,35500000,229032
Москва;район Тропарево-Никулино;ул. Коштоянца;д.20К1,район Тропарево-Никулино,ул. Коштоянца,д.20К1,"55.674352,37.477777",130.0,35950000,276538
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",149.0,35700000,239597
Москва;район Пресненский;ул. Трехгорный Вал;д.8,район Пресненский,ул. Трехгорный Вал,д.8,"55.759238,37.560565",95.2,38000000,399159
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к3,район Очаково-Матвеевское,Нежинская ул.,д.1к3,"55.718831,37.477624",125.5,38990000,310677
