address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Некрасовка;ул. Лавриненко;д.3,район Некрасовка,ул. Лавриненко,д.3,"55.701430,37.944514",39.7,5352740,134829
Москва;район Дмитровский;Дмитровское ш.;д.107к2А,район Дмитровский,Дмитровское ш.,д.107к2А,"55.879737,37.543963",40.1,5380886,134186
Москва;Десеновское поселение;район Десёновское;Андерсен ЖК;ул. Андерсена;д.8,Андерсен ЖК,ул. Андерсена,д.8,"55.519473,37.396955",50.0,5400000,108000
Москва;Сосенское поселение;район Сосенское;ул. Василия Ощепкова;д.6,район Сосенское,ул. Василия Ощепкова,д.6,"55.555000,37.467221",23.1,5400000,233766
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.1к1,район Сосенское,бул. Скандинавский,д.1к1,"55.568354,37.495761",41.0,5400000,131707
Москва;район Некрасовка;Покровская ул.;д.14,район Некрасовка,Покровская ул.,д.14,"55.699548,37.936699",38.6,5448300,141147
Москва;район Некрасовка;Покровская ул.;д.14,район Некрасовка,Покровская ул.,д.14,"55.699548,37.936699",38.4,5420200,141151
Москва;район Некрасовка;ул. Недорубова;д.10,район Некрасовка,ул. Недорубова,д.10,"55.701039,37.933510",38.6,5448300,141147
Москва;район Некрасовка;Покровская ул.;д.14,район Некрасовка,Покровская ул.,д.14,"55.699548,37.936699",38.6,5448300,141147
Москва;район Люблино;Люблинская ул.;д.76А,район Люблино,Люблинская ул.,д.76А,"55.662535,37.732831",35.7,5451390,152700
Москва;район Южнопортовый;Метрополия ЖК;д.2,район Южнопортовый,Метрополия ЖК,д.2,"55.719896,37.693714",23.6,5463400,231500
Москва;район Дмитровский;Дмитровское ш.;д.107Ак1,район Дмитровский,Дмитровское ш.,д.107Ак1,"55.880687,37.541351",40.8,5473160,134146
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",33.9,5451292,160900
Москва;Сосенское поселение;район Сосенское;бул. Веласкеса;д.5к2,район Сосенское,бул. Веласкеса,д.5к2,"55.593207,37.458822",40.0,5450000,136250
Москва;район Кунцево;Мякинино Парк ЖК,unknown,unknown,unknown,"55.803338,37.347289",39.4,5508120,139800
Москва;район Рязанский;Рязанский просп.;д.вл26,район Рязанский,Рязанский просп.,д.вл26,"55.717107,37.768244",29.3,5567000,190000
Москва;район Северное Измайлово;Сиреневый бул.;д.67К1,район Северное Измайлово,Сиреневый бул.,д.67К1,"55.803545,37.822775",35.0,5550000,158571
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к1,район Сосенское,бул. Скандинавский,д.4к1,"55.567097,37.496713",39.0,5500000,141025
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.1к1,район Сосенское,бул. Скандинавский,д.1к1,"55.568354,37.495761",39.0,5500000,141025
Москва;район Некрасовка;Покровская ул.;д.17Ак1,район Некрасовка,Покровская ул.,д.17Ак1,"55.698533,37.935513",39.2,5532600,141137
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.3,5532600,140778
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",39.4,5560700,141134
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.3,5532600,140778
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.2,5532600,141137
Москва;Троицк;район Троицк;В мкр;д.15А,район Троицк,В мкр,д.15А,"55.488790,37.294278",34.8,5500000,158045
