address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Фили-Давыдково;Давыдковская ул.;д.3,район Фили-Давыдково,Давыдковская ул.,д.3,"55.727460,37.479977",136.1,70000000,514327
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",155.1,70897950,457111
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",186.0,72675125,390726
Москва;район Арбат;1-й Смоленский пер.;д.17,район Арбат,1-й Смоленский пер.,д.17,"55.748711,37.578514",142.0,75000000,528169
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",160.0,75000000,468750
Москва;район Раменки;Ломоносовский просп.;д.25к1,район Раменки,Ломоносовский просп.,д.25к1,"55.693591,37.532439",141.0,74900000,531205
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",185.2,75624480,408339
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",115.0,77000000,669565
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",116.0,77000000,663793
Москва;район Хамовники;ул. Усачева;д.11,район Хамовники,ул. Усачева,д.11,"55.726583,37.572648",149.1,77000000,516431
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",185.7,78409351,422236
Москва;район Раменки;Мосфильмовская ул.;д.70к1,район Раменки,Мосфильмовская ул.,д.70к1,"55.714876,37.504636",185.0,78000000,421621
Москва;район Раменки;Мичуринский просп.;д.6к2,район Раменки,Мичуринский просп.,д.6к2,"55.714039,37.524624",155.0,79000000,509677
Москва;район Крылатское;Крылатская ул.;д.45К1,район Крылатское,Крылатская ул.,д.45К1,"55.770583,37.397404",200.0,80000000,400000
Москва;район Басманный;Архангельский пер.;д.7,район Басманный,Архангельский пер.,д.7,"55.761188,37.637641",179.0,80000000,446927
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",150.0,79500000,530000
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",220.0,81926520,372393
Москва;район Дорогомилово;наб. Тараса Шевченко;д.1,район Дорогомилово,наб. Тараса Шевченко,д.1,"55.746294,37.571929",200.0,84000000,420000
Москва;район Хамовники;ул. Льва Толстого;д.23к1,район Хамовники,ул. Льва Толстого,д.23к1,"55.735941,37.583598",114.9,85000000,739773
Москва;район Хамовники;ул. Усачева;д.2С3,район Хамовники,ул. Усачева,д.2С3,"55.730426,37.574067",105.0,85077540,810262
Москва;район Хамовники;ул. Льва Толстого;д.23/7кв,район Хамовники,ул. Льва Толстого,д.23/7кв,"55.734420,37.583948",115.0,84500000,734782
Москва;район Хамовники;Ружейный пер.;д.3,район Хамовники,Ружейный пер.,д.3,"55.742955,37.580508",136.0,85707744,630204
Москва;район Останкинский;ул. Академика Королева;д.10,район Останкинский,ул. Академика Королева,д.10,"55.822822,37.620106",193.0,86850000,450000
Москва;район Пресненский;наб. Пресненская;д.12,район Пресненский,наб. Пресненская,д.12,"55.749511,37.537083",172.9,86450000,500000
Москва;район Тверской;Старопименовский пер.;д.10,район Тверской,Старопименовский пер.,д.10,"55.769246,37.602301",120.6,86968152,721128
