address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Раменки;Минская ул.;д.2кА,район Раменки,Минская ул.,д.2кА,"55.716372,37.503729",119.7,42521000,355229
Москва;район Замоскворечье;Пятницкая ул.;д.57С2,район Замоскворечье,Пятницкая ул.,д.57С2,"55.733787,37.627894",121.0,51000000,421487
Москва;район Замоскворечье;Садовническая ул.;д.57С1,район Замоскворечье,Садовническая ул.,д.57С1,"55.740558,37.640929",112.0,55000000,491071
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",112.1,56900000,507582
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",113.5,58738000,517515
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",116.2,60078000,517022
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",125.5,64517000,514079
Москва;район Хамовники;Малая Пироговская ул.;д.8,район Хамовники,Малая Пироговская ул.,д.8,"55.729610,37.570474",136.8,65704000,480292
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",220.0,83000000,377272
Москва;район Хамовники;Погодинская ул.;д.4,район Хамовники,Погодинская ул.,д.4,"55.734973,37.571013",141.6,92142000,650720
Москва;район Хамовники;Пречистенская наб.;д.5,район Хамовники,Пречистенская наб.,д.5,"55.736579,37.600846",137.0,102790000,750291
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",85.4,12888000,150913
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",85.3,12777000,149788
Москва;район Соколиная гора;просп. Буденного;д.51к7,район Соколиная гора,просп. Буденного,д.51к7,"55.759243,37.740444",77.0,15461000,200792
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.21к5,район Хорошево-Мневники,3-я Хорошевская ул.,д.21к5,"55.786146,37.497081",114.9,23209800,202000
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.21к5,район Хорошево-Мневники,3-я Хорошевская ул.,д.21к5,"55.786146,37.497081",114.9,23209800,202000
Москва;район Измайлово;Измайловский проезд;д.9К2,район Измайлово,Измайловский проезд,д.9К2,"55.797969,37.768130",64.8,11200000,172839
Москва;район Бутырский;Новодмитровская ул.;д.2к5,район Бутырский,Новодмитровская ул.,д.2к5,"55.803570,37.591027",72.0,21000000,291666
Москва;район Пресненский;Рочдельская ул.;д.11/5,район Пресненский,Рочдельская ул.,д.11/5,"55.756462,37.569953",62.0,24900000,401612
Москва;район Строгино;ул. Маршала Катукова;д.24к5,район Строгино,ул. Маршала Катукова,д.24к5,"55.803044,37.413197",124.0,38500000,310483
Москва;район Дорогомилово;Бережковская наб.;д.12,район Дорогомилово,Бережковская наб.,д.12,"55.738074,37.564446",105.0,42000000,400000
Москва;район Раменки;Мосфильмовская ул.;д.53,район Раменки,Мосфильмовская ул.,д.53,"55.704910,37.497459",106.0,42000000,396226
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",128.0,45300000,353906
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",102.0,46990000,460686
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",115.0,49850000,433478
