address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",95.0,23000000,242105
Москва;район Филевский парк;Береговой проезд;д.5к3,район Филевский парк,Береговой проезд,д.5к3,"55.755434,37.507753",85.0,23500000,276470
Москва;район Тропарево-Никулино;Никулинская ул.;д.27,район Тропарево-Никулино,Никулинская ул.,д.27,"55.668823,37.450351",118.0,23900000,202542
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.37К2,район Хорошево-Мневники,просп. Маршала Жукова,д.37К2,"55.774517,37.473006",66.0,23950000,362878
Москва;район Проспект Вернадского;ул. Удальцова;д.3К14,район Проспект Вернадского,ул. Удальцова,д.3К14,"55.672280,37.508643",79.2,24300000,306818
Москва;район Кунцево;Рублевское ш.;д.101,район Кунцево,Рублевское ш.,д.101,"55.743512,37.422099",91.6,24500000,267438
Москва;район Алексеевский;Маломосковская ул.;д.14,район Алексеевский,Маломосковская ул.,д.14,"55.812752,37.647549",101.4,24843000,245000
Москва;район Ломоносовский;ул. Кравченко;д.12,район Ломоносовский,ул. Кравченко,д.12,"55.678621,37.517015",80.6,25000000,310173
Москва;район Даниловский;3-й Павелецкий проезд;д.3,район Даниловский,3-й Павелецкий проезд,д.3,"55.710945,37.643821",116.3,25400000,218400
Москва;район Хамовники;Большая Пироговская ул.;д.37-43ка,район Хамовники,Большая Пироговская ул.,д.37-43ка,"55.728738,37.564581",60.2,26000000,431893
Москва;район Дорогомилово;ул. 1812 года;д.2,район Дорогомилово,ул. 1812 года,д.2,"55.735809,37.525028",76.5,26000000,340091
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",142.0,26450000,186267
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",100.0,26900000,269000
Москва;район Хорошево-Мневники;ул. Маршала Тухачевского;д.49,район Хорошево-Мневники,ул. Маршала Тухачевского,д.49,"55.785037,37.464221",95.0,26700000,281052
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",112.0,27500000,245535
Москва;район Аэропорт;Ленинградский просп.;д.76К1,район Аэропорт,Ленинградский просп.,д.76К1,"55.806100,37.515569",90.2,28000000,310421
Москва;район Южнопортовый;ул. 1-я Машиностроения;д.10,район Южнопортовый,ул. 1-я Машиностроения,д.10,"55.714191,37.670914",104.0,28000000,269230
Москва;район Хорошевский;проезд Березовой Рощи;д.12,район Хорошевский,проезд Березовой Рощи,д.12,"55.791177,37.520411",82.0,28000000,341463
Москва;район Дорогомилово;Большая Дорогомиловская ул.;д.7,район Дорогомилово,Большая Дорогомиловская ул.,д.7,"55.746061,37.557242",113.0,28000000,247787
Москва;район Хамовники;Комсомольский просп.;д.19,район Хамовники,Комсомольский просп.,д.19,"55.728859,37.585538",60.0,29000000,483333
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",90.0,29300000,325555
Москва;район Тверской;Большой Каретный пер.;д.17С2,район Тверской,Большой Каретный пер.,д.17С2,"55.772137,37.614913",88.0,29800000,338636
Москва;район Красносельский;Садовая-Спасская ул.;д.21/1,район Красносельский,Садовая-Спасская ул.,д.21/1,"55.769423,37.649292",80.7,29800000,369268
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",115.0,30000000,260869
Москва;район Савеловский;ул. Мишина;д.14,район Савеловский,ул. Мишина,д.14,"55.794406,37.566198",103.3,30000000,290416
