address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Даниловский;Хавская ул.;д.3,район Даниловский,Хавская ул.,д.3,"55.718760,37.613943",109.0,32000000,293577
Москва;район Тверской;Долгоруковская ул.;д.5,район Тверской,Долгоруковская ул.,д.5,"55.773241,37.603657",107.8,36551832,339070
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242
Москва;район Хорошевский;проезд Березовой Рощи;д.10,район Хорошевский,проезд Березовой Рощи,д.10,"55.788940,37.519171",150.0,53000000,353333
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",159.6,65000000,407268
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",140.0,97681620,697725
Москва;район Якиманка;ул. Большая Полянка;д.61С2,район Якиманка,ул. Большая Полянка,д.61С2,"55.730994,37.623070",179.9,107134680,595523
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",238.0,120000000,504201
Москва;район Якиманка;1-й Голутвинский пер.;д.7,район Якиманка,1-й Голутвинский пер.,д.7,"55.736635,37.611131",225.0,252081600,1120362
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",291.8,126040800,431942
Москва;район Пресненский;Дружинниковская ул.;д.11/2,район Пресненский,Дружинниковская ул.,д.11/2,"55.757531,37.575028",157.0,50000000,318471
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",120.7,18420000,152609
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",186.0,96000000,516129
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",143.0,19400000,135664
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",138.7,19795000,142718
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",144.7,20642000,142653
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",144.0,21500000,149305
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",165.0,23218000,140715
Москва;район Коньково;ул. Введенского;д.23К2,район Коньково,ул. Введенского,д.23К2,"55.637307,37.537694",123.0,26600000,216260
Москва;район Черемушки;Новочеремушкинская ул.;д.44К2,район Черемушки,Новочеремушкинская ул.,д.44К2,"55.673549,37.567743",153.1,46695500,305000
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",149.4,48000000,321285
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",150.0,48000000,320000
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242
