address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Покровское-Стрешнево;Ленинградское ш.;д.23к1,район Покровское-Стрешнево,Ленинградское ш.,д.23к1,"55.824693,37.484424",171.4,87550000,510793
Москва;район Арбат;1-й Смоленский пер.;д.17,район Арбат,1-й Смоленский пер.,д.17,"55.748711,37.578514",160.0,88000000,550000
Москва;район Хамовники;Погодинская ул.;д.4,район Хамовники,Погодинская ул.,д.4,"55.734973,37.571013",134.0,88228560,658422
Москва;район Пресненский;наб. Пресненская;д.12,район Пресненский,наб. Пресненская,д.12,"55.749511,37.537083",162.0,89100000,550000
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",184.0,89626982,487103
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",163.0,90000000,552147
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",220.8,91000000,412137
Москва;район Дорогомилово;Студенческая ул.;д.20к1,район Дорогомилово,Студенческая ул.,д.20к1,"55.743684,37.548851",110.0,92955090,845046
Москва;район Раменки;Мосфильмовская ул.;д.70к5,район Раменки,Мосфильмовская ул.,д.70к5,"55.715728,37.508005",185.0,93000000,502702
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",186.0,93774355,504163
Москва;район Басманный;Подсосенский пер.;д.3,район Басманный,Подсосенский пер.,д.3,"55.759344,37.650334",105.0,94530600,900291
Москва;район Хамовники;2-я Фрунзенская ул.;д.12,район Хамовники,2-я Фрунзенская ул.,д.12,"55.724211,37.580265",143.0,95000000,664335
Москва;район Замоскворечье;Большая Татарская ул.;д.7к1,район Замоскворечье,Большая Татарская ул.,д.7к1,"55.742205,37.633760",133.0,94530600,710756
Москва;район Хамовники;Мансуровский пер.;д.5,район Хамовники,Мансуровский пер.,д.5,"55.739630,37.594755",190.0,95000000,500000
Москва;район Пресненский;Малый Козихинский пер.;д.3,район Пресненский,Малый Козихинский пер.,д.3,"55.764212,37.594216",120.0,94530600,787755
Москва;район Хамовники;Мансуровский пер.;д.5,район Хамовники,Мансуровский пер.,д.5,"55.739630,37.594755",190.0,95000000,500000
Москва;район Пресненский;Малый Козихинский пер.;д.3,район Пресненский,Малый Козихинский пер.,д.3,"55.764212,37.594216",120.0,94530600,787755
Москва;район Раменки;Мичуринский просп.;д.6к2,район Раменки,Мичуринский просп.,д.6к2,"55.714039,37.524624",147.0,94530600,643065
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",220.0,96610273,439137
Москва;район Раменки;Минская ул.;д.2,район Раменки,Минская ул.,д.2,"55.716037,37.503998",120.0,99000000,825000
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",98.4,99219317,1008326
Москва;район Хамовники;пер. Хилков;д.1,район Хамовники,пер. Хилков,д.1,"55.736458,37.599678",120.0,100000000,833333
Москва;район Тверской;Тверская ул.;д.4,район Тверской,Тверская ул.,д.4,"55.758493,37.613198",110.0,100000000,909090
Москва;район Хамовники;ул. Усачева;д.11,район Хамовники,ул. Усачева,д.11,"55.726583,37.572648",142.0,100000000,704225
Москва;район Красносельский;пер. Даев;д.33,район Красносельский,пер. Даев,д.33,"55.769484,37.639994",166.0,104000000,626506
