address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Некрасовка;Покровская ул.;д.17к4,район Некрасовка,Покровская ул.,д.17к4,"55.698574,37.932189",63.5,7981550,125693
Москва;район Лосиноостровский;Анадырский проезд;д.21,район Лосиноостровский,Анадырский проезд,д.21,"55.864742,37.684811",59.0,8970000,152033
Москва;район Бутырский;проезд Добролюбова;д.7,район Бутырский,проезд Добролюбова,д.7,"55.810157,37.588494",43.5,9500000,218390
Москва;район Вешняки;Вешняковская ул.;д.18к1,район Вешняки,Вешняковская ул.,д.18к1,"55.723607,37.824032",52.0,11400000,219230
Москва;район Дмитровский;ул. Софьи Ковалевской;д.20,район Дмитровский,ул. Софьи Ковалевской,д.20,"55.887968,37.537101",65.8,11750000,178571
Москва;район Дмитровский;ул. Софьи Ковалевской;д.20,район Дмитровский,ул. Софьи Ковалевской,д.20,"55.887968,37.537101",65.1,11900000,182795
Москва;район Выхино-Жулебино;Привольная ул.;д.56,район Выхино-Жулебино,Привольная ул.,д.56,"55.684077,37.840534",76.0,17000000,223684
Москва;район Даниловский;ул. Серпуховский Вал;д.21к2,район Даниловский,ул. Серпуховский Вал,д.21к2,"55.710961,37.609227",56.0,18700000,333928
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",77.7,34990000,450147
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к3,район Очаково-Матвеевское,Нежинская ул.,д.1к3,"55.718831,37.477624",120.0,47900000,399166
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",108.0,54999999,509259
Москва;район Пресненский;наб. Пресненская;д.6с2,район Пресненский,наб. Пресненская,д.6с2,"55.748143,37.540488",126.0,70000000,555555
Москва;район Орехово-Борисово Южное;Каширское ш.;д.146К1,район Орехово-Борисово Южное,Каширское ш.,д.146К1,"55.595944,37.722765",54.5,8300000,152293
Москва;Московский поселение;район Московский;ул. Татьянин Парк;д.13к1,район Московский,ул. Татьянин Парк,д.13к1,"55.658129,37.423123",80.0,14600000,182500
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",78.0,15600000,200000
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",70.3,17900000,254623
Москва;район Гагаринский;Ломоносовский просп.;д.3К1,район Гагаринский,Ломоносовский просп.,д.3К1,"55.684868,37.548833",54.5,17900000,328440
Москва;район Гагаринский;Ленинский просп.;д.52,район Гагаринский,Ленинский просп.,д.52,"55.698655,37.562443",53.9,18500000,343228
Москва;район Басманный;Новорязанская ул.;д.26С1,район Басманный,Новорязанская ул.,д.26С1,"55.771661,37.666513",95.9,18900000,197080
Москва;район Хамовники;2-я Фрунзенская ул.;д.7,район Хамовники,2-я Фрунзенская ул.,д.7,"55.722745,37.580786",43.0,19500000,453488
Москва;район Таганский;Брошевский пер.;д.6С1,район Таганский,Брошевский пер.,д.6С1,"55.736483,37.673546",69.4,20330730,292950
Москва;район Таганский;Брошевский пер.;д.6С1,район Таганский,Брошевский пер.,д.6С1,"55.736483,37.673546",70.1,21024742,299924
Москва;район Таганский;Брошевский пер.;д.6С1,район Таганский,Брошевский пер.,д.6С1,"55.736483,37.673546",70.2,21774285,310175
Москва;район Щукино;ул. Маршала Рыбалко;д.2к4,район Щукино,ул. Маршала Рыбалко,д.2к4,"55.797483,37.495096",77.5,23518524,303308
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",74.0,25300000,341891
