address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Алексеевский;Новоалексеевская ул.;д.16,район Алексеевский,Новоалексеевская ул.,д.16,"55.807044,37.649143",35.0,7649150,218297
Москва;район Останкинский;Березовая аллея;д.17к1,район Останкинский,Березовая аллея,д.17к1,"55.852893,37.622949",39.0,7640080,196000
Москва;район Южнопортовый;Волгоградский просп.;д.вл32к3,район Южнопортовый,Волгоградский просп.,д.вл32к3,"55.720266,37.693219",46.2,7600000,164502
Москва;район Северный;Дмитровское ш.;д.169к9,район Северный,Дмитровское ш.,д.169к9,"55.930625,37.541431",46.0,7600000,165217
Москва;район Чертаново Северное;Варшавское ш.;д.122,район Чертаново Северное,Варшавское ш.,д.122,"55.628947,37.616494",39.0,7600000,194871
Москва;район Кузьминки;Волжский бул.;д.29К1,район Кузьминки,Волжский бул.,д.29К1,"55.703236,37.751511",37.0,7640000,206486
Москва;Московский поселение;д. Саларьево;район Московский;ул. Передельцевская,д. Саларьево,район Московский,ул. Передельцевская,"55.617856,37.413996",47.1,7600000,161358
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.867591,37.483547",40.6,7715595,189992
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.601228,37.727607",36.5,7723400,211600
Москва;район Филевский парк;Береговой проезд;д.3К1,район Филевский парк,Береговой проезд,д.3К1,"55.757588,37.508839",26.1,7744456,296950
Москва;район Марьина роща;Складочная ул.;д.6С10,район Марьина роща,Складочная ул.,д.6С10,"55.803135,37.596548",40.5,7709053,190300
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.878455,37.478643",39.7,7669820,193000
Москва;район Москворечье-Сабурово;пер. 2-й Котляковский,unknown,unknown,unknown,"55.652128,37.629346",43.3,7653015,176743
Москва;район Савеловский;Мирской пер.;д.3,район Савеловский,Мирской пер.,д.3,"55.796957,37.566889",32.5,7650000,235384
Москва;район Богородское;Тюменский проезд;д.3С9,район Богородское,Тюменский проезд,д.3С9,"55.810994,37.740701",39.2,7737673,197439
Москва;район Левобережный;Смольная ул.;д.31,район Левобережный,Смольная ул.,д.31,"55.859377,37.483265",34.0,7650000,225000
Москва;пос. Коммунарка;район Сосенское;ул. Бачуринская,пос. Коммунарка,район Сосенское,ул. Бачуринская,"55.579154,37.481033",45.1,7733621,171477
Москва;район Северный;Дмитровское ш.;д.169К6,район Северный,Дмитровское ш.,д.169К6,"55.928955,37.540793",45.0,7700000,171111
Москва;район Митино;Митинская ул.;д.48К1,район Митино,Митинская ул.,д.48К1,"55.850777,37.356324",40.0,7650000,191250
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.867591,37.483547",35.8,7750640,216558
Москва;район Вешняки;аллея Жемчуговой;д.5К4,район Вешняки,аллея Жемчуговой,д.5К4,"55.731997,37.825245",38.0,7800000,205263
Москва;район Лосиноостровский;Тайнинская ул.;д.9С5,район Лосиноостровский,Тайнинская ул.,д.9С5,"55.882793,37.682880",38.0,7833375,206304
Москва;район Измайлово;Измайловский проезд;д.вл11,район Измайлово,Измайловский проезд,д.вл11,"55.796795,37.765992",41.0,7847126,191299
Москва;район Северное Бутово;ул. Грина;д.40,район Северное Бутово,ул. Грина,д.40,"55.569011,37.565353",35.8,7800000,217877
Москва;район Москворечье-Сабурово;пер. 2-й Котляковский,unknown,unknown,unknown,"55.654356,37.625981",42.1,7814988,185496
