address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.645126,37.390712",37.8,6250000,165343
Москва;район Митино;Муравская ул.;д.42к1,район Митино,Муравская ул.,д.42к1,"55.860746,37.372431",37.4,6200000,165819
Москва;Внуковское поселение;район Внуковское;ул. Омская;д.9,район Внуковское,ул. Омская,д.9,"55.619508,37.266672",39.0,6250000,160256
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.868183,37.483127",31.4,6303360,201000
Москва;Воскресенское поселение;район Воскресенское;проезд Чечерский;д.126к1,район Воскресенское,проезд Чечерский,д.126к1,"55.524324,37.511859",36.0,6300000,175000
Москва;район Можайский;ул. Кубинка;д.15К2,район Можайский,ул. Кубинка,д.15К2,"55.724023,37.404609",31.0,6300000,203225
Москва;Воскресенское поселение;район Воскресенское;проезд Чечерский;д.126к1,район Воскресенское,проезд Чечерский,д.126к1,"55.524324,37.511859",36.0,6300000,175000
Москва;Рязановское поселение;пос. Знамя Октября;район Рязановское;Родники мкр;д.8,район Рязановское,Родники мкр,д.8,"55.467489,37.544746",51.6,6380000,123739
Москва;район Хорошево-Мневники;ул. Народного Ополчения,unknown,unknown,unknown,"55.774036,37.474213",30.3,6363000,210000
Москва;район Бирюлево Восточное;Ягодная ул.;д.8к1,район Бирюлево Восточное,Ягодная ул.,д.8к1,"55.576793,37.673403",48.8,6392800,131000
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",44.0,6380000,145000
Москва;район Солнцево;Боровское ш.;д.2Ак3,район Солнцево,Боровское ш.,д.2Ак3,"55.662285,37.424087",36.4,6482840,178100
Москва;район Ярославский;ул. Красная Сосна,unknown,unknown,unknown,"55.850043,37.683113",33.8,6425380,190100
Москва;район Братеево;ул. Борисовские Пруды;д.34К1,район Братеево,ул. Борисовские Пруды,д.34К1,"55.641854,37.763827",37.0,6450000,174324
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",41.3,6484100,157000
Москва;Сосенское поселение;район Сосенское;Испанские кварталы ЖК;д.8к2,район Сосенское,Испанские кварталы ЖК,д.8к2,"55.593553,37.460556",39.0,6450000,165384
Москва;район Северное Бутово;Феодосийская ул.,unknown,unknown,unknown,"55.560316,37.579080",37.0,6480250,175000
Москва;район Бирюлево Восточное;Ягодная ул.;д.8к1,район Бирюлево Восточное,Ягодная ул.,д.8к1,"55.576793,37.673403",49.1,6432100,131000
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",43.7,6472040,148000
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",49.6,6497600,131000
Москва;район Теплый Стан;Ленинский просп.;д.127,район Теплый Стан,Ленинский просп.,д.127,"55.645893,37.477022",35.4,6400000,180790
Москва;район Южное Бутово;ул. Поляны,unknown,unknown,unknown,"55.553871,37.554841",40.9,6515370,159300
Москва;район Зябликово;ул. Мусы Джалиля;д.38К1,район Зябликово,ул. Мусы Джалиля,д.38К1,"55.617027,37.742860",38.6,6500000,168393
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к2,район Сосенское,бул. Скандинавский,д.4к2,"55.566679,37.495923",45.0,6500000,144444
Москва;район Ростокино;просп. Мира;д.188Бк2,район Ростокино,просп. Мира,д.188Бк2,"55.835008,37.658338",34.3,6500000,189504
