address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Раменки;Минская ул.;д.1А,район Раменки,Минская ул.,д.1А,"55.718872,37.499893",101.0,53000000,524752
Москва;район Якиманка;2-й Казачий пер.;д.6,район Якиманка,2-й Казачий пер.,д.6,"55.733315,37.621013",79.0,55000000,696202
Москва;район Якиманка;2-й Казачий пер.;д.6,район Якиманка,2-й Казачий пер.,д.6,"55.733315,37.621013",79.0,55000000,696202
Москва;район Пресненский;Большой Палашевский пер.;д.3,район Пресненский,Большой Палашевский пер.,д.3,"55.764146,37.597522",75.0,65000000,866666
Москва;район Некрасовка;ул. Вертолетчиков;д.1,район Некрасовка,ул. Вертолетчиков,д.1,"55.700065,37.939735",65.0,8169500,125684
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",64.5,8613420,133500
Москва;район Выхино-Жулебино;ул. Авиаконструктора Миля;д.26,район Выхино-Жулебино,ул. Авиаконструктора Миля,д.26,"55.677412,37.858303",63.2,10900000,172468
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",59.7,11035000,184840
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",62.0,11350000,183064
Москва;район Северный;Дмитровское ш.;д.122Дк1,район Северный,Дмитровское ш.,д.122Дк1,"55.922878,37.547917",69.4,11880594,171190
Москва;район Северный;Дмитровское ш.;д.122Гк1с1,район Северный,Дмитровское ш.,д.122Гк1с1,"55.920134,37.546525",73.0,11900000,163013
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.4к1,район Сосенское,ул. Липовый Парк,д.4к1,"55.570339,37.491754",75.5,12500000,165562
Москва;район Южное Тушино;ул. Фабрициуса;д.18,район Южное Тушино,ул. Фабрициуса,д.18,"55.843965,37.446910",62.3,12900000,207062
Москва;район Даниловский;ул. Архитектора Щусева;д.2к3,район Даниловский,ул. Архитектора Щусева,д.2к3,"55.700613,37.633634",73.0,14300000,195890
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к2,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к2,"55.677539,37.634398",82.1,14900000,181485
Москва;район Фили-Давыдково;Малая Филевская ул.;д.22,район Фили-Давыдково,Малая Филевская ул.,д.22,"55.736615,37.466009",57.6,15000000,260416
Москва;район Крылатское;Рублевское ш.;д.70к7,район Крылатское,Рублевское ш.,д.70к7,"55.770897,37.378090",82.6,15119104,183040
Москва;район Левобережный;Фестивальная ул.;д.25,район Левобережный,Фестивальная ул.,д.25,"55.857958,37.478738",75.0,15890000,211866
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",109.6,16847381,153716
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",72.8,17800000,244505
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",126.4,18835155,149012
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",87.0,19800000,227586
Москва;район Раменки;Мосфильмовская ул.;д.74Б,район Раменки,Мосфильмовская ул.,д.74Б,"55.711108,37.504708",78.0,21500000,275641
Москва;район Раменки;ул. Столетова;д.11,район Раменки,ул. Столетова,д.11,"55.703748,37.499695",62.0,22000000,354838
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",79.0,21900000,277215
